"t","DHbO2","DHHb","DHbT","Zero","Pulse","Ideal_DHbO2","Ideal_DHHb","Ideal_DHbT","Invert_DHHb","Invert_DHbO2","Invert_Ideal_DHHb"
77.9999999999998,1.24512536599096,-0.464527523230743,0.780597842760216,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464527523230743,-1.24512536599096,0.462167231742583
78.0999999999998,1.2450880546354,-0.464504917997317,0.780583136638086,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464504917997317,-1.2450880546354,0.462167231742583
78.1999999999998,1.24505099041087,-0.464482462473384,0.78056852793749,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464482462473384,-1.24505099041087,0.462167231742583
78.2999999999998,1.24501417168088,-0.464460155667965,0.780554016012914,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464460155667965,-1.24501417168088,0.462167231742583
78.3999999999998,1.24497759681941,-0.464437996596104,0.780539600223307,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464437996596104,-1.24497759681941,0.462167231742583
78.4999999999998,1.2449412642116,-0.464415984279796,0.780525279931808,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464415984279796,-1.2449412642116,0.462167231742583
78.5999999999998,1.24490517225321,-0.464394117747446,0.780511054505766,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464394117747446,-1.24490517225321,0.462167231742583
78.6999999999998,1.24486931935031,-0.464372396033525,0.78049692331679,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464372396033525,-1.24486931935031,0.462167231742583
78.7999999999998,1.24483370391987,-0.464350818179355,0.780482885740511,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464350818179355,-1.24483370391987,0.462167231742583
78.8999999999998,1.24479832438918,-0.464329383232396,0.780468941156784,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464329383232396,-1.24479832438918,0.462167231742583
78.9999999999998,1.24476317919591,-0.464308090246277,0.780455088949637,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464308090246277,-1.24476317919591,0.462167231742583
79.0999999999998,1.24472826678812,-0.464286938281134,0.780441328506981,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464286938281134,-1.24472826678812,0.462167231742583
79.1999999999998,1.24469358562422,-0.464265926403186,0.780427659221033,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464265926403186,-1.24469358562422,0.462167231742583
79.2999999999998,1.24465913417288,-0.464245053684991,0.780414080487887,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464245053684991,-1.24465913417288,0.462167231742583
79.3999999999998,1.24462491091256,-0.464224319204945,0.780400591707618,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464224319204945,-1.24462491091256,0.462167231742583
79.4999999999998,1.24459091433212,-0.46420372204777,0.780387192284351,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46420372204777,-1.24459091433212,0.462167231742583
79.5999999999998,1.24455714293043,-0.464183261304285,0.780373881626147,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464183261304285,-1.24455714293043,0.462167231742583
79.6999999999997,1.24452359521608,-0.464162936071148,0.780360659144932,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464162936071148,-1.24452359521608,0.462167231742583
79.7999999999997,1.24449026970763,-0.464142745451056,0.78034752425657,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464142745451056,-1.24449026970763,0.462167231742583
79.8999999999997,1.24445716493361,-0.464122688552763,0.780334476380844,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464122688552763,-1.24445716493361,0.462167231742583
79.9999999999997,1.24442427943194,-0.464102764490704,0.780321514941235,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464102764490704,-1.24442427943194,0.462167231742583
80.0999999999997,1.24439161175076,-0.464082972385555,0.780308639365202,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464082972385555,-1.24439161175076,0.462167231742583
80.1999999999997,1.24435916044719,-0.464063311363248,0.780295849083942,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464063311363248,-1.24435916044719,0.462167231742583
80.2999999999997,1.24432692408838,-0.46404378055604,0.780283143532344,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46404378055604,-1.24432692408838,0.462167231742583
80.3999999999997,1.24429490125058,-0.464024379101446,0.780270522149138,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464024379101446,-1.24429490125058,0.462167231742583
80.4999999999997,1.24426309052006,-0.464005106143276,0.780257984376789,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.464005106143276,-1.24426309052006,0.462167231742583
80.5999999999997,1.24423149049184,-0.463985960830513,0.780245529661329,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463985960830513,-1.24423149049184,0.462167231742583
80.6999999999997,1.24420009977052,-0.463966942317924,0.780233157452599,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463966942317924,-1.24420009977052,0.462167231742583
80.7999999999997,1.24416891696985,-0.463948049765918,0.780220867203937,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463948049765918,-1.24416891696985,0.462167231742583
80.8999999999997,1.24413794071276,-0.46392928234026,0.780208658372501,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46392928234026,-1.24413794071276,0.462167231742583
80.9999999999997,1.24410716963145,-0.463910639212614,0.780196530418834,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463910639212614,-1.24410716963145,0.462167231742583
81.0999999999997,1.24407660236722,-0.463892119560015,0.780184482807201,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463892119560015,-1.24407660236722,0.462167231742583
81.1999999999997,1.24404623756992,-0.463873722564529,0.78017251500539,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463873722564529,-1.24404623756992,0.462167231742583
81.2999999999997,1.24401607389875,-0.463855447414147,0.780160626484601,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463855447414147,-1.24401607389875,0.462167231742583
81.3999999999997,1.24398611002178,-0.463837293302035,0.780148816719745,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463837293302035,-1.24398611002178,0.462167231742583
81.4999999999996,1.24395634461561,-0.463819259426614,0.780137085188997,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463819259426614,-1.24395634461561,0.462167231742583
81.5999999999996,1.24392677636594,-0.463801344991765,0.780125431374174,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463801344991765,-1.24392677636594,0.462167231742583
81.6999999999996,1.243897403967,-0.46378354920661,0.780113854760387,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46378354920661,-1.243897403967,0.462167231742583
81.7999999999996,1.24386822612165,-0.463765871285474,0.780102354836174,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463765871285474,-1.24386822612165,0.462167231742583
81.8999999999996,1.24383924154131,-0.463748310447755,0.780090931093554,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463748310447755,-1.24383924154131,0.462167231742583
81.9999999999996,1.24381044894606,-0.463730865918222,0.780079583027842,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463730865918222,-1.24381044894606,0.462167231742583
82.0999999999996,1.24378184706438,-0.463713536926676,0.780068310137707,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463713536926676,-1.24378184706438,0.462167231742583
82.1999999999996,1.24375343463329,-0.463696322708188,0.780057111925103,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463696322708188,-1.24375343463329,0.462167231742583
82.2999999999996,1.24372521039786,-0.463679222502464,0.780045987895392,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463679222502464,-1.24372521039786,0.462167231742583
82.3999999999996,1.24369717311191,-0.463662235554835,0.780034937557076,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463662235554835,-1.24369717311191,0.462167231742583
82.4999999999996,1.24366932153696,-0.463645361114999,0.780023960421957,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463645361114999,-1.24366932153696,0.462167231742583
82.5999999999996,1.24364165444335,-0.46362859843812,0.780013056005231,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46362859843812,-1.24364165444335,0.462167231742583
82.6999999999996,1.24361417060919,-0.463611946784141,0.780002223825051,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463611946784141,-1.24361417060919,0.462167231742583
82.7999999999996,1.24358686882051,-0.463595405417664,0.779991463402851,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463595405417664,-1.24358686882051,0.462167231742583
82.8999999999996,1.24355974787194,-0.463578973608591,0.77998077426335,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463578973608591,-1.24355974787194,0.462167231742583
82.9999999999996,1.24353280656565,-0.463562650631388,0.779970155934265,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463562650631388,-1.24353280656565,0.462167231742583
83.0999999999996,1.24350604371189,-0.463546435765295,0.779959607946594,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463546435765295,-1.24350604371189,0.462167231742583
83.1999999999995,1.24347945812859,-0.463530328294297,0.779949129834293,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463530328294297,-1.24347945812859,0.462167231742583
83.2999999999995,1.2434530486419,-0.463514327507468,0.779938721134428,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463514327507468,-1.2434530486419,0.462167231742583
83.3999999999995,1.24342681408535,-0.463498432698103,0.779928381387251,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463498432698103,-1.24342681408535,0.462167231742583
83.4999999999995,1.24340075330041,-0.463482643164511,0.779918110135895,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463482643164511,-1.24340075330041,0.462167231742583
83.5999999999995,1.24337486513615,-0.463466958209523,0.779907906926624,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463466958209523,-1.24337486513615,0.462167231742583
83.6999999999995,1.24334914844941,-0.463451377140643,0.779897771308768,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463451377140643,-1.24334914844941,0.462167231742583
83.7999999999995,1.24332360210437,-0.463435899269911,0.779887702834458,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463435899269911,-1.24332360210437,0.462167231742583
83.8999999999995,1.24329822497293,-0.463420523913953,0.779877701058979,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463420523913953,-1.24329822497293,0.462167231742583
83.9999999999995,1.24327301593428,-0.46340525039389,0.779867765540388,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46340525039389,-1.24327301593428,0.462167231742583
84.0999999999995,1.24324797387504,-0.463390078035204,0.779857895839839,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463390078035204,-1.24324797387504,0.462167231742583
84.1999999999995,1.24322309768939,-0.463375006168121,0.779848091521274,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463375006168121,-1.24322309768939,0.462167231742583
84.2999999999995,1.24319838627875,-0.463360034127149,0.7798383521516,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463360034127149,-1.24319838627875,0.462167231742583
84.3999999999995,1.24317383855174,-0.463345161251212,0.779828677300529,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463345161251212,-1.24317383855174,0.462167231742583
84.4999999999995,1.24314945342428,-0.463330386883626,0.779819066540654,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463330386883626,-1.24314945342428,0.462167231742583
84.5999999999995,1.24312522981947,-0.463315710372072,0.779809519447397,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463315710372072,-1.24312522981947,0.462167231742583
84.6999999999995,1.24310116666733,-0.46330113106832,0.77980003559901,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46330113106832,-1.24310116666733,0.462167231742583
84.7999999999995,1.24307726290536,-0.463286648328861,0.779790614576498,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463286648328861,-1.24307726290536,0.462167231742583
84.8999999999995,1.24305351747783,-0.463272261514177,0.779781255963655,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463272261514177,-1.24305351747783,0.462167231742583
84.9999999999994,1.24302992933602,-0.463257969988931,0.779771959347087,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463257969988931,-1.24302992933602,0.462167231742583
85.0999999999994,1.24300649743822,-0.463243773122159,0.779762724316058,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463243773122159,-1.24300649743822,0.462167231742583
85.1999999999994,1.24298322074955,-0.46322967028695,0.779753550462601,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46322967028695,-1.24298322074955,0.462167231742583
85.2999999999994,1.24296009824212,-0.463215660860641,0.779744437381481,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463215660860641,-1.24296009824212,0.462167231742583
85.3999999999994,1.24293712889468,-0.463201744224648,0.779735384670033,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463201744224648,-1.24293712889468,0.462167231742583
85.4999999999994,1.24291431169277,-0.463187919764366,0.779726391928406,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463187919764366,-1.24291431169277,0.462167231742583
85.5999999999994,1.2428916456287,-0.463174186869466,0.779717458759237,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463174186869466,-1.2428916456287,0.462167231742583
85.6999999999994,1.24286912970163,-0.463160544933629,0.779708584768002,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463160544933629,-1.24286912970163,0.462167231742583
85.7999999999994,1.2428467629169,-0.463146993354314,0.779699769562583,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463146993354314,-1.2428467629169,0.462167231742583
85.8999999999994,1.2428245442868,-0.463133531533273,0.779691012753531,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463133531533273,-1.2428245442868,0.462167231742583
85.9999999999994,1.24280247283025,-0.463120158876151,0.779682313954098,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463120158876151,-1.24280247283025,0.462167231742583
86.0999999999994,1.24278054757202,-0.463106874792132,0.779673672779893,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463106874792132,-1.24278054757202,0.462167231742583
86.1999999999994,1.24275876754415,-0.463093678694918,0.779665088849228,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463093678694918,-1.24275876754415,0.462167231742583
86.2999999999994,1.24273713178475,-0.463080570001836,0.779656561782915,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463080570001836,-1.24273713178475,0.462167231742583
86.3999999999994,1.24271563933806,-0.463067548133907,0.779648091204152,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463067548133907,-1.24271563933806,0.462167231742583
86.4999999999994,1.24269428925498,-0.463054612516203,0.779639676738782,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463054612516203,-1.24269428925498,0.462167231742583
86.5999999999994,1.24267308059284,-0.463041762577689,0.779631318015149,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463041762577689,-1.24267308059284,0.462167231742583
86.6999999999993,1.24265201241454,-0.463028997750627,0.779623014663912,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463028997750627,-1.24265201241454,0.462167231742583
86.7999999999993,1.24263108378973,-0.463016317471457,0.779614766318275,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463016317471457,-1.24263108378973,0.462167231742583
86.8999999999993,1.24261029379423,-0.463003721180399,0.779606572613829,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.463003721180399,-1.24261029379423,0.462167231742583
86.9999999999993,1.24258964150981,-0.462991208321185,0.779598433188625,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462991208321185,-1.24258964150981,0.462167231742583
87.0999999999993,1.24256912602431,-0.462978778341196,0.779590347683111,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462978778341196,-1.24256912602431,0.462167231742583
87.1999999999993,1.24254874643148,-0.462966430691495,0.779582315739987,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462966430691495,-1.24254874643148,0.462167231742583
87.2999999999993,1.24252850183171,-0.462954164827167,0.779574337004547,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462954164827167,-1.24252850183171,0.462167231742583
87.3999999999993,1.24250839133045,-0.462941980206182,0.779566411124264,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462941980206182,-1.24250839133045,0.462167231742583
87.4999999999993,1.24248841403974,-0.462929876290772,0.779558537748969,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462929876290772,-1.24248841403974,0.462167231742583
87.5999999999993,1.24246856907719,-0.462917852546283,0.779550716530906,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462917852546283,-1.24246856907719,0.462167231742583
87.6999999999993,1.24244885556627,-0.462905908441755,0.779542947124511,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462905908441755,-1.24244885556627,0.462167231742583
87.7999999999993,1.24242927263651,-0.462894043449964,0.77953522918655,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462894043449964,-1.24242927263651,0.462167231742583
87.8999999999993,1.24240981942283,-0.462882257046743,0.779527562376089,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462882257046743,-1.24240981942283,0.462167231742583
87.9999999999993,1.24239049506626,-0.462870548711848,0.779519946354412,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462870548711848,-1.24239049506626,0.462167231742583
88.0999999999993,1.24237129871322,-0.462858917928116,0.779512380785107,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462858917928116,-1.24237129871322,0.462167231742583
88.1999999999993,1.24235222951573,-0.462847364181869,0.779504865333863,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462847364181869,-1.24235222951573,0.462167231742583
88.2999999999993,1.24233328663176,-0.462835886963006,0.779497399668756,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462835886963006,-1.24233328663176,0.462167231742583
88.3999999999993,1.24231446922464,-0.462824485764699,0.779489983459939,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462824485764699,-1.24231446922464,0.462167231742583
88.4999999999992,1.24229577646329,-0.462813160083485,0.779482616379809,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462813160083485,-1.24229577646329,0.462167231742583
88.5999999999992,1.24227720752206,-0.462801909419227,0.779475298102838,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462801909419227,-1.24227720752206,0.462167231742583
88.6999999999992,1.24225876158096,-0.462790733275128,0.779468028305828,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462790733275128,-1.24225876158096,0.462167231742583
88.7999999999992,1.24224043782513,-0.462779631157574,0.779460806667558,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462779631157574,-1.24224043782513,0.462167231742583
88.8999999999992,1.24222223544537,-0.462768602576347,0.779453632869021,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462768602576347,-1.24222223544537,0.462167231742583
88.9999999999992,1.24220415363781,-0.462757647044484,0.779446506593331,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462757647044484,-1.24220415363781,0.462167231742583
89.0999999999992,1.24218619160376,-0.462746764078162,0.779439427525602,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462746764078162,-1.24218619160376,0.462167231742583
89.1999999999992,1.24216834854981,-0.462735953196685,0.779432395353126,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462735953196685,-1.24216834854981,0.462167231742583
89.2999999999992,1.24215062368799,-0.462725213922766,0.779425409765224,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462725213922766,-1.24215062368799,0.462167231742583
89.3999999999992,1.2421330162355,-0.462714545782148,0.779418470453351,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462714545782148,-1.2421330162355,0.462167231742583
89.4999999999992,1.24211552541465,-0.462703948303712,0.779411577110935,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462703948303712,-1.24211552541465,0.462167231742583
89.5999999999992,1.2420981504529,-0.462693421019452,0.779404729433452,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462693421019452,-1.2420981504529,0.462167231742583
89.6999999999992,1.24208089058277,-0.462682963464445,0.779397927118325,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462682963464445,-1.24208089058277,0.462167231742583
89.7999999999992,1.24206374504216,-0.462672575177038,0.779391169865121,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462672575177038,-1.24206374504216,0.462167231742583
89.8999999999992,1.24204671307353,-0.462662255698234,0.779384457375301,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462662255698234,-1.24204671307353,0.462167231742583
89.9999999999992,1.24202979392484,-0.46265200457249,0.779377789352353,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46265200457249,-1.24202979392484,0.462167231742583
90.0999999999992,1.24201298684872,-0.462641821347106,0.779371165501615,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462641821347106,-1.24201298684872,0.462167231742583
90.1999999999992,1.24199629110289,-0.462631705572292,0.779364585530601,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462631705572292,-1.24199629110289,0.462167231742583
90.2999999999991,1.2419797059499,-0.46262165680136,0.779358049148541,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46262165680136,-1.2419797059499,0.462167231742583
90.3999999999991,1.2419632306573,-0.46261167459059,0.779351556066715,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46261167459059,-1.2419632306573,0.462167231742583
90.4999999999991,1.24194686449729,-0.462601758499105,0.779345105998189,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462601758499105,-1.24194686449729,0.462167231742583
90.5999999999991,1.24193060674719,-0.46259190808901,0.779338698658179,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46259190808901,-1.24193060674719,0.462167231742583
90.6999999999991,1.24191445668876,-0.462582122925284,0.779332333763477,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462582122925284,-1.24191445668876,0.462167231742583
90.7999999999991,1.24189841360892,-0.462572402575915,0.779326011033007,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462572402575915,-1.24189841360892,0.462167231742583
90.8999999999991,1.24188247679893,-0.462562746611525,0.77931973018741,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462562746611525,-1.24188247679893,0.462167231742583
90.9999999999991,1.24186664555482,-0.462553154605644,0.779313490949178,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462553154605644,-1.24186664555482,0.462167231742583
91.0999999999991,1.24185091917752,-0.462543626134746,0.779307293042777,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462543626134746,-1.24185091917752,0.462167231742583
91.1999999999991,1.24183529697244,-0.462534160778091,0.779301136194348,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462534160778091,-1.24183529697244,0.462167231742583
91.2999999999991,1.24181977824935,-0.462524758117482,0.779295020131869,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462524758117482,-1.24181977824935,0.462167231742583
91.3999999999991,1.24180436232308,-0.462515417737919,0.779288944585161,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462515417737919,-1.24180436232308,0.462167231742583
91.4999999999991,1.24178904851269,-0.462506139226761,0.779282909285925,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462506139226761,-1.24178904851269,0.462167231742583
91.5999999999991,1.24177383614165,-0.462496922174282,0.779276913967365,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462496922174282,-1.24177383614165,0.462167231742583
91.6999999999991,1.2417587245383,-0.46248776617351,0.779270958364791,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46248776617351,-1.2417587245383,0.462167231742583
91.7999999999991,1.24174371303486,-0.46247867081982,0.779265042215044,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46247867081982,-1.24174371303486,0.462167231742583
91.8999999999991,1.24172880096869,-0.462469635711926,0.779259165256761,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462469635711926,-1.24172880096869,0.462167231742583
91.999999999999,1.24171398768078,-0.462460660450546,0.779253327230236,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462460660450546,-1.24171398768078,0.462167231742583
92.099999999999,1.24169927251718,-0.462451744639424,0.779247527877757,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462451744639424,-1.24169927251718,0.462167231742583
92.199999999999,1.24168465482772,-0.462442887884762,0.77924176694296,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462442887884762,-1.24168465482772,0.462167231742583
92.299999999999,1.24167013396684,-0.462434089795394,0.779236044171441,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462434089795394,-1.24167013396684,0.462167231742583
92.399999999999,1.24165570929325,-0.462425349982936,0.779230359310318,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462425349982936,-1.24165570929325,0.462167231742583
92.499999999999,1.24164138016968,-0.462416668061209,0.779224712108473,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462416668061209,-1.24164138016968,0.462167231742583
92.599999999999,1.24162714596328,-0.462408043646832,0.779219102316446,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462408043646832,-1.24162714596328,0.462167231742583
92.699999999999,1.24161300604543,-0.46239947635901,0.779213529686416,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46239947635901,-1.24161300604543,0.462167231742583
92.799999999999,1.24159895979156,-0.462390965819367,0.779207993972193,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462390965819367,-1.24159895979156,0.462167231742583
92.899999999999,1.2415850065812,-0.462382511651967,0.779202494929237,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462382511651967,-1.2415850065812,0.462167231742583
92.999999999999,1.24157114579818,-0.462374113483548,0.779197032314627,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462374113483548,-1.24157114579818,0.462167231742583
93.099999999999,1.24155737683019,-0.462365770943165,0.779191605887021,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462365770943165,-1.24155737683019,0.462167231742583
93.199999999999,1.24154369906898,-0.462357483662302,0.779186215406682,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462357483662302,-1.24154369906898,0.462167231742583
93.299999999999,1.24153011191063,-0.462349251275143,0.779180860635492,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462349251275143,-1.24153011191063,0.462167231742583
93.399999999999,1.24151661475489,-0.46234107341796,0.779175541336926,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.46234107341796,-1.24151661475489,0.462167231742583
93.499999999999,1.24150320700555,-0.462332949729586,0.779170257275965,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462332949729586,-1.24150320700555,0.462167231742583
93.599999999999,1.2414898880706,-0.462324879851451,0.779165008219152,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462324879851451,-1.2414898880706,0.462167231742583
93.699999999999,1.24147665736162,-0.462316863426949,0.779159793934667,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462316863426949,-1.24147665736162,0.462167231742583
93.7999999999989,1.24146351429422,-0.462308900102116,0.779154614192109,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462308900102116,-1.24146351429422,0.462167231742583
93.8999999999989,1.24145045828783,-0.462300989525161,0.779149468762668,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.462300989525161,-1.24145045828783,0.462167231742583
