"t","DHbO2","DHHb","DHbT","Zero","Pulse","Ideal_DHbO2","Ideal_DHHb","Ideal_DHbT","Invert_DHHb","Invert_DHbO2","Invert_Ideal_DHHb"
42.0000000000003,1.30108924172015,-0.498415580063224,0.802673661656925,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.498415580063224,-1.30108924172015,0.462167231742583
42.1000000000003,1.30068152423623,-0.498168822360014,0.802512701876211,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.498168822360014,-1.30068152423623,0.462167231742583
42.2000000000003,1.30027650334401,-0.497923694801798,0.80235280854221,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.497923694801798,-1.30027650334401,0.462167231742583
42.3000000000003,1.29987416123855,-0.49768018664895,0.802193974589599,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.49768018664895,-1.29987416123855,0.462167231742583
42.4000000000003,1.29947448023086,-0.49743828723291,0.802036192997946,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.49743828723291,-1.29947448023086,0.462167231742583
42.5000000000003,1.29907744274558,-0.497197985951928,0.801879456793657,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.497197985951928,-1.29907744274558,0.462167231742583
42.6000000000003,1.29868303132818,-0.496959272278701,0.80172375904948,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.496959272278701,-1.29868303132818,0.462167231742583
42.7000000000003,1.29829122863632,-0.496722135752762,0.801569092883554,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.496722135752762,-1.29829122863632,0.462167231742583
42.8000000000003,1.29790201744092,-0.496486565980021,0.801415451460898,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.496486565980021,-1.29790201744092,0.462167231742583
42.9000000000003,1.2975153806286,-0.49625255263787,0.801262827990726,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.49625255263787,-1.2975153806286,0.462167231742583
43.0000000000003,1.29713130119403,-0.496020085467222,0.801111215726806,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.496020085467222,-1.29713130119403,0.462167231742583
43.1000000000003,1.29674976225019,-0.495789154281127,0.80096060796906,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.495789154281127,-1.29674976225019,0.462167231742583
43.2000000000003,1.29637074701856,-0.495559748957334,0.800810998061223,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.495559748957334,-1.29637074701856,0.462167231742583
43.3000000000003,1.29599423882671,-0.495331859436675,0.800662379390033,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.495331859436675,-1.29599423882671,0.462167231742583
43.4000000000003,1.2956202211225,-0.495105475733396,0.800514745389108,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.495105475733396,-1.2956202211225,0.462167231742583
43.5000000000003,1.29524867745342,-0.494880587921415,0.800368089532,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.494880587921415,-1.29524867745342,0.462167231742583
43.6000000000003,1.29487959147437,-0.494657186137374,0.800222405336996,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.494657186137374,-1.29487959147437,0.462167231742583
43.7000000000004,1.29451294695818,-0.494435260591942,0.800077686366237,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.494435260591942,-1.29451294695818,0.462167231742583
43.8000000000004,1.29414872777448,-0.494214801550783,0.799933926223702,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.494214801550783,-1.29414872777448,0.462167231742583
43.9000000000004,1.29378691790474,-0.49399579934925,0.79979111855549,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.49399579934925,-1.29378691790474,0.462167231742583
44.0000000000004,1.2934275014302,-0.493778244380024,0.799649257050177,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.493778244380024,-1.2934275014302,0.462167231742583
44.1000000000004,1.29307046254426,-0.493562127106784,0.79950833543748,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.493562127106784,-1.29307046254426,0.462167231742583
44.2000000000004,1.29271578553943,-0.493347438048815,0.799368347490613,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.493347438048815,-1.29271578553943,0.462167231742583
44.3000000000004,1.29236345481583,-0.493134167793642,0.799229287022186,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.493134167793642,-1.29236345481583,0.462167231742583
44.4000000000004,1.29201345486938,-0.49292230698363,0.799091147885747,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.49292230698363,-1.29201345486938,0.462167231742583
44.5000000000004,1.29166577030512,-0.49271184632785,0.798953923977265,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.49271184632785,-1.29166577030512,0.462167231742583
44.6000000000004,1.29132038582841,-0.492502776596581,0.798817609231833,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.492502776596581,-1.29132038582841,0.462167231742583
44.7000000000004,1.29097728624004,-0.492295088615009,0.798682197625027,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.492295088615009,-1.29097728624004,0.462167231742583
44.8000000000004,1.29063645644824,-0.49208877327581,0.79854768317243,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.49208877327581,-1.29063645644824,0.462167231742583
44.9000000000004,1.29029788145176,-0.491883821523487,0.798414059928277,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.491883821523487,-1.29029788145176,0.462167231742583
45.0000000000004,1.28996154636019,-0.491680224371706,0.798281321988483,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.491680224371706,-1.28996154636019,0.462167231742583
45.1000000000004,1.28962743637183,-0.491477972885633,0.798149463486197,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.491477972885633,-1.28962743637183,0.462167231742583
45.2000000000004,1.28929553678449,-0.491277058189823,0.79801847859467,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.491277058189823,-1.28929553678449,0.462167231742583
45.3000000000004,1.28896583299395,-0.491077471469481,0.797888361524471,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.491077471469481,-1.28896583299395,0.462167231742583
45.4000000000004,1.2886383104931,-0.490879203968078,0.797759106525021,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.490879203968078,-1.2886383104931,0.462167231742583
45.5000000000004,1.28831295486957,-0.490682246984633,0.797630707884935,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.490682246984633,-1.28831295486957,0.462167231742583
45.6000000000004,1.287989751802,-0.490486591873406,0.797503159928596,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.490486591873406,-1.287989751802,0.462167231742583
45.7000000000004,1.28766868707218,-0.490292230051722,0.797376457020462,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.490292230051722,-1.28766868707218,0.462167231742583
45.8000000000004,1.28734974654799,-0.490099152987497,0.797250593560491,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.490099152987497,-1.28734974654799,0.462167231742583
45.9000000000004,1.28703291619171,-0.489907352205648,0.797125563986057,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.489907352205648,-1.28703291619171,0.462167231742583
46.0000000000004,1.28671818206169,-0.489716819289427,0.797001362772264,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.489716819289427,-1.28671818206169,0.462167231742583
46.1000000000004,1.2864055303048,-0.489527545875291,0.796877984429514,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.489527545875291,-1.2864055303048,0.462167231742583
46.2000000000004,1.28609494716339,-0.489339523656668,0.796755423506724,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.489339523656668,-1.28609494716339,0.462167231742583
46.3000000000004,1.28578641896236,-0.489152744375943,0.796633674586417,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.489152744375943,-1.28578641896236,0.462167231742583
46.4000000000004,1.28547993212568,-0.488967199837759,0.796512732287923,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.488967199837759,-1.28547993212568,0.462167231742583
46.5000000000004,1.285175473161,-0.488782881893357,0.796392591267647,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.488782881893357,-1.285175473161,0.462167231742583
46.6000000000004,1.28487302866833,-0.488599782453235,0.796273246215094,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.488599782453235,-1.28487302866833,0.462167231742583
46.7000000000004,1.28457258533369,-0.488417893476438,0.796154691857254,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.488417893476438,-1.28457258533369,0.462167231742583
46.8000000000004,1.284274129932,-0.48823720697817,0.796036922953832,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.48823720697817,-1.284274129932,0.462167231742583
46.9000000000004,1.28397764932299,-0.488057715022379,0.795919934300613,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.488057715022379,-1.28397764932299,0.462167231742583
47.0000000000004,1.28368313046138,-0.487879409733196,0.795803720728188,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.487879409733196,-1.28368313046138,0.462167231742583
47.1000000000004,1.28339056037581,-0.487702283275482,0.795688277100325,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.487702283275482,-1.28339056037581,0.462167231742583
47.2000000000004,1.28309992618932,-0.487526327873724,0.795573598315599,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.487526327873724,-1.28309992618932,0.462167231742583
47.3000000000004,1.28281121510447,-0.487351535798581,0.795459679305893,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.487351535798581,-1.28281121510447,0.462167231742583
47.4000000000004,1.28252441441398,-0.487177899377059,0.795346515036925,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.487177899377059,-1.28252441441398,0.462167231742583
47.5000000000004,1.28223951148867,-0.487005410980601,0.795234100508068,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.487005410980601,-1.28223951148867,0.462167231742583
47.6000000000004,1.28195649378458,-0.486834063033555,0.795122430751022,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.486834063033555,-1.28195649378458,0.462167231742583
47.7000000000004,1.28167534884255,-0.486663848010835,0.79501150083172,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.486663848010835,-1.28167534884255,0.462167231742583
47.8000000000004,1.28139606428434,-0.48649475843682,0.794901305847517,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.48649475843682,-1.28139606428434,0.462167231742583
47.9000000000004,1.28111862781117,-0.486326786882643,0.794791840928525,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.486326786882643,-1.28111862781117,0.462167231742583
48.0000000000004,1.2808430272095,-0.486159925971336,0.794683101238164,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.486159925971336,-1.2808430272095,0.462167231742583
48.1000000000004,1.28056925034015,-0.485994168370127,0.794575081970024,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.485994168370127,-1.28056925034015,0.462167231742583
48.2000000000004,1.28029728515217,-0.485829506800727,0.794467778351446,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.485829506800727,-1.28029728515217,0.462167231742583
48.3000000000004,1.28002711966801,-0.485665934027423,0.794361185640582,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.485665934027423,-1.28002711966801,0.462167231742583
48.4000000000004,1.27975874199082,-0.485503442864015,0.794255299126803,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.485503442864015,-1.27975874199082,0.462167231742583
48.5000000000004,1.27949214030126,-0.485342026170827,0.794150114130431,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.485342026170827,-1.27949214030126,0.462167231742583
48.6000000000004,1.27922730286001,-0.485181676856072,0.794045626003935,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.485181676856072,-1.27922730286001,0.462167231742583
48.7000000000004,1.27896421800574,-0.485022387875958,0.793941830129782,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.485022387875958,-1.27896421800574,0.462167231742583
48.8000000000004,1.27870287415097,-0.48486415222952,0.793838721921446,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.48486415222952,-1.27870287415097,0.462167231742583
48.9000000000004,1.27844325978516,-0.484706962963386,0.793736296821777,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.484706962963386,-1.27844325978516,0.462167231742583
49.0000000000004,1.27818536347721,-0.484550813172078,0.793634550305129,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.484550813172078,-1.27818536347721,0.462167231742583
49.1000000000004,1.27792917386661,-0.484395695991338,0.793533477875272,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.484395695991338,-1.27792917386661,0.462167231742583
49.2000000000004,1.27767467967169,-0.484241604606112,0.793433075065579,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.484241604606112,-1.27767467967169,0.462167231742583
49.3000000000004,1.27742186968352,-0.484088532243959,0.793333337439563,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.484088532243959,-1.27742186968352,0.462167231742583
49.4000000000004,1.27717073276767,-0.48393647217766,0.793234260590012,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.48393647217766,-1.27717073276767,0.462167231742583
49.5000000000004,1.27692125786085,-0.483785417722771,0.793135840138078,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.483785417722771,-1.27692125786085,0.462167231742583
49.6000000000004,1.27667343397692,-0.483635362241913,0.793038071735012,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.483635362241913,-1.27667343397692,0.462167231742583
49.7000000000004,1.27642725019932,-0.483486299138718,0.792940951060601,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.483486299138718,-1.27642725019932,0.462167231742583
49.8000000000004,1.2761826956841,-0.483338221861359,0.79284447382274,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.483338221861359,-1.2761826956841,0.462167231742583
49.9000000000004,1.2759397596588,-0.483191123900255,0.792748635758542,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.483191123900255,-1.2759397596588,0.462167231742583
50.0000000000004,1.27569843142329,-0.483044998790845,0.792653432632449,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.483044998790845,-1.27569843142329,0.462167231742583
50.1000000000004,1.27545870034527,-0.482899840107279,0.792558860237989,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.482899840107279,-1.27545870034527,0.462167231742583
50.2000000000004,1.27522055586644,-0.482755641470291,0.792464914396149,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.482755641470291,-1.27522055586644,0.462167231742583
50.3000000000004,1.27498398749485,-0.482612396539849,0.792371590955,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.482612396539849,-1.27498398749485,0.462167231742583
50.4000000000004,1.27474898480799,-0.482470099016751,0.792278885791234,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.482470099016751,-1.27474898480799,0.462167231742583
50.5000000000004,1.27451553745667,-0.482328742648448,0.792186794808217,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.482328742648448,-1.27451553745667,0.462167231742583
50.6000000000004,1.2742836351522,-0.482188321216,0.792095313936201,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.482188321216,-1.2742836351522,0.462167231742583
50.7000000000005,1.27405326768186,-0.482048828548685,0.79200443913318,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.482048828548685,-1.27405326768186,0.462167231742583
50.8000000000005,1.27382442489443,-0.481910258511334,0.791914166383094,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.481910258511334,-1.27382442489443,0.462167231742583
50.9000000000005,1.27359709670856,-0.481772605011216,0.791824491697341,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.481772605011216,-1.27359709670856,0.462167231742583
51.0000000000005,1.27337127310795,-0.481635861994818,0.791735411113137,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.481635861994818,-1.27337127310795,0.462167231742583
51.1000000000005,1.27314694414527,-0.48150002345109,0.791646920694177,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.48150002345109,-1.27314694414527,0.462167231742583
51.2000000000005,1.27292409993431,-0.481365083404114,0.791559016530201,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.481365083404114,-1.27292409993431,0.462167231742583
51.3000000000005,1.27270273065858,-0.481231035921709,0.79147169473687,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.481231035921709,-1.27270273065858,0.462167231742583
51.4000000000005,1.27248282656211,-0.481097875106727,0.791384951455385,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.481097875106727,-1.27248282656211,0.462167231742583
51.5000000000005,1.27226437795842,-0.480965595105445,0.791298782852977,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480965595105445,-1.27226437795842,0.462167231742583
51.6000000000005,1.27204737522089,-0.480834190098662,0.791213185122231,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480834190098662,-1.27204737522089,0.462167231742583
51.7000000000005,1.27183180878686,-0.480703654306723,0.791128154480134,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480703654306723,-1.27183180878686,0.462167231742583
51.8000000000005,1.27161766915899,-0.480573981989195,0.79104368716979,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480573981989195,-1.27161766915899,0.462167231742583
51.9000000000005,1.27140494690157,-0.480445167442596,0.790959779458973,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480445167442596,-1.27140494690157,0.462167231742583
52.0000000000005,1.27119363264039,-0.480317205000603,0.790876427639787,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480317205000603,-1.27119363264039,0.462167231742583
52.1000000000005,1.27098371706333,-0.480190089034366,0.790793628028965,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480190089034366,-1.27098371706333,0.462167231742583
52.2000000000005,1.27077519092083,-0.480063813953095,0.790711376967735,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.480063813953095,-1.27077519092083,0.462167231742583
52.3000000000005,1.27056804502305,-0.47993837420097,0.790629670822085,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.47993837420097,-1.27056804502305,0.462167231742583
52.4000000000005,1.27036227024283,-0.479813764261834,0.790548505980993,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.479813764261834,-1.27036227024283,0.462167231742583
52.5000000000005,1.27015785751043,-0.479689978651749,0.790467878858678,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.479689978651749,-1.27015785751043,0.462167231742583
52.6000000000005,1.26995479781743,-0.479567011925653,0.790387785891781,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.479567011925653,-1.26995479781743,0.462167231742583
52.7000000000005,1.26975308221608,-0.479444858674228,0.790308223541857,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.479444858674228,-1.26975308221608,0.462167231742583
52.8000000000005,1.26955270181641,-0.479323513523539,0.790229188292869,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.479323513523539,-1.26955270181641,0.462167231742583
52.9000000000005,1.26935364778737,-0.479202971134697,0.790150676652672,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.479202971134697,-1.26935364778737,0.462167231742583
53.0000000000005,1.26915591135518,-0.479083226203429,0.790072685151756,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.479083226203429,-1.26915591135518,0.462167231742583
53.1000000000005,1.26895948380651,-0.478964273462282,0.78999521034423,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.478964273462282,-1.26895948380651,0.462167231742583
53.2000000000005,1.26876435648234,-0.47884610767575,0.789918248806586,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.47884610767575,-1.26876435648234,0.462167231742583
53.3000000000005,1.26857052078422,-0.47872872364573,0.789841797138493,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.47872872364573,-1.26857052078422,0.462167231742583
53.4000000000005,1.26837796816832,-0.478612116207202,0.789765851961121,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.478612116207202,-1.26837796816832,0.462167231742583
53.5000000000005,1.2681866901472,-0.478496280228001,0.789690409919203,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.478496280228001,-1.2681866901472,0.462167231742583
53.6000000000005,1.26799667829069,-0.478381210611417,0.789615467679269,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.478381210611417,-1.26799667829069,0.462167231742583
53.7000000000005,1.26780792422443,-0.478266902294777,0.789541021929651,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.478266902294777,-1.26780792422443,0.462167231742583
53.8000000000005,1.26762041962691,-0.478153350245961,0.789467069380947,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.478153350245961,-1.26762041962691,0.462167231742583
53.9000000000005,1.267434156234,-0.478040549468616,0.789393606765387,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.478040549468616,-1.267434156234,0.462167231742583
54.0000000000005,1.26724912583532,-0.477928494998338,0.789320630836983,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477928494998338,-1.26724912583532,0.462167231742583
54.1000000000005,1.26706532027438,-0.477817181903205,0.789248138371178,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477817181903205,-1.26706532027438,0.462167231742583
54.2000000000005,1.26688273145112,-0.477706605286087,0.789176126165032,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477706605286087,-1.26688273145112,0.462167231742583
54.3000000000005,1.26670135131452,-0.477596760278303,0.789104591036221,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477596760278303,-1.26670135131452,0.462167231742583
54.4000000000005,1.26652117186946,-0.477487642045233,0.789033529824223,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477487642045233,-1.26652117186946,0.462167231742583
54.5000000000005,1.26634218517418,-0.477379245785286,0.788962939388895,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477379245785286,-1.26634218517418,0.462167231742583
54.6000000000005,1.26616438333735,-0.477271566726003,0.788892816611352,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477271566726003,-1.26616438333735,0.462167231742583
54.7000000000005,1.2659877585225,-0.477164600129569,0.78882315839293,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477164600129569,-1.2659877585225,0.462167231742583
54.8000000000005,1.2658123029408,-0.477058341284959,0.788753961655843,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.477058341284959,-1.2658123029408,0.462167231742583
54.9000000000005,1.26563800885977,-0.476952785517156,0.788685223342611,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476952785517156,-1.26563800885977,0.462167231742583
55.0000000000005,1.26546486859499,-0.476847928179154,0.788616940415835,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476847928179154,-1.26546486859499,0.462167231742583
55.1000000000005,1.26529287451352,-0.476743764654643,0.788549109858877,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476743764654643,-1.26529287451352,0.462167231742583
55.2000000000005,1.26512201903182,-0.476640290357722,0.7884817286741,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476640290357722,-1.26512201903182,0.462167231742583
55.3000000000005,1.26495229461764,-0.476537500733372,0.788414793884272,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476537500733372,-1.26495229461764,0.462167231742583
55.4000000000005,1.26478369378972,-0.476435391257567,0.788348302532157,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476435391257567,-1.26478369378972,0.462167231742583
55.5000000000005,1.26461620911262,-0.476333957433241,0.788282251679377,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476333957433241,-1.26461620911262,0.462167231742583
55.6000000000005,1.26444983320403,-0.476233194796308,0.788216638407718,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476233194796308,-1.26444983320403,0.462167231742583
55.7000000000005,1.26428455872707,-0.47613309890879,0.78815145981828,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.47613309890879,-1.26428455872707,0.462167231742583
55.8000000000005,1.26412037839555,-0.476033665364909,0.788086713030637,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.476033665364909,-1.26412037839555,0.462167231742583
55.9000000000005,1.26395728497161,-0.475934889787226,0.788022395184385,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475934889787226,-1.26395728497161,0.462167231742583
56.0000000000005,1.26379527126215,-0.475836767824774,0.78795850343738,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475836767824774,-1.26379527126215,0.462167231742583
56.1000000000005,1.26363433012585,-0.4757392951593,0.787895034966553,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.4757392951593,-1.26363433012585,0.462167231742583
56.2000000000005,1.26347445446503,-0.475642467497181,0.787831986967845,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475642467497181,-1.26347445446503,0.462167231742583
56.3000000000005,1.26331563723141,-0.475546280576197,0.787769356655218,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475546280576197,-1.26331563723141,0.462167231742583
56.4000000000005,1.26315787142123,-0.475450730159864,0.787707141261365,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475450730159864,-1.26315787142123,0.462167231742583
56.5000000000005,1.26300115007898,-0.475355812041386,0.787645338037592,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475355812041386,-1.26300115007898,0.462167231742583
56.6000000000005,1.26284546629269,-0.475261522040114,0.787583944252574,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475261522040114,-1.26284546629269,0.462167231742583
56.7000000000005,1.26269081319961,-0.475167856005214,0.787522957194398,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475167856005214,-1.26269081319961,0.462167231742583
56.8000000000005,1.26253718397837,-0.475074809810735,0.787462374167632,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.475074809810735,-1.26253718397837,0.462167231742583
56.9000000000005,1.26238457185502,-0.474982379359105,0.787402192495918,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.474982379359105,-1.26238457185502,0.462167231742583
57.0000000000005,1.26223297010161,-0.47489056058123,0.787342409520377,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.47489056058123,-1.26223297010161,0.462167231742583
57.1000000000005,1.26208237202931,-0.474799349430683,0.787283022598629,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.474799349430683,-1.26208237202931,0.462167231742583
57.2000000000005,1.26193277100106,-0.474708741893394,0.787224029107662,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.474708741893394,-1.26193277100106,0.462167231742583
57.3000000000005,1.26178416041748,-0.474618733977053,0.787165426440424,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.474618733977053,-1.26178416041748,0.462167231742583
57.4000000000005,1.26163653372598,-0.474529321718293,0.787107212007683,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.474529321718293,-1.26163653372598,0.462167231742583
57.5000000000005,1.26148988441521,-0.47444050117798,0.787049383237232,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.47444050117798,-1.26148988441521,0.462167231742583
57.6000000000005,1.2613442060189,-0.47435226844479,0.786991937574115,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.47435226844479,-1.2613442060189,0.462167231742583
57.7000000000005,1.2611994921136,-0.474264619633445,0.78693487248016,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.474264619633445,-1.2611994921136,0.462167231742583
57.8000000000006,1.26105573631538,-0.474177550881677,0.786878185433707,0,1,1.2412067601973,-0.462167231742583,0.779039528454717,0.474177550881677,-1.26105573631538,0.462167231742583
