"CCO_d","Hbdiff_d","HbT_d","HbO2_d","HHb_d","LacNaa_d","NaaCr_d","SaO2sup","P_a","rocc","nadir_s","endhi_s","lin_s"
0.0,0.0,0.0,0.0,0.0,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0126,-0.037,-0.004,-0.020499999999999997,0.0165,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0252,-0.074,-0.008,-0.040999999999999995,0.033,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0378,-0.111,-0.012,-0.06149999999999999,0.0495,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0504,-0.148,-0.016,-0.08199999999999999,0.066,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.063,-0.185,-0.02,-0.1025,0.0825,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0756,-0.222,-0.024,-0.12299999999999998,0.099,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0882,-0.259,-0.028,-0.1435,0.1155,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.1008,-0.296,-0.032,-0.16399999999999998,0.132,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.11339999999999999,-0.333,-0.036,-0.1845,0.14850000000000002,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.126,-0.37,-0.04,-0.205,0.165,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.1178,-0.4232,-0.0796,-0.2514,0.1718,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.1096,-0.4764,-0.1192,-0.2978,0.1786,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.1014,-0.5296,-0.1588,-0.3442,0.1854,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0932,-0.5828,-0.1984,-0.3906,0.1922,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.08499999999999999,-0.636,-0.23800000000000002,-0.43700000000000006,0.199,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.07680000000000001,-0.6892,-0.2776,-0.48340000000000005,0.2058,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.0686,-0.7424,-0.3172,-0.5298,0.2126,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.06040000000000001,-0.7956,-0.35679999999999995,-0.5762,0.2194,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.052199999999999996,-0.8488,-0.3964,-0.6226,0.2262,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.044,-0.902,-0.436,-0.669,0.233,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.027,-0.9738,-0.4772,-0.7255,0.24830000000000002,0.02088244953,1.33660029956,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
-0.010000000000000002,-1.0456,-0.5184,-0.782,0.2636,0.01856217736,1.34517479482,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.006999999999999999,-1.1174,-0.5596,-0.8385,0.27890000000000004,0.016241905190000003,1.35374929008,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.023999999999999994,-1.1892,-0.6008,-0.895,0.2942,0.013921633020000001,1.3623237853399999,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.040999999999999995,-1.2610000000000001,-0.642,-0.9515,0.30950000000000005,0.01160136085,1.3708982806,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.057999999999999996,-1.3328000000000002,-0.6832,-1.008,0.32480000000000003,0.00928108868,1.37947277586,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.075,-1.4046,-0.7243999999999999,-1.0645,0.34010000000000007,0.006960816510000002,1.38804727112,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.09199999999999998,-1.4764000000000002,-0.7656,-1.121,0.35540000000000005,0.00464054434,1.39662176638,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.109,-1.5482,-0.8068,-1.1775,0.37070000000000003,0.002320272170000002,1.40519626164,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.126,-1.62,-0.848,-1.234,0.38600000000000007,0.0,1.4137707569,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.122,-1.6338000000000001,-0.8518,-1.2428,0.39100000000000007,0.0026987749899999997,1.44387961865,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.118,-1.6476000000000002,-0.8556,-1.2516,0.3960000000000001,0.005397549979999999,1.4739884804,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.114,-1.6614,-0.8593999999999999,-1.2604,0.401,0.008096324969999999,1.50409734215,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.11,-1.6752,-0.8632,-1.2692,0.406,0.010795099959999999,1.5342062039,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.106,-1.689,-0.867,-1.278,0.41100000000000003,0.01349387495,1.56431506565,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.102,-1.7028,-0.8708,-1.2868,0.41600000000000004,0.016192649939999998,1.5944239274,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.098,-1.7166000000000001,-0.8746,-1.2956,0.42100000000000004,0.018891424929999998,1.62453278915,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.094,-1.7304,-0.8784,-1.3044,0.426,0.021590199919999997,1.6546416509,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.09,-1.7442,-0.8822,-1.3132000000000001,0.431,0.02428897491,1.68475051265,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.086,-1.758,-0.886,-1.322,0.436,0.0269877499,1.7148593744,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.0828,-1.6564,-0.7974,-1.2269,0.4295,0.02742418972,1.6586222679,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.07959999999999999,-1.5548,-0.7088,-1.1318000000000001,0.423,0.02786062954,1.6023851614,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.0764,-1.4532,-0.6202,-1.0367000000000002,0.4165,0.02829706936,1.5461480549,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.07319999999999999,-1.3516,-0.5316,-0.9416000000000001,0.41,0.02873350918,1.4899109484,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.06999999999999999,-1.25,-0.443,-0.8465,0.40349999999999997,0.029169949,1.4336738419000001,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.0668,-1.1484,-0.35439999999999994,-0.7514000000000001,0.397,0.02960638882,1.3774367354000001,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
0.06359999999999999,-1.0468,-0.2657999999999999,-0.6563000000000001,0.3905,0.030042828639999998,1.3211996289,0.9229999999999999,53.7,0.0,0.0,0.0,0.0
