"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s"
0.0,0.0,0.0,0.0,0.0,0.98,51.7,0.0,1.6266499415,0.3242132315,0.1993134621,0.426715815,0.2614750687,1.2399393682,0.0,0.0,0.0
-0.04505000000000001,0.00089,0.010639999999999998,-0.044160000000000005,0.04594,0.98,51.7,0.0,1.69674078418,0.32604398699,0.19409799976,0.43467669436,0.26491057226,1.2317283694199999,0.0,0.0,0.0
-0.09010000000000001,0.00178,0.021279999999999997,-0.08832000000000001,0.09188,0.98,51.7,0.0,1.76683162686,0.32787474248,0.18888253742,0.44263757372,0.26834607582,1.22351737064,0.0,0.0,0.0
-0.13515000000000002,0.0026699999999999996,0.03192,-0.13248000000000001,0.13782,0.98,51.7,0.0,1.83692246954,0.32970549797,0.18366707508,0.45059845307999996,0.27178157937999997,1.21530637186,0.0,0.0,0.0
-0.18020000000000003,0.00356,0.042559999999999994,-0.17664000000000002,0.18376,0.98,51.7,0.0,1.9070133122200001,0.33153625346,0.17845161274,0.45855933243999997,0.27521708293999997,1.20709537308,0.0,0.0,0.0
-0.22525,0.00445,0.0532,-0.2208,0.2297,0.98,51.7,0.0,1.9771041549000001,0.33336700895,0.1732361504,0.4665202118,0.2786525865,1.1988843743,0.0,0.0,0.0
-0.27030000000000004,0.005339999999999999,0.06384,-0.26496000000000003,0.27564,0.98,51.7,0.0,2.04719499758,0.33519776444,0.16802068806,0.47448109116,0.28208809006,1.1906733755199999,0.0,0.0,0.0
-0.31535,0.006229999999999999,0.07447999999999999,-0.30912,0.32158,0.98,51.7,0.0,2.11728584026,0.33702851993,0.16280522572,0.48244197051999993,0.28552359362,1.18246237674,0.0,0.0,0.0
-0.36040000000000005,0.00712,0.08511999999999999,-0.35328000000000004,0.36752,0.98,51.7,0.0,2.18737668294,0.33885927542,0.15758976338,0.49040284987999994,0.28895909718,1.17425137796,0.0,0.0,0.0
-0.40545000000000003,0.00801,0.09575999999999998,-0.39744,0.41346,0.98,51.7,0.0,2.25746752562,0.34069003091,0.15237430104,0.49836372923999994,0.29239460074,1.16604037918,0.0,0.0,0.0
-0.4505,0.0089,0.1064,-0.4416,0.4594,0.98,51.7,0.0,2.3275583683,0.3425207864,0.1471588387,0.5063246086,0.2958301043,1.1578293804,0.0,0.0,0.0
-0.44486000000000003,0.0032099999999999993,0.09813,-0.44165,0.44808,0.98,51.660000000000004,0.0,2.26688822996,0.34402529031,0.15322131286,0.49945590129999995,0.28949270398,1.19586723856,0.0,0.0,0.0
