"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_ss","pH_d","pH_atp","t","pH_f"
3.976,-4.081,-0.4255,-0.1049,-8.056,0.98,41.6,0,1.036,0.3059,0.2953,0.4368,0.209,1.465,1,1,1,7.065,7.275,4674,7.07734479716374
3.984,-4.1,-0.4278,-0.1162,-8.084,0.98,41.8,0,1.024,0.3034,0.2964,0.4388,0.2102,1.444,1,1,1,7.064,7.275,4680,7.07753728968594
3.992,-4.119,-0.43,-0.1274,-8.111,0.98,42,0,1.011,0.3008,0.2975,0.4407,0.2114,1.423,1,1,1,7.063,7.274,4686,7.07770796897807
4.029,-4.151,-0.4376,-0.1217,-8.179,0.98,41.8,0,1.019,0.3034,0.2976,0.4356,0.2093,1.452,1,1,1,7.067,7.274,4692,7.07785595222251
4.066,-4.182,-0.4452,-0.116,-8.248,0.98,41.6,0,1.027,0.3059,0.2978,0.4304,0.2072,1.481,1,1,1,7.07,7.273,4698,7.07798036674926
4.103,-4.213,-0.4528,-0.1104,-8.316,0.98,41.4,0,1.035,0.3085,0.298,0.4253,0.2051,1.511,1,1,1,7.074,7.273,4704,7.07808037010635
4.14,-4.244,-0.4604,-0.1047,-8.384,0.98,41.2,0,1.043,0.311,0.2982,0.4202,0.2029,1.54,1,1,1,7.078,7.272,4710,7.07815517261574
4.177,-4.276,-0.468,-0.099,-8.452,0.98,41,0,1.051,0.3136,0.2983,0.415,0.2008,1.569,1,1,1,7.081,7.272,4716,7.07820406170826
4.214,-4.307,-0.4756,-0.09332,-8.52,0.98,40.8,0,1.059,0.3161,0.2985,0.4099,0.1987,1.598,1,1,1,7.085,7.271,4722,7.07822642721473
4.25,-4.338,-0.4832,-0.08764,-8.589,0.98,40.6,0,1.067,0.3187,0.2987,0.4047,0.1966,1.628,1,1,1,7.088,7.271,4728,7.07822178676996
4.287,-4.369,-0.4908,-0.08196,-8.657,0.98,40.4,0,1.075,0.3212,0.2988,0.3996,0.1945,1.657,1,1,1,7.092,7.27,4734,7.07818981049864
4.324,-4.401,-0.4984,-0.07628,-8.725,0.98,40.2,0,1.083,0.3238,0.299,0.3944,0.1923,1.686,1,1,1,7.096,7.27,4740,7.07813034415689
4.361,-4.432,-0.506,-0.0706,-8.793,0.98,40,0,1.091,0.3263,0.2992,0.3893,0.1902,1.715,1,1,1,7.099,7.269,4746,7.07804342988588
4.356,-4.45,-0.4998,-0.09485,-8.806,0.98,40.2,0,1.088,0.3242,0.298,0.3875,0.1938,1.679,1,1,1,7.098,7.263,4752,7.07792932372749
4.35,-4.469,-0.4935,-0.1191,-8.819,0.98,40.4,0,1.085,0.3221,0.2969,0.3857,0.1974,1.643,1,1,1,7.096,7.258,4758,7.07778850915605
4.344,-4.488,-0.4873,-0.1433,-8.832,0.98,40.6,0,1.082,0.32,0.2957,0.3839,0.2009,1.606,1,1,1,7.095,7.252,4764,7.07762170616789
4.339,-4.506,-0.481,-0.1676,-8.845,0.98,40.8,0,1.079,0.3179,0.2945,0.382,0.2045,1.57,1,1,1,7.093,7.246,4770,7.07742987584677
4.333,-4.525,-0.4748,-0.1918,-8.858,0.98,41,0,1.076,0.3158,0.2934,0.3802,0.2081,1.534,1,1,1,7.092,7.24,4776,7.07721422059654
4.327,-4.543,-0.4685,-0.2161,-8.87,0.98,41.2,0,1.073,0.3137,0.2922,0.3784,0.2116,1.497,1,1,1,7.09,7.235,4782,7.07697618033678
4.321,-4.562,-0.4622,-0.2403,-8.883,0.98,41.4,0,1.07,0.3116,0.2911,0.3766,0.2152,1.461,1,1,1,7.089,7.229,4788,7.07671742496946
4.316,-4.58,-0.456,-0.2646,-8.896,0.98,41.6,0,1.068,0.3095,0.2899,0.3748,0.2188,1.424,1,1,1,7.088,7.223,4794,7.07643984341577
4.31,-4.599,-0.4497,-0.2888,-8.909,0.98,41.8,0,1.065,0.3075,0.2888,0.373,0.2224,1.388,1,1,1,7.086,7.217,4800,7.07614552950202
4.304,-4.618,-0.4435,-0.3131,-8.922,0.98,42,0,1.062,0.3054,0.2876,0.3712,0.2259,1.352,1,1,1,7.085,7.212,4806,7.07583676495043
4.307,-4.627,-0.4421,-0.3196,-8.933,0.98,41.9,0,1.057,0.305,0.2887,0.373,0.223,1.37,1,1,1,7.083,7.212,4812,7.07551599972612
4.309,-4.636,-0.4408,-0.326,-8.945,0.98,41.8,0,1.052,0.3046,0.2898,0.3749,0.2201,1.388,1,1,1,7.081,7.212,4818,7.07518583001005
4.312,-4.644,-0.4394,-0.3325,-8.956,0.98,41.7,0,1.046,0.3043,0.2909,0.3767,0.2172,1.406,1,1,1,7.08,7.212,4824,7.07484897409328
4.314,-4.653,-0.438,-0.339,-8.968,0.98,41.6,0,1.041,0.3039,0.292,0.3786,0.2142,1.424,1,1,1,7.078,7.212,4830,7.07450824650763
4.317,-4.662,-0.4366,-0.3455,-8.979,0.98,41.5,0,1.036,0.3035,0.293,0.3804,0.2113,1.443,1,1,1,7.076,7.212,4836,7.07416653070893
4.319,-4.671,-0.4353,-0.3519,-8.991,0.98,41.4,0,1.031,0.3032,0.2941,0.3822,0.2084,1.461,1,1,1,7.074,7.212,4842,7.07382675062787
4.322,-4.68,-0.4339,-0.3584,-9.002,0.98,41.3,0,1.026,0.3028,0.2952,0.3841,0.2055,1.479,1,1,1,7.073,7.212,4848,7.07349184142058
4.324,-4.689,-0.4325,-0.3649,-9.013,0.98,41.2,0,1.021,0.3024,0.2963,0.3859,0.2026,1.497,1,1,1,7.071,7.213,4854,7.07316471976582
4.327,-4.698,-0.4312,-0.3713,-9.025,0.98,41.1,0,1.016,0.3021,0.2974,0.3878,0.1996,1.515,1,1,1,7.069,7.213,4860,7.07284825404138
4.329,-4.707,-0.4298,-0.3778,-9.036,0.98,41,0,1.011,0.3017,0.2985,0.3896,0.1967,1.534,1,1,1,7.068,7.213,4866,7.07254523469475
4.313,-4.715,-0.4233,-0.4021,-9.028,0.981,41.2,0,1.032,0.3037,0.295,0.3958,0.2002,1.519,1,1,1,7.066,7.211,4872,7.07225834512553
4.297,-4.723,-0.4169,-0.4265,-9.02,0.982,41.4,0,1.053,0.3057,0.2916,0.402,0.2038,1.504,1,1,1,7.064,7.21,4878,7.0719901333988
4.28,-4.731,-0.4104,-0.4508,-9.011,0.983,41.6,0,1.074,0.3078,0.2881,0.4082,0.2073,1.49,1,1,1,7.062,7.208,4884,7.07174298511252
4.264,-4.739,-0.4039,-0.4751,-9.003,0.984,41.8,0,1.094,0.3098,0.2846,0.4145,0.2109,1.475,1,1,1,7.06,7.207,4890,7.07151909776735
4.248,-4.747,-0.3974,-0.4995,-8.995,0.985,42,0,1.115,0.3118,0.2812,0.4207,0.2144,1.46,1,1,1,7.058,7.205,4896,7.07132045702514
4.231,-4.755,-0.391,-0.5238,-8.986,0.986,42.2,0,1.136,0.3138,0.2777,0.4269,0.2179,1.446,1,1,1,7.056,7.204,4902,7.07114881526529
4.215,-4.763,-0.3845,-0.5481,-8.978,0.987,42.4,0,1.157,0.3158,0.2742,0.4331,0.2215,1.431,1,1,1,7.054,7.202,4908,7.07100567285771
4.199,-4.771,-0.378,-0.5724,-8.969,0.988,42.6,0,1.178,0.3179,0.2708,0.4393,0.225,1.416,1,1,1,7.052,7.201,4914,7.07089226257666
4.182,-4.779,-0.3716,-0.5968,-8.961,0.989,42.8,0,1.199,0.3199,0.2673,0.4455,0.2285,1.402,1,1,1,7.05,7.199,4920,7.07080953758621
4.166,-4.787,-0.3651,-0.6211,-8.953,0.99,43,0,1.22,0.3219,0.2638,0.4517,0.2321,1.387,1,1,1,7.048,7.198,4926,7.07075816343477
4.169,-4.79,-0.3649,-0.6217,-8.959,0.989,42.9,0,1.194,0.3195,0.2686,0.4448,0.2322,1.376,1,1,1,7.05,7.195,4932,7.07073851448832
4.171,-4.794,-0.3647,-0.6224,-8.965,0.988,42.8,0,1.167,0.3172,0.2734,0.438,0.2322,1.366,1,1,1,7.053,7.193,4938,7.07075067514711
4.174,-4.797,-0.3645,-0.623,-8.972,0.987,42.7,0,1.141,0.3148,0.2782,0.4311,0.2323,1.355,1,1,1,7.055,7.19,4944,7.07079444595892
4.177,-4.801,-0.3643,-0.6237,-8.978,0.986,42.6,0,1.115,0.3124,0.283,0.4242,0.2324,1.344,1,1,1,7.057,7.188,4950,7.07086935442198
4.18,-4.804,-0.364,-0.6243,-8.984,0.985,42.5,0,1.088,0.3101,0.2878,0.4174,0.2325,1.334,1,1,1,7.06,7.185,4956,7.07097467003515
4.183,-4.808,-0.3638,-0.6249,-8.99,0.984,42.4,0,1.062,0.3077,0.2926,0.4105,0.2326,1.323,1,1,1,7.062,7.183,4962,7.07110942307228
4.185,-4.811,-0.3636,-0.6256,-8.997,0.983,42.3,0,1.036,0.3053,0.2974,0.4036,0.2326,1.312,1,1,1,7.064,7.18,4968,7.07127242655
4.188,-4.814,-0.3634,-0.6262,-9.003,0.982,42.2,0,1.009,0.3029,0.3022,0.3968,0.2327,1.302,1,1,1,7.066,7.177,4974,7.0714623008656
4.191,-4.818,-0.3632,-0.6269,-9.009,0.981,42.1,0,0.9829,0.3006,0.307,0.3899,0.2328,1.291,1,1,1,7.069,7.175,4980,7.07167750060654
4.194,-4.821,-0.363,-0.6275,-9.015,0.98,42,0,0.9565,0.2982,0.3118,0.383,0.2329,1.28,1,1,1,7.071,7.172,4986,7.07191634305499
4.182,-4.813,-0.3639,-0.6309,-8.995,0.98,42.1,0,0.9604,0.2988,0.3111,0.3853,0.2299,1.302,1,1,1,7.074,7.171,4992,7.07217703789819
4.17,-4.804,-0.3647,-0.6342,-8.975,0.98,42.2,0,0.9643,0.2994,0.3105,0.3876,0.2269,1.324,1,1,1,7.076,7.171,4998,7.0724577176285
4.158,-4.796,-0.3655,-0.6376,-8.954,0.98,42.3,0,0.9682,0.3,0.3099,0.3899,0.2239,1.346,1,1,1,7.079,7.17,5004,7.07275646810432
4.146,-4.787,-0.3664,-0.6409,-8.934,0.98,42.4,0,0.9721,0.3006,0.3093,0.3922,0.2209,1.368,1,1,1,7.082,7.169,5010,7.07307135874041
4.135,-4.779,-0.3672,-0.6443,-8.913,0.98,42.5,0,0.976,0.3012,0.3087,0.3945,0.2179,1.39,1,1,1,7.084,7.168,5016,7.07340047178651
4.123,-4.77,-0.3681,-0.6477,-8.893,0.98,42.6,0,0.9799,0.3019,0.3081,0.3968,0.2149,1.412,1,1,1,7.087,7.167,5022,7.07374193013886
4.111,-4.762,-0.369,-0.651,-8.873,0.98,42.7,0,0.9838,0.3025,0.3075,0.3991,0.2118,1.434,1,1,1,7.089,7.166,5028,7.07409392313298
4.099,-4.753,-0.3698,-0.6544,-8.852,0.98,42.8,0,0.9877,0.3031,0.3069,0.4014,0.2088,1.456,1,1,1,7.092,7.165,5034,7.0744547297879
4.087,-4.745,-0.3706,-0.6577,-8.832,0.98,42.9,0,0.9916,0.3037,0.3063,0.4037,0.2058,1.478,1,1,1,7.095,7.164,5040,7.074822738986
4.075,-4.736,-0.3715,-0.6611,-8.812,0.98,43,0,0.9955,0.3043,0.3057,0.406,0.2028,1.5,1,1,1,7.097,7.164,5046,7.07519646606396
4.075,-4.734,-0.3733,-0.6589,-8.809,0.98,43,0,1.01,0.3043,0.3017,0.4159,0.2082,1.469,1,1,1,7.095,7.163,5052,7.07557456529255
4.075,-4.731,-0.375,-0.6567,-8.806,0.98,43,0,1.025,0.3042,0.2976,0.4258,0.2136,1.437,1,1,1,7.092,7.162,5058,7.07595583783504
4.074,-4.729,-0.3768,-0.6544,-8.803,0.98,43,0,1.04,0.3042,0.2936,0.4358,0.219,1.405,1,1,1,7.089,7.161,5064,7.07633923507316
4.074,-4.726,-0.3785,-0.6522,-8.801,0.98,43,0,1.055,0.3042,0.2896,0.4457,0.2244,1.374,1,1,1,7.086,7.16,5070,7.07672385759203
4.074,-4.724,-0.3803,-0.65,-8.798,0.98,43,0,1.07,0.3042,0.2856,0.4556,0.2298,1.342,1,1,1,7.084,7.159,5076,7.07710895042836
4.074,-4.721,-0.3821,-0.6478,-8.795,0.98,43,0,1.085,0.3041,0.2816,0.4655,0.2352,1.31,1,1,1,7.081,7.158,5082,7.07749389531612
4.073,-4.719,-0.3838,-0.6456,-8.792,0.98,43,0,1.1,0.3041,0.2776,0.4754,0.2406,1.279,1,1,1,7.078,7.157,5088,7.07787820066722
4.073,-4.716,-0.3856,-0.6433,-8.79,0.98,43,0,1.115,0.3041,0.2736,0.4853,0.246,1.247,1,1,1,7.075,7.156,5094,7.07826149001081
4.073,-4.714,-0.3873,-0.6411,-8.787,0.98,43,0,1.13,0.3041,0.2696,0.4952,0.2514,1.215,1,1,1,7.073,7.155,5100,7.078643489629
4.073,-4.712,-0.3891,-0.6389,-8.784,0.98,43,0,1.145,0.304,0.2656,0.5052,0.2568,1.184,1,1,1,7.07,7.154,5106,7.0790240161417
4.08,-4.715,-0.3905,-0.6352,-8.795,0.98,43.2,0,1.142,0.3051,0.2671,0.4945,0.254,1.203,1,1,1,7.072,7.155,5112,7.07940296475975
4.087,-4.718,-0.3918,-0.6315,-8.805,0.98,43.4,0,1.14,0.3061,0.2687,0.4838,0.2511,1.223,1,1,1,7.074,7.156,5118,7.07978029880032
4.094,-4.722,-0.3932,-0.6277,-8.816,0.98,43.6,0,1.137,0.3072,0.2703,0.4731,0.2483,1.242,1,1,1,7.075,7.157,5124,7.08015604080421
4.101,-4.725,-0.3945,-0.624,-8.827,0.98,43.8,0,1.134,0.3082,0.2718,0.4624,0.2455,1.261,1,1,1,7.077,7.158,5130,7.08053026527817
4.109,-4.729,-0.3959,-0.6203,-8.837,0.98,44,0,1.132,0.3093,0.2734,0.4517,0.2426,1.281,1,1,1,7.079,7.16,5136,7.08090309286032
4.116,-4.732,-0.3973,-0.6166,-8.848,0.98,44.2,0,1.129,0.3103,0.2749,0.441,0.2398,1.3,1,1,1,7.081,7.161,5142,7.08127468561834
4.123,-4.736,-0.3986,-0.6129,-8.859,0.98,44.4,0,1.127,0.3114,0.2765,0.4303,0.2369,1.319,1,1,1,7.083,7.162,5148,7.08164524315283
4.13,-4.739,-0.4,-0.6091,-8.869,0.98,44.6,0,1.124,0.3124,0.278,0.4196,0.2341,1.339,1,1,1,7.085,7.163,5154,7.08201499914482
4.137,-4.743,-0.4013,-0.6054,-8.88,0.98,44.8,0,1.121,0.3135,0.2796,0.4089,0.2312,1.358,1,1,1,7.087,7.164,5160,7.08238421796781
4.144,-4.746,-0.4027,-0.6017,-8.891,0.98,45,0,1.119,0.3145,0.2812,0.3982,0.2284,1.377,1,1,1,7.088,7.166,5166,7.08275319098431
4.124,-4.729,-0.3999,-0.6052,-8.853,0.98,44.9,0,1.134,0.3158,0.2788,0.4017,0.2295,1.376,1,1,1,7.087,7.167,5172,7.08312223217639
4.104,-4.712,-0.3972,-0.6087,-8.816,0.98,44.8,0,1.15,0.3171,0.2764,0.4052,0.2307,1.375,1,1,1,7.086,7.168,5178,7.08349167285858
4.083,-4.695,-0.3944,-0.6122,-8.779,0.98,44.7,0,1.165,0.3184,0.274,0.4086,0.2319,1.373,1,1,1,7.085,7.169,5184,7.08386185540568
4.063,-4.679,-0.3917,-0.6157,-8.741,0.98,44.6,0,1.18,0.3197,0.2716,0.4121,0.233,1.372,1,1,1,7.084,7.17,5190,7.08423312613019
4.042,-4.662,-0.3889,-0.6193,-8.704,0.98,44.5,0,1.196,0.321,0.2693,0.4156,0.2342,1.371,1,1,1,7.083,7.171,5196,7.08460582757665
4.022,-4.645,-0.3861,-0.6228,-8.667,0.98,44.4,0,1.211,0.3223,0.2669,0.4191,0.2354,1.37,1,1,1,7.082,7.172,5202,7.08498029054826
4.002,-4.628,-0.3834,-0.6263,-8.629,0.98,44.3,0,1.226,0.3236,0.2645,0.4226,0.2365,1.368,1,1,1,7.08,7.173,5208,7.08535682619225
3.981,-4.611,-0.3806,-0.6298,-8.592,0.98,44.2,0,1.242,0.3249,0.2621,0.426,0.2377,1.367,1,1,1,7.079,7.174,5214,7.08573571848944
3.961,-4.594,-0.3779,-0.6333,-8.555,0.98,44.1,0,1.257,0.3262,0.2597,0.4295,0.2389,1.366,1,1,1,7.078,7.175,5220,7.08611721752673
3.94,-4.577,-0.3751,-0.6368,-8.517,0.98,44,0,1.273,0.3275,0.2574,0.433,0.24,1.364,1,1,1,7.077,7.176,5226,7.08650153395037
3.934,-4.572,-0.3738,-0.6377,-8.506,0.98,44.3,0,1.257,0.3259,0.2596,0.4317,0.2385,1.366,1,1,1,7.079,7.178,5232,7.08688883496861
3.928,-4.566,-0.3725,-0.6387,-8.494,0.98,44.6,0,1.24,0.3242,0.2618,0.4304,0.237,1.368,1,1,1,7.082,7.18,5238,7.08727924217044
3.921,-4.561,-0.3712,-0.6396,-8.482,0.98,44.9,0,1.224,0.3225,0.2641,0.4292,0.2354,1.37,1,1,1,7.084,7.181,5244,7.08767283122499
3.915,-4.556,-0.3699,-0.6405,-8.471,0.98,45.2,0,1.208,0.3209,0.2663,0.4279,0.2339,1.372,1,1,1,7.087,7.183,5250,7.08806963326594
3.909,-4.55,-0.3687,-0.6415,-8.459,0.98,45.5,0,1.192,0.3192,0.2685,0.4266,0.2323,1.374,1,1,1,7.089,7.185,5256,7.08846963756358
3.903,-4.545,-0.3674,-0.6424,-8.448,0.98,45.8,0,1.176,0.3175,0.2708,0.4253,0.2308,1.376,1,1,1,7.091,7.187,5262,7.08887279500696
3.896,-4.54,-0.3661,-0.6433,-8.436,0.98,46.1,0,1.16,0.3159,0.273,0.424,0.2293,1.378,1,1,1,7.094,7.189,5268,7.08927902191938
3.89,-4.534,-0.3648,-0.6442,-8.424,0.98,46.4,0,1.144,0.3142,0.2752,0.4228,0.2277,1.38,1,1,1,7.096,7.191,5274,7.08968820374958
3.884,-4.529,-0.3635,-0.6452,-8.413,0.98,46.7,0,1.127,0.3125,0.2775,0.4215,0.2262,1.382,1,1,1,7.099,7.192,5280,7.09010019818171
3.877,-4.524,-0.3622,-0.6461,-8.401,0.98,47,0,1.111,0.3109,0.2797,0.4202,0.2247,1.384,1,1,1,7.101,7.194,5286,7.09051483718947
3.853,-4.508,-0.3587,-0.6546,-8.361,0.98,46.8,0,1.105,0.3111,0.2817,0.4155,0.2229,1.397,1,1,1,7.099,7.191,5292,7.09093192756429
3.829,-4.493,-0.3552,-0.6631,-8.322,0.98,46.6,0,1.098,0.3114,0.2837,0.4107,0.2212,1.41,1,1,1,7.098,7.189,5298,7.09135124954718
3.805,-4.477,-0.3517,-0.6716,-8.282,0.98,46.4,0,1.092,0.3117,0.2857,0.406,0.2194,1.423,1,1,1,7.096,7.186,5304,7.0917725534339
3.781,-4.461,-0.3482,-0.6801,-8.243,0.98,46.2,0,1.085,0.312,0.2877,0.4012,0.2177,1.436,1,1,1,7.094,7.183,5310,7.09219555432145
3.757,-4.446,-0.3447,-0.6886,-8.203,0.98,46,0,1.079,0.3122,0.2897,0.3965,0.2159,1.449,1,1,1,7.093,7.18,5316,7.09261992538147
3.733,-4.43,-0.3411,-0.6972,-8.164,0.98,45.8,0,1.072,0.3125,0.2917,0.3918,0.2142,1.462,1,1,1,7.091,7.178,5322,7.09304529013864
3.709,-4.415,-0.3376,-0.7057,-8.124,0.98,45.6,0,1.066,0.3128,0.2937,0.387,0.2124,1.475,1,1,1,7.089,7.175,5328,7.09347121424721
3.685,-4.399,-0.3341,-0.7142,-8.084,0.98,45.4,0,1.059,0.3131,0.2957,0.3823,0.2107,1.488,1,1,1,7.088,7.172,5334,7.09389719725553
3.661,-4.384,-0.3306,-0.7227,-8.045,0.98,45.2,0,1.053,0.3133,0.2977,0.3775,0.2089,1.501,1,1,1,7.086,7.169,5340,7.09432266485215
3.637,-4.368,-0.3271,-0.7312,-8.005,0.98,45,0,1.046,0.3136,0.2997,0.3728,0.2072,1.514,1,1,1,7.084,7.167,5346,7.09474696208741
3.633,-4.355,-0.3307,-0.7219,-7.988,0.98,45.3,0,1.044,0.3122,0.2989,0.3736,0.2103,1.488,1,1,1,7.086,7.169,5352,7.09516934804959
3.629,-4.341,-0.3344,-0.7126,-7.97,0.98,45.6,0,1.042,0.3107,0.2981,0.3744,0.2134,1.462,1,1,1,7.087,7.172,5358,7.09558899241201
3.624,-4.328,-0.338,-0.7033,-7.952,0.98,45.9,0,1.04,0.3092,0.2973,0.3752,0.2166,1.436,1,1,1,7.088,7.175,5364,7.09600497410175
3.62,-4.314,-0.3416,-0.694,-7.934,0.98,46.2,0,1.038,0.3078,0.2965,0.376,0.2197,1.41,1,1,1,7.089,7.178,5370,7.09641628211931
3.616,-4.301,-0.3453,-0.6847,-7.917,0.98,46.5,0,1.036,0.3063,0.2957,0.3768,0.2228,1.384,1,1,1,7.091,7.18,5376,7.09682181839089
3.612,-4.287,-0.3489,-0.6754,-7.899,0.98,46.8,0,1.034,0.3049,0.2949,0.3777,0.2259,1.358,1,1,1,7.092,7.183,5382,7.09722040248239
3.607,-4.274,-0.3525,-0.6661,-7.881,0.98,47.1,0,1.031,0.3034,0.2941,0.3785,0.2291,1.332,1,1,1,7.093,7.186,5388,7.09761077797763
3.603,-4.26,-0.3561,-0.6568,-7.863,0.98,47.4,0,1.029,0.302,0.2933,0.3793,0.2322,1.306,1,1,1,7.094,7.189,5394,7.09799162030686
3.599,-4.247,-0.3598,-0.6475,-7.846,0.98,47.7,0,1.027,0.3005,0.2925,0.3801,0.2353,1.28,1,1,1,7.096,7.191,5400,7.09836154582504
3.595,-4.233,-0.3634,-0.6382,-7.828,0.98,48,0,1.025,0.2991,0.2917,0.3809,0.2384,1.254,1,1,1,7.097,7.194,5406,7.09871912195191
3.586,-4.22,-0.364,-0.6339,-7.805,0.98,47.8,0,1.039,0.3003,0.2893,0.3859,0.2367,1.27,1,1,1,7.098,7.192,5412,7.09906287816897
3.577,-4.206,-0.3646,-0.6296,-7.783,0.98,47.6,0,1.053,0.3016,0.2869,0.3908,0.2349,1.286,1,1,1,7.098,7.189,5418,7.09939131765491
3.568,-4.193,-0.3652,-0.6253,-7.76,0.98,47.4,0,1.067,0.3029,0.2846,0.3958,0.2331,1.302,1,1,1,7.099,7.187,5424,7.09970292937482
3.559,-4.18,-0.3658,-0.621,-7.738,0.98,47.2,0,1.081,0.3041,0.2822,0.4008,0.2314,1.317,1,1,1,7.099,7.185,5430,7.09999620050525
3.549,-4.166,-0.3664,-0.6167,-7.716,0.98,47,0,1.095,0.3054,0.2798,0.4058,0.2296,1.333,1,1,1,7.1,7.182,5436,7.10026962912871
3.54,-4.153,-0.367,-0.6124,-7.693,0.98,46.8,0,1.108,0.3066,0.2774,0.4108,0.2278,1.349,1,1,1,7.1,7.18,5442,7.10052173714922
3.531,-4.139,-0.3676,-0.6081,-7.671,0.98,46.6,0,1.122,0.3079,0.275,0.4157,0.2261,1.365,1,1,1,7.101,7.178,5448,7.1007510833801
3.522,-4.126,-0.3682,-0.6038,-7.648,0.98,46.4,0,1.136,0.3092,0.2726,0.4207,0.2243,1.38,1,1,1,7.102,7.176,5454,7.10095627674669
3.513,-4.113,-0.3688,-0.5995,-7.626,0.98,46.2,0,1.15,0.3104,0.2702,0.4257,0.2225,1.396,1,1,1,7.102,7.173,5460,7.10113598952683
3.504,-4.099,-0.3694,-0.5952,-7.603,0.98,46,0,1.164,0.3117,0.2678,0.4307,0.2207,1.412,1,1,1,7.103,7.171,5466,7.10128897052863
3.482,-4.1,-0.3618,-0.6172,-7.582,0.98,46.2,0,1.154,0.312,0.2706,0.4305,0.2206,1.415,1,1,1,7.103,7.17,5472,7.10141405809883
3.461,-4.1,-0.3541,-0.6393,-7.561,0.98,46.4,0,1.144,0.3123,0.2735,0.4302,0.2204,1.417,1,1,1,7.104,7.17,5478,7.10151019286789
3.439,-4.1,-0.3464,-0.6613,-7.539,0.98,46.6,0,1.134,0.3126,0.2763,0.43,0.2202,1.42,1,1,1,7.104,7.169,5484,7.10157643014615
3.417,-4.101,-0.3388,-0.6834,-7.518,0.98,46.8,0,1.123,0.3129,0.2792,0.4298,0.2201,1.422,1,1,1,7.105,7.168,5490,7.10161195188267
3.396,-4.101,-0.3311,-0.7054,-7.496,0.98,47,0,1.113,0.3132,0.282,0.4296,0.2199,1.425,1,1,1,7.106,7.168,5496,7.10161607808774
3.374,-4.101,-0.3235,-0.7274,-7.475,0.98,47.2,0,1.103,0.3135,0.2848,0.4294,0.2197,1.427,1,1,1,7.106,7.167,5502,7.10158827759845
3.352,-4.101,-0.3158,-0.7495,-7.454,0.98,47.4,0,1.093,0.3138,0.2877,0.4291,0.2195,1.43,1,1,1,7.107,7.166,5508,7.10152817804101
3.33,-4.102,-0.3082,-0.7715,-7.432,0.98,47.6,0,1.083,0.3141,0.2905,0.4289,0.2194,1.432,1,1,1,7.107,7.166,5514,7.10143557483633
3.309,-4.102,-0.3005,-0.7936,-7.411,0.98,47.8,0,1.073,0.3145,0.2934,0.4287,0.2192,1.435,1,1,1,7.108,7.165,5520,7.10131043910586
3.287,-4.102,-0.2929,-0.8156,-7.389,0.98,48,0,1.063,0.3148,0.2962,0.4285,0.219,1.437,1,1,1,7.109,7.164,5526,7.10115292433875
3.277,-4.086,-0.295,-0.8086,-7.363,0.98,47.8,0,1.057,0.314,0.2972,0.4285,0.2166,1.452,1,1,1,7.108,7.17,5532,7.10096337166589
3.268,-4.069,-0.297,-0.8016,-7.337,0.98,47.6,0,1.051,0.3133,0.2982,0.4285,0.2141,1.466,1,1,1,7.108,7.176,5538,7.10074231358259
3.258,-4.053,-0.2991,-0.7947,-7.311,0.98,47.4,0,1.045,0.3125,0.2992,0.4285,0.2116,1.48,1,1,1,7.108,7.181,5544,7.10049047600589
3.249,-4.036,-0.3012,-0.7877,-7.285,0.98,47.2,0,1.039,0.3118,0.3002,0.4285,0.2091,1.495,1,1,1,7.108,7.187,5550,7.10020877861796
3.239,-4.02,-0.3033,-0.7807,-7.259,0.98,47,0,1.033,0.311,0.3012,0.4284,0.2067,1.509,1,1,1,7.107,7.193,5556,7.09989833347698
3.23,-4.003,-0.3053,-0.7737,-7.233,0.98,46.8,0,1.027,0.3103,0.3023,0.4284,0.2042,1.524,1,1,1,7.107,7.198,5562,7.09956044187686
3.22,-3.987,-0.3074,-0.7667,-7.207,0.98,46.6,0,1.021,0.3095,0.3033,0.4284,0.2017,1.538,1,1,1,7.107,7.204,5568,7.09919658944837
3.21,-3.97,-0.3095,-0.7598,-7.181,0.98,46.4,0,1.015,0.3088,0.3043,0.4284,0.1992,1.553,1,1,1,7.107,7.21,5574,7.0988084395025
3.201,-3.954,-0.3115,-0.7528,-7.155,0.98,46.2,0,1.009,0.308,0.3053,0.4284,0.1968,1.567,1,1,1,7.106,7.215,5580,7.09839782459568
3.191,-3.937,-0.3136,-0.7458,-7.128,0.98,46,0,1.003,0.3073,0.3063,0.4284,0.1943,1.582,1,1,1,7.106,7.221,5586,7.09796673627547
3.18,-3.929,-0.3124,-0.7487,-7.109,0.98,45.9,0,1.013,0.3098,0.3058,0.4293,0.1964,1.578,1,1,1,7.105,7.232,5592,7.09751731297834
3.169,-3.92,-0.3112,-0.7517,-7.089,0.98,45.8,0,1.023,0.3122,0.3053,0.4301,0.1985,1.574,1,1,1,7.103,7.242,5598,7.09705182608613
3.157,-3.912,-0.31,-0.7546,-7.069,0.98,45.7,0,1.033,0.3147,0.3048,0.431,0.2006,1.57,1,1,1,7.101,7.253,5604,7.09657266420202
3.146,-3.904,-0.3088,-0.7576,-7.05,0.98,45.6,0,1.043,0.3172,0.3043,0.4318,0.2026,1.566,1,1,1,7.1,7.263,5610,7.09608231579429
