"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_ss","pH_d","pH_atp","t","pH_f"
15.2,-29.96,-3.321,-14.76,-45.16,0.542,34,1,0.04802,0.04194,0.874,0.3117,0.06298,0.6622,1,1,1,6.651,7.231,1914,6.64245255034353
15.15,-29.96,-3.325,-14.82,-45.11,0.541,34,1,0.04983,0.04347,0.8728,0.3119,0.0639,0.6782,1,1,1,6.656,7.243,1920,6.64412506427222
15.09,-29.97,-3.33,-14.88,-45.06,0.54,34,1,0.05164,0.04501,0.8716,0.3121,0.06483,0.6942,1,1,1,6.66,7.254,1926,6.64594415807245
15.08,-30.03,-3.34,-14.95,-45.11,0.541,34.1,1,0.05315,0.04622,0.87,0.3112,0.06469,0.7149,1,1,1,6.672,7.263,1932,6.64789661024358
15.06,-30.09,-3.35,-15.03,-45.15,0.542,34.2,1,0.05466,0.04743,0.8684,0.3104,0.06455,0.7355,1,1,1,6.684,7.273,1938,6.64996921985386
15.04,-30.15,-3.359,-15.11,-45.19,0.543,34.3,1,0.05618,0.04865,0.8669,0.3096,0.06442,0.7561,1,1,1,6.697,7.282,1944,6.65214896526229
15.03,-30.21,-3.369,-15.19,-45.24,0.544,34.4,1,0.05769,0.04986,0.8653,0.3088,0.06428,0.7768,1,1,1,6.709,7.291,1950,6.65442315692935
15.01,-30.27,-3.379,-15.27,-45.28,0.545,34.5,1,0.05921,0.05108,0.8637,0.308,0.06414,0.7974,1,1,1,6.721,7.3,1956,6.65677958212409
14.99,-30.34,-3.388,-15.34,-45.33,0.546,34.6,1,0.06072,0.05229,0.8621,0.3072,0.06401,0.818,1,1,1,6.733,7.309,1962,6.65920663916916
14.98,-30.4,-3.398,-15.42,-45.37,0.547,34.7,1,0.06223,0.0535,0.8605,0.3064,0.06387,0.8386,1,1,1,6.746,7.318,1968,6.66169345887289
14.96,-30.46,-3.408,-15.5,-45.42,0.548,34.8,1,0.06375,0.05472,0.859,0.3056,0.06373,0.8593,1,1,1,6.758,7.327,1974,6.66423001083183
14.94,-30.52,-3.417,-15.58,-45.46,0.549,34.9,1,0.06526,0.05593,0.8574,0.3048,0.0636,0.8799,1,1,1,6.77,7.336,1980,6.66680719228905
14.92,-30.58,-3.427,-15.66,-45.51,0.55,35,1,0.06678,0.05715,0.8558,0.3039,0.06346,0.9005,1,1,1,6.782,7.346,1986,6.66941689723309
14.89,-30.64,-3.429,-15.74,-45.53,0.547,35.3,1,0.06585,0.05629,0.8547,0.3028,0.06469,0.8746,1,1,1,6.774,7.356,1992,6.67205206352632
14.86,-30.69,-3.432,-15.83,-45.55,0.544,35.6,1,0.06492,0.05543,0.8536,0.3017,0.06592,0.8487,1,1,1,6.766,7.366,1998,6.67470669633576
14.83,-30.75,-3.434,-15.91,-45.58,0.541,35.9,1,0.06399,0.05458,0.8525,0.3006,0.06715,0.8228,1,1,1,6.757,7.376,2004,6.67737586727271
14.8,-30.8,-3.436,-16,-45.6,0.538,36.2,1,0.06307,0.05372,0.8515,0.2995,0.06837,0.7969,1,1,1,6.749,7.386,2010,6.68005569014786
14.77,-30.85,-3.439,-16.09,-45.62,0.535,36.5,1,0.06214,0.05287,0.8504,0.2984,0.0696,0.771,1,1,1,6.741,7.396,2016,6.68274327538927
14.74,-30.91,-3.441,-16.17,-45.65,0.532,36.8,1,0.06121,0.05201,0.8493,0.2973,0.07083,0.7451,1,1,1,6.733,7.407,2022,6.68543666563482
14.71,-30.96,-3.443,-16.26,-45.67,0.529,37.1,1,0.06028,0.05116,0.8482,0.2961,0.07206,0.7192,1,1,1,6.724,7.417,2028,6.68813475507173
14.67,-31.02,-3.446,-16.34,-45.69,0.526,37.4,1,0.05936,0.0503,0.8471,0.295,0.07329,0.6933,1,1,1,6.716,7.427,2034,6.69083719508331
14.64,-31.07,-3.448,-16.43,-45.72,0.523,37.7,1,0.05843,0.04944,0.8461,0.2939,0.07452,0.6674,1,1,1,6.708,7.437,2040,6.69354428877916
14.61,-31.13,-3.45,-16.52,-45.74,0.52,38,1,0.0575,0.04859,0.845,0.2928,0.07575,0.6414,1,1,1,6.7,7.447,2046,6.69625687700123
14.59,-31.15,-3.452,-16.56,-45.73,0.521,37.9,1,0.06049,0.0509,0.8426,0.293,0.07592,0.6699,1,1,1,6.693,7.456,2052,6.69897621837691
14.56,-31.17,-3.454,-16.6,-45.73,0.522,37.8,1,0.06348,0.05322,0.8402,0.2931,0.0761,0.6983,1,1,1,6.687,7.465,2058,6.70170386593291
14.54,-31.18,-3.456,-16.65,-45.72,0.523,37.7,1,0.06646,0.05553,0.8378,0.2933,0.07627,0.7267,1,1,1,6.681,7.474,2064,6.70444154268927
14.51,-31.2,-3.458,-16.69,-45.72,0.524,37.6,1,0.06945,0.05785,0.8354,0.2934,0.07645,0.7551,1,1,1,6.675,7.482,2070,6.70719101852206
14.49,-31.22,-3.46,-16.73,-45.71,0.525,37.5,1,0.07244,0.06016,0.833,0.2936,0.07663,0.7835,1,1,1,6.669,7.491,2076,6.70995399045665
14.46,-31.24,-3.462,-16.78,-45.7,0.526,37.4,1,0.07542,0.06248,0.8307,0.2937,0.0768,0.812,1,1,1,6.662,7.5,2082,6.71273196848215
14.44,-31.26,-3.464,-16.82,-45.7,0.527,37.3,1,0.07841,0.06479,0.8283,0.2939,0.07698,0.8404,1,1,1,6.656,7.509,2088,6.71552616897291
14.41,-31.28,-3.466,-16.86,-45.69,0.528,37.2,1,0.0814,0.06711,0.8259,0.294,0.07715,0.8688,1,1,1,6.65,7.517,2094,6.71833741783587
14.39,-31.3,-3.468,-16.91,-45.68,0.529,37.1,1,0.08438,0.06942,0.8235,0.2942,0.07733,0.8972,1,1,1,6.644,7.526,2100,6.72116606552412
14.36,-31.31,-3.47,-16.95,-45.68,0.53,37,1,0.08737,0.07174,0.8211,0.2944,0.0775,0.9256,1,1,1,6.638,7.535,2106,6.72401191604247
14.29,-31.28,-3.461,-16.99,-45.58,0.532,37.2,1,0.09112,0.07437,0.8175,0.2993,0.07669,0.9743,1,1,1,6.651,7.535,2112,6.72687417197183
14.22,-31.25,-3.453,-17.03,-45.47,0.534,37.4,1,0.09488,0.077,0.8139,0.3042,0.07589,1.023,1,1,1,6.664,7.535,2118,6.72975139710538
14.15,-31.22,-3.444,-17.07,-45.37,0.536,37.6,1,0.09863,0.07963,0.8102,0.3091,0.07508,1.072,1,1,1,6.678,7.535,2124,6.73264149723764
14.08,-31.19,-3.436,-17.11,-45.27,0.538,37.8,1,0.1024,0.08226,0.8066,0.3141,0.07427,1.12,1,1,1,6.691,7.536,2130,6.73554171823502
14.01,-31.16,-3.427,-17.16,-45.17,0.54,38,1,0.1061,0.08489,0.803,0.319,0.07346,1.169,1,1,1,6.704,7.536,2136,6.73844865943825
13.94,-31.13,-3.419,-17.2,-45.07,0.542,38.2,1,0.1099,0.08752,0.7994,0.3239,0.07265,1.218,1,1,1,6.717,7.536,2142,6.74135830001222
13.86,-31.1,-3.41,-17.24,-44.96,0.544,38.4,1,0.1136,0.09015,0.7958,0.3288,0.07184,1.266,1,1,1,6.731,7.536,2148,6.74426603580604
13.79,-31.07,-3.401,-17.28,-44.86,0.546,38.6,1,0.1174,0.09278,0.7922,0.3338,0.07104,1.315,1,1,1,6.744,7.536,2154,6.74716672430193
13.72,-31.04,-3.393,-17.32,-44.76,0.548,38.8,1,0.1212,0.09541,0.7885,0.3387,0.07023,1.364,1,1,1,6.757,7.536,2160,6.75005473521782
13.65,-31.01,-3.384,-17.36,-44.66,0.55,39,1,0.1249,0.09804,0.7849,0.3436,0.06942,1.412,1,1,1,6.771,7.537,2166,6.7529240043092
13.67,-30.92,-3.383,-17.25,-44.59,0.581,39.23,0.9,0.1271,0.09937,0.7828,0.3429,0.06933,1.434,1,1,1,6.771,7.533,2172,6.7557680879622
13.69,-30.83,-3.382,-17.14,-44.52,0.612,39.46,0.8,0.1292,0.1007,0.7806,0.3423,0.06923,1.455,1,1,1,6.772,7.529,2178,6.7585802164497
13.71,-30.74,-3.38,-17.03,-44.45,0.643,39.69,0.7,0.1313,0.102,0.7784,0.3416,0.06914,1.477,1,1,1,6.773,7.525,2184,6.76135334441353
13.72,-30.65,-3.379,-16.93,-44.38,0.674,39.92,0.6,0.1335,0.1033,0.7763,0.3409,0.06905,1.498,1,1,1,6.774,7.521,2190,6.76408019805265
13.74,-30.56,-3.377,-16.82,-44.31,0.705,40.15,0.5,0.1356,0.1047,0.7741,0.3402,0.06896,1.52,1,1,1,6.775,7.517,2196,6.76675331916705
13.76,-30.47,-3.376,-16.71,-44.24,0.736,40.38,0.4,0.1378,0.106,0.772,0.3396,0.06886,1.541,1,1,1,6.775,7.513,2202,6.76936510645139
13.78,-30.38,-3.375,-16.6,-44.16,0.767,40.61,0.3,0.1399,0.1073,0.7698,0.3389,0.06877,1.563,1,1,1,6.776,7.509,2208,6.77190785446935
13.8,-30.29,-3.373,-16.49,-44.09,0.798,40.84,0.2,0.1421,0.1086,0.7677,0.3382,0.06868,1.584,1,1,1,6.777,7.505,2214,6.77437379075646
13.82,-30.21,-3.372,-16.39,-44.02,0.829,41.07,0.1,0.1442,0.1099,0.7655,0.3376,0.06859,1.606,1,1,1,6.778,7.501,2220,6.77675511150322
13.84,-30.12,-3.37,-16.28,-43.95,0.86,41.3,0,0.1464,0.1113,0.7633,0.3369,0.06849,1.627,1,1,1,6.778,7.497,2226,6.77904401623906
13.87,-29.56,-3.329,-15.69,-43.43,0.869,41.57,0,0.1485,0.1126,0.7612,0.3362,0.0684,1.649,1,1,1,6.779,7.493,2232,6.78123274190507
13.9,-29,-3.288,-15.1,-42.9,0.878,41.84,0,0.1507,0.1139,0.759,0.3355,0.06831,1.67,1,1,1,6.78,7.489,2238,6.78331359669839
13.93,-28.44,-3.247,-14.51,-42.37,0.887,42.11,0,0.1528,0.1152,0.7569,0.3349,0.06822,1.692,1,1,1,6.781,7.485,2244,6.78527899406367
13.96,-27.88,-3.206,-13.93,-41.84,0.896,42.38,0,0.1549,0.1166,0.7547,0.3342,0.06812,1.713,1,1,1,6.782,7.481,2250,6.78712148716543
13.99,-27.32,-3.165,-13.34,-41.31,0.905,42.65,0,0.1571,0.1179,0.7526,0.3335,0.06803,1.735,1,1,1,6.782,7.477,2256,6.78883380412024
14.02,-26.77,-3.124,-12.75,-40.78,0.914,42.92,0,0.1592,0.1192,0.7504,0.3329,0.06794,1.756,1,1,1,6.783,7.473,2262,6.79040888424035
14.05,-26.21,-3.083,-12.16,-40.26,0.923,43.19,0,0.1614,0.1205,0.7483,0.3322,0.06785,1.778,1,1,1,6.784,7.469,2268,6.79183991554106
14.08,-25.65,-3.042,-11.57,-39.73,0.932,43.46,0,0.1635,0.1218,0.7461,0.3315,0.06775,1.799,1,1,1,6.785,7.465,2274,6.79312037375197
14.11,-25.09,-3.001,-10.98,-39.2,0.941,43.73,0,0.1657,0.1232,0.7439,0.3308,0.06766,1.821,1,1,1,6.786,7.461,2280,6.79424406302131
14.14,-24.53,-2.96,-10.39,-38.67,0.95,44,0,0.1678,0.1245,0.7418,0.3302,0.06757,1.842,1,1,1,6.786,7.457,2286,6.79520515843956
13.55,-23.85,-2.923,-10.3,-37.41,0.953,44.24,0,0.1701,0.1258,0.7398,0.3313,0.07032,1.803,1,1,1,6.79,7.451,2292,6.79599825046196
12.97,-23.17,-2.885,-10.2,-36.14,0.956,44.48,0,0.1723,0.1271,0.7379,0.3325,0.07306,1.763,1,1,1,6.794,7.445,2298,6.79661839123599
12.39,-22.49,-2.847,-10.1,-34.88,0.959,44.72,0,0.1746,0.1284,0.7359,0.3336,0.07581,1.724,1,1,1,6.798,7.44,2304,6.79706114265436
11.8,-21.81,-2.81,-10.01,-33.61,0.962,44.96,0,0.1769,0.1297,0.734,0.3348,0.07855,1.684,1,1,1,6.802,7.434,2310,6.79732262567578
11.22,-21.13,-2.772,-9.909,-32.35,0.965,45.2,0,0.1791,0.131,0.732,0.3359,0.0813,1.645,1,1,1,6.806,7.428,2316,6.79739957021606
10.64,-20.45,-2.735,-9.812,-31.09,0.968,45.44,0,0.1814,0.1323,0.73,0.3371,0.08405,1.605,1,1,1,6.81,7.422,2322,6.79728936478632
10.05,-19.77,-2.697,-9.715,-29.82,0.971,45.68,0,0.1837,0.1336,0.7281,0.3382,0.08679,1.566,1,1,1,6.814,7.416,2328,6.79699010499728
9.47,-19.09,-2.659,-9.617,-28.56,0.974,45.92,0,0.1859,0.1349,0.7261,0.3394,0.08954,1.526,1,1,1,6.818,7.41,2334,6.79650064000573
8.886,-18.41,-2.622,-9.52,-27.29,0.977,46.16,0,0.1882,0.1362,0.7242,0.3405,0.09228,1.487,1,1,1,6.822,7.404,2340,6.79582061593506
8.303,-17.73,-2.584,-9.423,-26.03,0.98,46.4,0,0.1905,0.1376,0.7222,0.3417,0.09503,1.447,1,1,1,6.826,7.398,2346,6.79495051525739
8.074,-17.55,-2.576,-9.48,-25.63,0.98,46.59,0,0.1943,0.1389,0.716,0.3399,0.09674,1.437,1,1,1,6.826,7.39,2352,6.79389169109508
7.844,-17.38,-2.568,-9.537,-25.23,0.98,46.78,0,0.1981,0.1402,0.7098,0.3381,0.09845,1.427,1,1,1,6.826,7.381,2358,6.79264639544269
7.615,-17.21,-2.56,-9.595,-24.82,0.98,46.97,0,0.2019,0.1416,0.7037,0.3362,0.1002,1.417,1,1,1,6.825,7.372,2364,6.7912178004906
7.385,-17.04,-2.552,-9.652,-24.42,0.98,47.16,0,0.2057,0.1429,0.6975,0.3344,0.1019,1.407,1,1,1,6.825,7.363,2370,6.78961001249956
7.156,-16.86,-2.544,-9.709,-24.02,0.98,47.35,0,0.2095,0.1442,0.6913,0.3326,0.1036,1.397,1,1,1,6.825,7.354,2376,6.78782807788586
6.926,-16.69,-2.537,-9.766,-23.62,0.98,47.54,0,0.2133,0.1456,0.6851,0.3308,0.1053,1.387,1,1,1,6.824,7.345,2382,6.785877981244
6.697,-16.52,-2.529,-9.824,-23.22,0.98,47.73,0,0.2171,0.1469,0.6789,0.3289,0.107,1.377,1,1,1,6.824,7.336,2388,6.78376663500642
6.467,-16.35,-2.521,-9.881,-22.82,0.98,47.92,0,0.2209,0.1482,0.6727,0.3271,0.1087,1.366,1,1,1,6.824,7.328,2394,6.78150186039907
6.238,-16.18,-2.513,-9.938,-22.41,0.98,48.11,0,0.2247,0.1496,0.6665,0.3253,0.1104,1.356,1,1,1,6.823,7.319,2400,6.7790923593159
6.008,-16,-2.505,-9.995,-22.01,0.98,48.3,0,0.2285,0.1509,0.6603,0.3235,0.1121,1.346,1,1,1,6.823,7.31,2406,6.77654767669383
5.861,-15.89,-2.493,-10.03,-21.75,0.981,48.37,0,0.2282,0.1503,0.6585,0.3241,0.1139,1.323,1,1,1,6.811,7.299,2412,6.77387815297769
5.713,-15.77,-2.481,-10.06,-21.48,0.982,48.44,0,0.2279,0.1497,0.6567,0.3248,0.1157,1.3,1,1,1,6.799,7.288,2418,6.77109486649619
5.565,-15.65,-2.469,-10.08,-21.21,0.983,48.51,0,0.2276,0.1491,0.6549,0.3255,0.1174,1.277,1,1,1,6.787,7.277,2424,6.76820956617757
5.417,-15.53,-2.457,-10.11,-20.95,0.984,48.58,0,0.2273,0.1485,0.6531,0.3262,0.1192,1.254,1,1,1,6.775,7.266,2430,6.76523459585482
5.269,-15.41,-2.445,-10.14,-20.68,0.985,48.65,0,0.227,0.1478,0.6513,0.3269,0.121,1.231,1,1,1,6.763,7.255,2436,6.76218281202708
5.121,-15.3,-2.433,-10.17,-20.42,0.986,48.72,0,0.2267,0.1472,0.6495,0.3276,0.1228,1.207,1,1,1,6.751,7.244,2442,6.75906749718119
4.973,-15.18,-2.421,-10.2,-20.15,0.987,48.79,0,0.2263,0.1466,0.6477,0.3283,0.1245,1.184,1,1,1,6.739,7.233,2448,6.75590227080059
4.825,-15.06,-2.409,-10.23,-19.88,0.988,48.86,0,0.226,0.146,0.6459,0.329,0.1263,1.161,1,1,1,6.728,7.223,2454,6.75270100016683
4.677,-14.94,-2.397,-10.26,-19.62,0.989,48.93,0,0.2257,0.1454,0.6441,0.3297,0.1281,1.138,1,1,1,6.716,7.212,2460,6.74947771302606
4.529,-14.82,-2.385,-10.29,-19.35,0.99,49,0,0.2254,0.1448,0.6423,0.3304,0.1299,1.115,1,1,1,6.704,7.201,2466,6.74624651414763
4.462,-14.7,-2.381,-10.24,-19.17,0.989,48.9,0,0.2311,0.1475,0.639,0.3314,0.1295,1.14,1,1,1,6.707,7.194,2472,6.74302150772015
4.396,-14.58,-2.378,-10.19,-18.98,0.988,48.8,0,0.2367,0.1502,0.6356,0.3324,0.1291,1.164,1,1,1,6.711,7.186,2478,6.73981672720871
4.329,-14.46,-2.375,-10.13,-18.79,0.987,48.7,0,0.2424,0.1529,0.6323,0.3333,0.1287,1.189,1,1,1,6.714,7.179,2484,6.73664607348232
4.263,-14.34,-2.372,-10.08,-18.6,0.986,48.6,0,0.2481,0.1556,0.6289,0.3343,0.1283,1.214,1,1,1,6.718,7.172,2490,6.73352326089955
4.196,-14.22,-2.369,-10.03,-18.42,0.985,48.5,0,0.2537,0.1583,0.6256,0.3352,0.128,1.239,1,1,1,6.721,7.165,2496,6.73046177018492
4.129,-14.1,-2.366,-9.972,-18.23,0.984,48.4,0,0.2594,0.161,0.6222,0.3362,0.1276,1.263,1,1,1,6.725,7.158,2502,6.72747480658661
4.063,-13.98,-2.363,-9.918,-18.04,0.983,48.3,0,0.2651,0.1636,0.6189,0.3372,0.1272,1.288,1,1,1,6.728,7.151,2508,6.72457526175859
3.996,-13.86,-2.36,-9.864,-17.86,0.982,48.2,0,0.2707,0.1663,0.6155,0.3381,0.1268,1.313,1,1,1,6.732,7.143,2514,6.72177567782481
3.93,-13.74,-2.357,-9.81,-17.67,0.981,48.1,0,0.2764,0.169,0.6122,0.3391,0.1265,1.337,1,1,1,6.735,7.136,2520,6.7190882121002
3.863,-13.62,-2.354,-9.757,-17.48,0.98,48,0,0.2821,0.1717,0.6089,0.3401,0.1261,1.362,1,1,1,6.739,7.129,2526,6.71652460096426
3.8,-13.49,-2.338,-9.688,-17.29,0.981,48.2,0,0.2787,0.1698,0.6093,0.3407,0.1281,1.33,1,1,1,6.733,7.121,2532,6.71409612143912
3.736,-13.36,-2.322,-9.619,-17.09,0.982,48.4,0,0.2754,0.1679,0.6098,0.3413,0.1301,1.298,1,1,1,6.727,7.113,2538,6.71181354925285
3.673,-13.22,-2.307,-9.55,-16.9,0.983,48.6,0,0.2721,0.166,0.6102,0.3419,0.1321,1.267,1,1,1,6.721,7.105,2544,6.70968711271297
3.61,-13.09,-2.291,-9.481,-16.7,0.984,48.8,0,0.2688,0.1641,0.6107,0.3425,0.1342,1.235,1,1,1,6.715,7.098,2550,6.70772644244553
3.546,-12.96,-2.275,-9.412,-16.51,0.985,49,0,0.2655,0.1622,0.6112,0.3431,0.1362,1.203,1,1,1,6.709,7.09,2556,6.70594051762302
3.483,-12.83,-2.26,-9.344,-16.31,0.986,49.2,0,0.2622,0.1603,0.6116,0.3437,0.1382,1.171,1,1,1,6.703,7.082,2562,6.70433760955814
3.42,-12.69,-2.244,-9.275,-16.11,0.987,49.4,0,0.2588,0.1584,0.6121,0.3443,0.1403,1.139,1,1,1,6.697,7.074,2568,6.70292522361573
3.357,-12.56,-2.228,-9.206,-15.92,0.988,49.6,0,0.2555,0.1565,0.6126,0.345,0.1423,1.107,1,1,1,6.691,7.066,2574,6.70171004043685
3.293,-12.43,-2.213,-9.137,-15.72,0.989,49.8,0,0.2522,0.1546,0.613,0.3456,0.1443,1.075,1,1,1,6.685,7.058,2580,6.70069785751124
3.23,-12.3,-2.197,-9.068,-15.53,0.99,50,0,0.2489,0.1527,0.6135,0.3462,0.1463,1.044,1,1,1,6.679,7.05,2586,6.69989353217967
3.189,-12.13,-2.184,-8.941,-15.32,0.99,49.7,0,0.2518,0.155,0.6156,0.3469,0.1426,1.1,1,1,1,6.674,7.044,2592,6.69930092718998
3.148,-11.96,-2.171,-8.814,-15.11,0.99,49.4,0,0.2546,0.1574,0.6177,0.3477,0.1389,1.157,1,1,1,6.669,7.037,2598,6.69892285995623
3.107,-11.79,-2.158,-8.687,-14.9,0.99,49.1,0,0.2575,0.1597,0.6198,0.3485,0.1352,1.214,1,1,1,6.664,7.031,2604,6.69876105666398
3.066,-11.63,-2.145,-8.56,-14.69,0.99,48.8,0,0.2603,0.162,0.6219,0.3493,0.1315,1.271,1,1,1,6.659,7.025,2610,6.69881611234083
3.025,-11.46,-2.132,-8.433,-14.48,0.99,48.5,0,0.2632,0.1644,0.624,0.35,0.1278,1.328,1,1,1,6.655,7.018,2616,6.69908745800275
2.984,-11.29,-2.119,-8.306,-14.27,0.99,48.2,0,0.266,0.1667,0.6261,0.3508,0.1241,1.384,1,1,1,6.65,7.012,2622,6.69957333599704
2.943,-11.12,-2.106,-8.179,-14.07,0.99,47.9,0,0.2689,0.169,0.6282,0.3516,0.1204,1.441,1,1,1,6.645,7.006,2628,6.70027078467675
2.902,-10.95,-2.093,-8.052,-13.86,0.99,47.6,0,0.2718,0.1714,0.6303,0.3524,0.1167,1.498,1,1,1,6.64,6.999,2634,6.70117563357384
2.861,-10.79,-2.08,-7.925,-13.65,0.99,47.3,0,0.2746,0.1737,0.6324,0.3531,0.113,1.555,1,1,1,6.635,6.993,2640,6.70228251030686
2.82,-10.62,-2.067,-7.798,-13.44,0.99,47,0,0.2775,0.1761,0.6345,0.3539,0.1092,1.611,1,1,1,6.631,6.987,2646,6.70358486053815
2.795,-10.51,-2.05,-7.715,-13.3,0.99,47.1,0,0.2792,0.176,0.6305,0.3553,0.1117,1.581,1,1,1,6.641,6.976,2652,6.70507498228888
2.769,-10.4,-2.032,-7.632,-13.17,0.99,47.2,0,0.281,0.1759,0.6265,0.3566,0.1141,1.551,1,1,1,6.652,6.966,2658,6.7067440756035
2.743,-10.29,-2.015,-7.549,-13.04,0.99,47.3,0,0.2827,0.1758,0.6225,0.358,0.1166,1.521,1,1,1,6.663,6.956,2664,6.70858230773261
2.718,-10.18,-1.997,-7.466,-12.9,0.99,47.4,0,0.2844,0.1758,0.6185,0.3594,0.119,1.491,1,1,1,6.674,6.946,2670,6.7105788929072
2.692,-10.08,-1.98,-7.383,-12.77,0.99,47.5,0,0.2862,0.1757,0.6145,0.3608,0.1215,1.461,1,1,1,6.685,6.935,2676,6.71272218495065
2.666,-9.967,-1.962,-7.301,-12.63,0.99,47.6,0,0.2879,0.1756,0.6105,0.3621,0.1239,1.431,1,1,1,6.696,6.925,2682,6.71499978064685
2.641,-9.859,-1.945,-7.218,-12.5,0.99,47.7,0,0.2897,0.1755,0.6065,0.3635,0.1264,1.401,1,1,1,6.706,6.915,2688,6.71739863174999
2.615,-9.75,-1.927,-7.135,-12.37,0.99,47.8,0,0.2914,0.1755,0.6025,0.3649,0.1288,1.371,1,1,1,6.717,6.905,2694,6.71990516357072
2.589,-9.642,-1.91,-7.052,-12.23,0.99,47.9,0,0.2932,0.1754,0.5985,0.3663,0.1313,1.341,1,1,1,6.728,6.894,2700,6.72250539813785
2.564,-9.533,-1.892,-6.97,-12.1,0.99,48,0,0.2949,0.1753,0.5945,0.3676,0.1337,1.311,1,1,1,6.739,6.884,2706,6.7251850799819
2.54,-9.442,-1.878,-6.903,-11.98,0.989,47.9,0,0.2969,0.1759,0.5927,0.3666,0.1336,1.317,1,1,1,6.748,6.892,2712,6.72792980260068
2.515,-9.352,-1.864,-6.836,-11.87,0.988,47.8,0,0.2989,0.1765,0.5908,0.3656,0.1334,1.323,1,1,1,6.756,6.9,2718,6.73072513370418
2.491,-9.261,-1.851,-6.77,-11.75,0.987,47.7,0,0.3009,0.1771,0.5889,0.3646,0.1333,1.329,1,1,1,6.765,6.908,2724,6.73355673746481
2.467,-9.17,-1.837,-6.703,-11.64,0.986,47.6,0,0.3029,0.1777,0.5871,0.3635,0.1331,1.335,1,1,1,6.774,6.916,2730,6.73641049219107
2.443,-9.08,-1.823,-6.637,-11.52,0.985,47.5,0,0.3049,0.1783,0.5852,0.3625,0.133,1.341,1,1,1,6.782,6.924,2736,6.73927260198703
2.419,-8.989,-1.809,-6.57,-11.41,0.984,47.4,0,0.3069,0.1789,0.5833,0.3615,0.1328,1.347,1,1,1,6.791,6.932,2742,6.74212970101271
2.394,-8.898,-1.795,-6.504,-11.29,0.983,47.3,0,0.3088,0.1795,0.5815,0.3605,0.1327,1.353,1,1,1,6.8,6.94,2748,6.74496894897328
2.37,-8.807,-1.781,-6.437,-11.18,0.982,47.2,0,0.3108,0.1801,0.5796,0.3594,0.1325,1.359,1,1,1,6.808,6.948,2754,6.74777811647026
2.346,-8.717,-1.768,-6.371,-11.06,0.981,47.1,0,0.3128,0.1807,0.5778,0.3584,0.1324,1.365,1,1,1,6.817,6.956,2760,6.75054565884374
2.322,-8.626,-1.754,-6.304,-10.95,0.98,47,0,0.3148,0.1813,0.5759,0.3574,0.1322,1.371,1,1,1,6.826,6.964,2766,6.75326077713002
2.295,-8.546,-1.744,-6.251,-10.84,0.98,46.9,0,0.3176,0.1824,0.5744,0.3562,0.1325,1.377,1,1,1,6.818,6.965,2772,6.75591346481493
2.268,-8.465,-1.734,-6.197,-10.73,0.98,46.8,0,0.3203,0.1835,0.573,0.3551,0.1327,1.383,1,1,1,6.81,6.966,2778,6.75849453940656
2.241,-8.385,-1.725,-6.144,-10.63,0.98,46.7,0,0.3231,0.1846,0.5715,0.354,0.1329,1.388,1,1,1,6.802,6.967,2784,6.76099565874374
2.214,-8.304,-1.715,-6.09,-10.52,0.98,46.6,0,0.3258,0.1856,0.5701,0.3529,0.1331,1.394,1,1,1,6.795,6.968,2790,6.76340932317096
2.187,-8.224,-1.705,-6.037,-10.41,0.98,46.5,0,0.3286,0.1867,0.5686,0.3517,0.1334,1.4,1,1,1,6.787,6.969,2796,6.76572886560956
2.16,-8.143,-1.696,-5.984,-10.3,0.98,46.4,0,0.3313,0.1878,0.5672,0.3506,0.1336,1.405,1,1,1,6.779,6.97,2802,6.76794843187857
2.133,-8.063,-1.686,-5.93,-10.2,0.98,46.3,0,0.334,0.1889,0.5657,0.3495,0.1338,1.411,1,1,1,6.771,6.971,2808,6.77006295364217
2.106,-7.983,-1.676,-5.877,-10.09,0.98,46.2,0,0.3368,0.19,0.5643,0.3484,0.1341,1.417,1,1,1,6.763,6.972,2814,6.77206811635724
2.079,-7.902,-1.666,-5.823,-9.981,0.98,46.1,0,0.3395,0.1911,0.5628,0.3473,0.1343,1.423,1,1,1,6.756,6.973,2820,6.77396032460041
2.052,-7.822,-1.657,-5.77,-9.874,0.98,46,0,0.3423,0.1922,0.5614,0.3461,0.1345,1.428,1,1,1,6.748,6.974,2826,6.77573666712945
2.025,-7.778,-1.643,-5.754,-9.803,0.981,45.8,0,0.3462,0.1935,0.5592,0.347,0.1357,1.426,1,1,1,6.753,6.974,2832,6.77739488393103
1.997,-7.735,-1.629,-5.738,-9.732,0.982,45.6,0,0.3502,0.1949,0.557,0.3478,0.137,1.423,1,1,1,6.758,6.974,2838,6.77893333717491
1.97,-7.692,-1.614,-5.722,-9.661,0.983,45.4,0,0.3541,0.1963,0.5548,0.3486,0.1382,1.421,1,1,1,6.763,6.974,2844,6.78035098726866
1.943,-7.648,-1.6,-5.706,-9.591,0.984,45.2,0,0.358,0.1976,0.5526,0.3494,0.1394,1.419,1,1,1,6.768,6.974,2850,6.78164737425587
1.915,-7.605,-1.586,-5.69,-9.52,0.985,45,0,0.3619,0.199,0.5505,0.3503,0.1406,1.416,1,1,1,6.773,6.974,2856,6.7828226040738
