"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s"
0.0,0.0,0.0,0.0,0.0,0.99,43.7,0.0,1.3372153885,0.3088633476,0.2309750174,0.4715106981,0.2556082077,1.2083467521,0.0,0.0,0.0
0.19957000000000003,-0.09413000000000002,0.00359,0.10544,-0.29369,0.99,43.75,0.0,1.35152060875,0.30874641206,0.22866389199,0.47086139190000004,0.25539240876999997,1.2089142181499999,0.0,0.0,0.0
0.39914000000000005,-0.18826000000000004,0.00718,0.21088,-0.58738,0.99,43.800000000000004,0.0,1.365825829,0.30862947652,0.22635276658,0.4702120857,0.25517660983999996,1.2094816842,0.0,0.0,0.0
0.5987100000000001,-0.28239000000000003,0.01077,0.31632,-0.88107,0.99,43.85,0.0,1.38013104925,0.30851254098,0.22404164117,0.4695627795,0.25496081091,1.21004915025,0.0,0.0,0.0
0.7982800000000001,-0.3765200000000001,0.01436,0.42176,-1.17476,0.99,43.900000000000006,0.0,1.3944362695,0.30839560544,0.22173051576,0.4689134733,0.25474501198,1.2106166163,0.0,0.0,0.0
0.99785,-0.47065000000000007,0.01795,0.5272,-1.46845,0.99,43.95,0.0,1.4087414897500001,0.30827866989999997,0.21941939035000002,0.4682641671,0.25452921305,1.21118408235,0.0,0.0,0.0
1.1974200000000002,-0.5647800000000001,0.02154,0.63264,-1.76214,0.99,44.0,0.0,1.42304671,0.30816173436,0.21710826494000002,0.46761486090000004,0.25431341411999997,1.2117515483999999,0.0,0.0,0.0
1.3969900000000002,-0.6589100000000001,0.02513,0.73808,-2.0558300000000003,0.99,44.050000000000004,0.0,1.43735193025,0.30804479882,0.21479713953000001,0.4669655547,0.25409761518999996,1.21231901445,0.0,0.0,0.0
1.5965600000000002,-0.7530400000000002,0.02872,0.84352,-2.34952,0.99,44.1,0.0,1.4516571505,0.30792786328,0.21248601412,0.46631624850000003,0.25388181626,1.2128864805,0.0,0.0,0.0
1.79613,-0.8471700000000001,0.03231,0.94896,-2.6432100000000003,0.99,44.150000000000006,0.0,1.46596237075,0.30781092773999996,0.21017488871,0.4656669423,0.25366601733,1.21345394655,0.0,0.0,0.0
1.9957,-0.9413000000000001,0.0359,1.0544,-2.9369,0.99,44.2,0.0,1.480267591,0.3076939922,0.2078637633,0.4650176361,0.2534502184,1.2140214126,0.0,0.0,0.0
2.01839,-0.91901,0.04383,1.09938,-2.93732,0.99,44.28,0.0,1.46950441135,0.30829933172,0.20993468012,0.46165501046,0.25224936979,1.22256672674,0.0,0.0,0.0
2.04108,-0.8967200000000001,0.05176,1.14436,-2.9377400000000002,0.99,44.36,0.0,1.4587412317000001,0.30890467124,0.21200559694,0.45829238482,0.25104852118,1.23111204088,0.0,0.0,0.0
2.06377,-0.87443,0.05969,1.18934,-2.93816,0.99,44.440000000000005,0.0,1.44797805205,0.30951001076,0.21407651376,0.45492975918,0.24984767256999998,1.2396573550199999,0.0,0.0,0.0
2.0864599999999998,-0.85214,0.06762,1.23432,-2.93858,0.99,44.52,0.0,1.4372148724,0.31011535028,0.21614743058,0.45156713354,0.24864682395999999,1.24820266916,0.0,0.0,0.0
2.10915,-0.82985,0.07555,1.2793,-2.939,0.99,44.6,0.0,1.4264516927500002,0.3107206898,0.2182183474,0.4482045079,0.24744597534999999,1.2567479833,0.0,0.0,0.0
2.13184,-0.8075600000000001,0.08348,1.32428,-2.93942,0.99,44.68,0.0,1.4156885131,0.31132602932000003,0.22028926422,0.44484188226000004,0.24624512674,1.26529329744,0.0,0.0,0.0
2.15453,-0.78527,0.09140999999999999,1.36926,-2.9398400000000002,0.99,44.76,0.0,1.40492533345,0.31193136884,0.22236018104,0.44147925662000004,0.24504427813,1.27383861158,0.0,0.0,0.0
2.17722,-0.76298,0.09934,1.41424,-2.94026,0.99,44.84,0.0,1.3941621538,0.31253670836,0.22443109785999998,0.43811663098000003,0.24384342952,1.2823839257199998,0.0,0.0,0.0
2.19991,-0.7406900000000001,0.10726999999999999,1.45922,-2.94068,0.99,44.92,0.0,1.3833989741500001,0.31314204788,0.22650201468,0.43475400534,0.24264258091,1.2909292398599999,0.0,0.0,0.0
2.2226,-0.7184,0.1152,1.5042,-2.9411,0.99,45.0,0.0,1.3726357945,0.3137473874,0.2285729315,0.4313913797,0.2414417323,1.299474554,0.0,0.0,0.0
2.0088399999999997,-0.60548,0.11354,1.40336,-2.61441,0.99,45.09,0.0,1.36759579286,0.31462358366000004,0.23010685173,0.43295007577,0.24012897688999998,1.3107839196,0.0,0.0,0.0
1.79508,-0.49256000000000005,0.11188,1.30252,-2.28772,0.99,45.18,0.0,1.3625557912200001,0.31549977992,0.23164077196,0.43450877184000003,0.23881622147999998,1.3220932852,0.0,0.0,0.0
1.5813199999999998,-0.37964000000000003,0.11022,1.20168,-1.96103,0.99,45.269999999999996,0.0,1.35751578958,0.31637597618,0.23317469219,0.43606746791,0.23750346607,1.3334026507999999,0.0,0.0,0.0
1.3675599999999999,-0.26672000000000007,0.10855999999999999,1.1008399999999998,-1.63434,0.99,45.36,0.0,1.35247578794,0.31725217244,0.23470861242,0.43762616398000004,0.23619071066,1.3447120164,0.0,0.0,0.0
1.1538,-0.15380000000000005,0.1069,1.0,-1.30765,0.99,45.45,0.0,1.3474357863000002,0.3181283687,0.23624253265,0.43918486005,0.23487795525,1.356021382,0.0,0.0,0.0
0.9400399999999998,-0.04088000000000003,0.10524,0.89916,-0.98096,0.99,45.54,0.0,1.34239578466,0.31900456496,0.23777645288000002,0.44074355612,0.23356519984,1.3673307476,0.0,0.0,0.0
0.7262799999999998,0.07203999999999999,0.10357999999999999,0.7983199999999999,-0.6542699999999999,0.99,45.629999999999995,0.0,1.33735578302,0.31988076122,0.23931037311,0.44230225219,0.23225244442999998,1.3786401132000001,0.0,0.0,0.0
0.5125199999999999,0.1849599999999999,0.10192,0.6974799999999999,-0.32757999999999976,0.99,45.72,0.0,1.33231578138,0.32075695748,0.24084429334000002,0.44386094826,0.23093968902,1.3899494788,0.0,0.0,0.0
0.2987599999999999,0.29788000000000003,0.10025999999999999,0.59664,-0.0008900000000000574,0.99,45.81,0.0,1.32727577974,0.32163315373999996,0.24237821357,0.44541964433000003,0.22962693361,1.4012588444,0.0,0.0,0.0
0.08499999999999996,0.41079999999999994,0.0986,0.4958,0.3258000000000001,0.99,45.9,0.0,1.3222357781,0.32250935,0.2439121338,0.4469783404,0.2283141782,1.41256821,0.0,0.0,0.0
-0.09947000000000002,0.46968,0.0992,0.37021000000000004,0.56915,0.99,45.89,0.0,1.37450283993,0.32311828900999995,0.23733205386,0.44685936903,0.23394687558,1.3867545488500002,0.0,0.0,0.0
-0.28394,0.52856,0.0998,0.24462,0.8125,0.99,45.879999999999995,0.0,1.42676990176,0.32372722802,0.23075197392000002,0.44674039766,0.23957957296,1.3609408877,0.0,0.0,0.0
-0.46841000000000005,0.58744,0.10039999999999999,0.11902999999999997,1.05585,0.99,45.87,0.0,1.47903696359,0.32433616703,0.22417189398,0.44662142629,0.24521227034,1.33512722655,0.0,0.0,0.0
-0.6528800000000001,0.64632,0.10099999999999999,-0.00656000000000001,1.2992,0.99,45.86,0.0,1.53130402542,0.32494510604,0.21759181404,0.44650245492,0.25084496772,1.3093135654,0.0,0.0,0.0
-0.83735,0.7052,0.1016,-0.13215,1.5425499999999999,0.99,45.849999999999994,0.0,1.5835710872500002,0.32555404504999996,0.21101173410000001,0.44638348355,0.25647766510000003,1.2834999042500002,0.0,0.0,0.0
-1.0218200000000002,0.7640800000000001,0.1022,-0.2577400000000001,1.7859000000000003,0.99,45.839999999999996,0.0,1.63583814908,0.32616298406,0.20443165416,0.44626451218,0.26211036248,1.2576862431,0.0,0.0,0.0
-1.20629,0.82296,0.1028,-0.38333000000000006,2.02925,0.99,45.83,0.0,1.68810521091,0.32677192307,0.19785157422,0.44614554081,0.26774305986,1.23187258195,0.0,0.0,0.0
-1.3907600000000002,0.88184,0.10339999999999999,-0.50892,2.2726,0.99,45.82,0.0,1.7403722727400002,0.32738086208,0.19127149427999998,0.44602656944,0.27337575724,1.2060589208,0.0,0.0,0.0
-1.5752300000000001,0.94072,0.104,-0.6345100000000001,2.51595,0.99,45.809999999999995,0.0,1.79263933457,0.32798980109,0.18469141433999997,0.44590759807,0.27900845462,1.18024525965,0.0,0.0,0.0
-1.7597,0.9996,0.1046,-0.7601,2.7593,0.99,45.8,0.0,1.8449063964,0.3285987401,0.1781113344,0.4457886267,0.284641152,1.1544315985,0.0,0.0,0.0
-1.82898,1.03268,0.10028,-0.7963,2.86167,0.99,45.73,0.0,1.81243472364,0.32919532033,0.18230827990999998,0.44580816949,0.28061436591,1.17589560265,0.0,0.0,0.0
-1.89826,1.06576,0.09596,-0.8325,2.9640400000000002,0.99,45.66,0.0,1.7799630508800002,0.32979190056,0.18650522542,0.44582771228,0.27658757982,1.1973596068,0.0,0.0,0.0
-1.96754,1.09884,0.09164,-0.8687,3.06641,0.99,45.589999999999996,0.0,1.74749137812,0.33038848079,0.19070217093,0.44584725507,0.27256079373000003,1.21882361095,0.0,0.0,0.0
-2.03682,1.13192,0.08732000000000001,-0.9049,3.16878,0.99,45.519999999999996,0.0,1.71501970536,0.33098506102,0.19489911644,0.44586679786,0.26853400764,1.2402876151,0.0,0.0,0.0
-2.1061,1.165,0.083,-0.9411,3.27115,0.99,45.45,0.0,1.6825480326000002,0.33158164125,0.19909606195000001,0.44588634065,0.26450722155,1.26175161925,0.0,0.0,0.0
-2.17538,1.19808,0.07868,-0.9773000000000001,3.37352,0.99,45.38,0.0,1.6500763598400001,0.33217822148,0.20329300746,0.44590588344000004,0.26048043546,1.2832156234,0.0,0.0,0.0
-2.24466,1.23116,0.07436000000000001,-1.0135,3.4758899999999997,0.99,45.31,0.0,1.61760468708,0.33277480171,0.20748995297,0.44592542623000003,0.25645364937,1.30467962755,0.0,0.0,0.0
-2.31394,1.26424,0.07004,-1.0497,3.5782599999999998,0.99,45.24,0.0,1.5851330143200002,0.33337138194,0.21168689848,0.44594496902,0.25242686328,1.3261436317,0.0,0.0,0.0
