"SaO2sup","P_a","rocc","HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s","pH_d","ph_atp","t","pH_f"
0.428,32.6,1,28.3,-29.28,-3.036,-0.9739,-57.58,0.07196,0.0535,0.7489,0.4123,0.1327,0.3992,0,0,0,6.746,5.743,1422,6.75796501385742
0.426,32.2,1,28.17,-29.31,-3.053,-1.142,-57.48,0.06756,0.0505,0.7527,0.411,0.1315,0.3805,0,0,0,6.738,5.613,1428,6.75333930023338
0.424,31.8,1,28.04,-29.35,-3.07,-1.311,-57.39,0.06315,0.04751,0.7564,0.4097,0.1303,0.3618,0,0,0,6.729,5.484,1434,6.74858475486402
0.422,31.4,1,27.91,-29.38,-3.087,-1.48,-57.29,0.05875,0.04451,0.7602,0.4085,0.1292,0.3431,0,0,0,6.721,5.355,1440,6.74370047473894
0.42,31,1,27.77,-29.42,-3.104,-1.648,-57.19,0.05435,0.04152,0.7639,0.4072,0.128,0.3244,0,0,0,6.713,5.226,1446,6.73868577419822
0.42,30.85,1,27.59,-29.37,-3.109,-1.777,-56.97,0.05247,0.04015,0.7677,0.4014,0.1269,0.3149,0,0,0,6.713,5.22,1452,6.73354021351748
0.42,30.7,1,27.42,-29.32,-3.114,-1.906,-56.74,0.0506,0.03878,0.7715,0.3957,0.1257,0.3054,0,0,0,6.712,5.215,1458,6.72826363255703
0.42,30.55,1,27.24,-29.27,-3.119,-2.035,-56.51,0.04872,0.03741,0.7753,0.39,0.1246,0.2959,0,0,0,6.711,5.209,1464,6.72285618957819
0.42,30.4,1,27.06,-29.22,-3.124,-2.163,-56.28,0.04685,0.03604,0.7792,0.3842,0.1235,0.2864,0,0,0,6.711,5.204,1470,6.71731840474375
0.42,30.25,1,26.88,-29.17,-3.129,-2.292,-56.05,0.04497,0.03468,0.783,0.3785,0.1223,0.2769,0,0,0,6.71,5.198,1476,6.71165120739866
0.42,30.1,1,26.7,-29.12,-3.134,-2.421,-55.82,0.0431,0.03331,0.7868,0.3728,0.1212,0.2674,0,0,0,6.71,5.193,1482,6.70585598603819
0.42,29.95,1,26.52,-29.07,-3.139,-2.55,-55.59,0.04122,0.03194,0.7906,0.367,0.1201,0.2578,0,0,0,6.709,5.188,1488,6.69993463979609
0.42,29.8,1,26.34,-29.02,-3.144,-2.679,-55.37,0.03935,0.03057,0.7944,0.3613,0.119,0.2483,0,0,0,6.708,5.182,1494,6.6938896302437
0.42,29.65,1,26.16,-28.97,-3.149,-2.808,-55.14,0.03747,0.0292,0.7982,0.3555,0.1178,0.2388,0,0,0,6.708,5.177,1500,6.68772403227211
0.42,29.5,1,25.99,-28.92,-3.154,-2.936,-54.91,0.0356,0.02784,0.802,0.3498,0.1167,0.2293,0,0,0,6.707,5.171,1506,6.68144158281814
0.42,29.35,1,25.81,-28.87,-3.159,-3.065,-54.68,0.03372,0.02647,0.8058,0.3441,0.1156,0.2198,0,0,0,6.707,5.166,1512,6.67504672616601
0.42,29.2,1,25.63,-28.82,-3.164,-3.194,-54.45,0.03185,0.0251,0.8096,0.3383,0.1145,0.2103,0,0,0,6.706,5.16,1518,6.66854465450981
0.42,29.05,1,25.45,-28.77,-3.168,-3.323,-54.22,0.02997,0.02373,0.8134,0.3326,0.1133,0.2008,0,0,0,6.705,5.155,1524,6.66194134242353
0.42,28.9,1,25.27,-28.72,-3.173,-3.452,-53.99,0.0281,0.02236,0.8173,0.3269,0.1122,0.1913,0,0,0,6.705,5.149,1530,6.65524357387004
0.42,28.75,1,25.09,-28.67,-3.178,-3.58,-53.76,0.02622,0.02099,0.8211,0.3211,0.1111,0.1818,0,0,0,6.704,5.144,1536,6.64845896037381
0.42,28.6,1,24.91,-28.62,-3.183,-3.709,-53.54,0.02435,0.01963,0.8249,0.3154,0.11,0.1722,1,0,0,6.704,5.138,1542,6.64159594895825
0.42,28.45,1,24.73,-28.57,-3.188,-3.838,-53.31,0.02247,0.01826,0.8287,0.3096,0.1088,0.1627,1,0,0.004405,6.703,5.133,1548,6.63466381840844
0.42,28.3,1,24.56,-28.52,-3.193,-3.967,-53.08,0.0206,0.01689,0.8325,0.3039,0.1077,0.1532,1,0,0.008811,6.702,5.128,1554,6.62767266238822
0.42,28.15,1,24.38,-28.47,-3.198,-4.096,-52.85,0.01872,0.01552,0.8363,0.2982,0.1066,0.1437,1,0,0.01322,6.702,5.122,1560,6.62063335793367
0.42,28,1,24.2,-28.42,-3.203,-4.224,-52.62,0.01685,0.01415,0.8401,0.2924,0.1055,0.1342,1,0,0.01762,6.701,5.117,1566,6.61355751784728
0.428,28,1,24.13,-28.5,-3.221,-4.373,-52.63,0.01972,0.01653,0.8393,0.2976,0.1041,0.1619,1,0,0.02203,6.672,5.132,1572,6.60645742560962
0.436,28,1,24.06,-28.58,-3.239,-4.521,-52.64,0.02259,0.0189,0.8384,0.3028,0.1028,0.1897,1,0,0.02643,6.643,5.148,1578,6.59934595203285
0.444,28,1,23.99,-28.66,-3.257,-4.669,-52.64,0.02547,0.02128,0.8375,0.308,0.1015,0.2174,1,0,0.03084,6.614,5.164,1584,6.59223645443831
0.452,28,1,23.92,-28.73,-3.275,-4.817,-52.65,0.02834,0.02366,0.8367,0.3132,0.1001,0.2451,1,0,0.03524,6.585,5.179,1590,6.58514266122859
0.46,28,1,23.85,-28.81,-3.293,-4.965,-52.66,0.03122,0.02603,0.8358,0.3184,0.09878,0.2729,1,0,0.03965,6.555,5.195,1596,6.57807854628874
0.468,28,1,23.78,-28.89,-3.31,-5.113,-52.67,0.03409,0.02841,0.835,0.3235,0.09745,0.3006,1,0,0.04405,6.526,5.211,1602,6.57105819829206
0.476,28,1,23.71,-28.97,-3.328,-5.262,-52.67,0.03696,0.03078,0.8341,0.3287,0.09611,0.3283,1,0,0.04846,6.497,5.226,1608,6.5640956901256
0.484,28,1,23.64,-29.05,-3.346,-5.41,-52.68,0.03984,0.03316,0.8333,0.3339,0.09478,0.3561,1,0,0.05286,6.468,5.242,1614,6.55720495367608
0.492,28,1,23.57,-29.12,-3.364,-5.558,-52.69,0.04271,0.03553,0.8324,0.3391,0.09344,0.3838,1,0,0.05727,6.439,5.258,1620,6.55039966520879
0.5,28,1,23.5,-29.2,-3.382,-5.706,-52.7,0.04559,0.03791,0.8316,0.3443,0.09211,0.4116,1,0,0.06167,6.41,5.274,1626,6.54369314655233
0.502,28.1,1,23.56,-29.38,-3.426,-5.815,-52.94,0.0424,0.03533,0.8371,0.3334,0.09206,0.3837,1,0,0.06608,6.415,5.142,1632,6.53709828717584
0.504,28.2,1,23.63,-29.55,-3.47,-5.924,-53.18,0.03921,0.03276,0.8427,0.3224,0.09201,0.3558,1,0,0.07048,6.419,5.01,1638,6.53062749151452
0.506,28.3,1,23.69,-29.72,-3.515,-6.033,-53.41,0.03602,0.03018,0.8483,0.3115,0.09196,0.3279,1,0,0.07489,6.424,4.878,1644,6.52429265406493
0.508,28.4,1,23.76,-29.9,-3.559,-6.142,-53.65,0.03283,0.0276,0.8539,0.3006,0.09191,0.3,1,0,0.0793,6.429,4.746,1650,6.51810516232924
0.51,28.5,1,23.82,-30.07,-3.603,-6.251,-53.89,0.02964,0.02503,0.8595,0.2897,0.09186,0.2721,1,0,0.0837,6.434,4.614,1656,6.512075925859
0.512,28.6,1,23.89,-30.25,-3.647,-6.36,-54.13,0.02645,0.02245,0.8651,0.2787,0.09181,0.2442,1,0,0.08811,6.439,4.482,1662,6.50621542891195
0.514,28.7,1,23.95,-30.42,-3.691,-6.469,-54.37,0.02326,0.01987,0.8706,0.2678,0.09176,0.2163,1,0,0.09251,6.444,4.351,1668,6.50053380411204
0.516,28.8,1,24.02,-30.59,-3.735,-6.579,-54.61,0.02007,0.0173,0.8762,0.2569,0.09171,0.1884,1,0,0.09692,6.449,4.219,1674,6.49504092452124
0.518,28.9,1,24.08,-30.77,-3.78,-6.688,-54.85,0.01688,0.01472,0.8818,0.246,0.09166,0.1605,1,0,0.1013,6.454,4.087,1680,6.48974651156826
0.52,29,1,24.15,-30.94,-3.824,-6.797,-55.09,0.01369,0.01215,0.8874,0.235,0.09161,0.1326,1,0,0.1057,6.459,3.955,1686,6.48466025632073
0.523,28.9,1,24.1,-31.01,-3.833,-6.91,-55.12,0.01319,0.01172,0.8901,0.2352,0.08946,0.1306,1,0,0.1101,6.483,3.828,1692,6.47979195156248
0.526,28.8,1,24.06,-31.09,-3.842,-7.024,-55.15,0.01268,0.0113,0.8928,0.2353,0.08732,0.1287,1,0,0.1145,6.508,3.701,1698,6.47515163176081
0.529,28.7,1,24.02,-31.16,-3.851,-7.137,-55.18,0.01218,0.01088,0.8955,0.2354,0.08518,0.1267,1,0,0.1189,6.532,3.573,1704,6.47074971699109
0.532,28.6,1,23.98,-31.23,-3.86,-7.251,-55.21,0.01168,0.01046,0.8982,0.2355,0.08304,0.1247,1,0,0.1233,6.556,3.446,1710,6.46659715550623
0.535,28.5,1,23.94,-31.3,-3.869,-7.364,-55.24,0.01118,0.01004,0.9009,0.2357,0.0809,0.1228,1,0,0.1278,6.581,3.319,1716,6.46270555862182
0.538,28.4,1,23.89,-31.37,-3.878,-7.478,-55.27,0.01068,0.009616,0.9036,0.2358,0.07876,0.1208,1,0,0.1322,6.605,3.192,1722,6.45908732122459
0.541,28.3,1,23.85,-31.44,-3.887,-7.591,-55.29,0.01018,0.009195,0.9063,0.2359,0.07662,0.1189,1,0,0.1366,6.629,3.065,1728,6.4557557212008
0.544,28.2,1,23.81,-31.51,-3.896,-7.704,-55.32,0.009675,0.008773,0.909,0.236,0.07448,0.1169,1,0,0.141,6.654,2.937,1734,6.45272499113899
0.547,28.1,1,23.77,-31.59,-3.905,-7.818,-55.35,0.009174,0.008352,0.9117,0.2362,0.07234,0.1149,1,0,0.1454,6.678,2.81,1740,6.45001035572976
0.55,28,1,23.73,-31.66,-3.913,-7.931,-55.38,0.008673,0.00793,0.9144,0.2363,0.0702,0.113,1,0,0.1498,6.703,2.683,1746,6.44762802834933
0.549,27.9,1,23.6,-31.52,-3.902,-7.918,-55.12,0.008266,0.007553,0.9134,0.2414,0.07146,0.1067,1,0,0.1542,6.661,2.831,1752,6.44559516060878
0.548,27.8,1,23.48,-31.38,-3.891,-7.905,-54.86,0.007859,0.007176,0.9123,0.2465,0.07272,0.1004,1,0,0.1586,6.62,2.978,1758,6.44392974016781
0.547,27.7,1,23.35,-31.24,-3.88,-7.892,-54.6,0.007452,0.006799,0.9113,0.2516,0.07398,0.09415,1,0,0.163,6.579,3.126,1764,6.44265043582467
0.546,27.6,1,23.23,-31.11,-3.869,-7.879,-54.33,0.007045,0.006423,0.9103,0.2567,0.07524,0.08788,1,0,0.1674,6.538,3.273,1770,6.44177639381403
0.545,27.5,1,23.1,-30.97,-3.857,-7.866,-54.07,0.006638,0.006046,0.9092,0.2618,0.0765,0.08161,1,0,0.1718,6.497,3.421,1776,6.44132699293609
0.544,27.4,1,22.98,-30.83,-3.846,-7.853,-53.81,0.006231,0.005669,0.9082,0.2669,0.07776,0.07534,1,0,0.1762,6.456,3.569,1782,6.44132156765166
0.543,27.3,1,22.85,-30.69,-3.835,-7.839,-53.55,0.005824,0.005292,0.9071,0.272,0.07902,0.06907,1,0,0.1806,6.415,3.716,1788,6.44177910859728
0.542,27.2,1,22.73,-30.56,-3.824,-7.826,-53.29,0.005417,0.004915,0.9061,0.2771,0.08028,0.0628,1,0,0.185,6.374,3.864,1794,6.44271795007115
0.541,27.1,1,22.6,-30.42,-3.812,-7.813,-53.02,0.00501,0.004538,0.9051,0.2821,0.08154,0.05652,1,0,0.1894,6.333,4.011,1800,6.44415545414487
0.54,27,1,22.48,-30.28,-3.801,-7.8,-52.76,0.004603,0.004161,0.904,0.2872,0.0828,0.05025,1,0,0.1938,6.292,4.159,1806,6.44610770116503
0.539,27.4,1,22.4,-30.12,-3.783,-7.725,-52.52,0.006644,0.006015,0.9044,0.2821,0.08084,0.08115,1,0,0.1982,6.312,4.176,1812,6.44858919629726
0.538,27.8,1,22.32,-29.97,-3.765,-7.65,-52.29,0.008685,0.00787,0.9047,0.2769,0.07888,0.112,1,0,0.2026,6.332,4.192,1818,6.45161260053627
0.537,28.2,1,22.24,-29.81,-3.747,-7.575,-52.05,0.01073,0.009724,0.9051,0.2717,0.07692,0.1429,1,0,0.207,6.352,4.209,1824,6.45518849136026
0.536,28.6,1,22.16,-29.66,-3.728,-7.5,-51.81,0.01277,0.01158,0.9054,0.2665,0.07496,0.1738,1,0,0.2115,6.372,4.226,1830,6.45932515384405
0.535,29,1,22.08,-29.5,-3.71,-7.425,-51.58,0.01481,0.01343,0.9058,0.2613,0.073,0.2047,1,0,0.2159,6.392,4.242,1836,6.46402839980695
0.534,29.4,1,22,-29.35,-3.692,-7.35,-51.34,0.01685,0.01529,0.9061,0.2561,0.07104,0.2356,1,0,0.2203,6.412,4.259,1842,6.46930141135409
0.533,29.8,1,21.91,-29.19,-3.674,-7.275,-51.1,0.01889,0.01714,0.9065,0.2509,0.06908,0.2665,1,0,0.2247,6.432,4.276,1848,6.47514460507745
0.532,30.2,1,21.83,-29.03,-3.656,-7.2,-50.87,0.02093,0.019,0.9068,0.2457,0.06712,0.2974,1,0,0.2291,6.452,4.292,1854,6.48155551331579
0.531,30.6,1,21.75,-28.88,-3.637,-7.125,-50.63,0.02298,0.02085,0.9072,0.2405,0.06516,0.3283,1,0,0.2335,6.472,4.309,1860,6.48852867900607
0.53,31,1,21.67,-28.72,-3.619,-7.05,-50.39,0.02502,0.0227,0.9075,0.2353,0.0632,0.3592,1,0,0.2379,6.492,4.326,1866,6.49605556079297
0.5305,30.7,1,21.69,-28.59,-3.622,-6.897,-50.27,0.02405,0.02185,0.9089,0.2378,0.06253,0.3484,1,0,0.2423,6.477,4.306,1872,6.50412444532483
0.531,30.4,1,21.7,-28.45,-3.625,-6.743,-50.15,0.02309,0.02099,0.9103,0.2402,0.06186,0.3375,1,0,0.2467,6.462,4.286,1878,6.51272036456876
0.5315,30.1,1,21.72,-28.31,-3.628,-6.59,-50.03,0.02212,0.02014,0.9117,0.2426,0.06119,0.3266,1,0,0.2511,6.447,4.267,1884,6.52182501803887
0.532,29.8,1,21.74,-28.17,-3.63,-6.436,-49.91,0.02115,0.01928,0.9131,0.245,0.06051,0.3158,1,0,0.2555,6.432,4.247,1890,6.53141670253363
0.5325,29.5,1,21.75,-28.04,-3.633,-6.283,-49.79,0.02019,0.01843,0.9145,0.2474,0.05984,0.3049,1,0,0.2599,6.417,4.227,1896,6.54147025403316
0.533,29.2,1,21.77,-27.9,-3.636,-6.13,-49.67,0.01922,0.01757,0.9158,0.2498,0.05917,0.294,1,0,0.2643,6.401,4.208,1902,6.55195700730293
0.5335,28.9,1,21.79,-27.76,-3.639,-5.976,-49.55,0.01826,0.01672,0.9172,0.2522,0.0585,0.2832,1,0,0.2687,6.386,4.188,1908,6.56284477901112
0.534,28.6,1,21.8,-27.63,-3.641,-5.823,-49.43,0.01729,0.01586,0.9186,0.2547,0.05782,0.2723,1,0,0.2731,6.371,4.168,1914,6.57409788030855
0.5345,28.3,1,21.82,-27.49,-3.644,-5.669,-49.31,0.01633,0.01501,0.92,0.2571,0.05715,0.2614,1,0,0.2775,6.356,4.149,1920,6.58567716493948
0.535,28,1,21.84,-27.35,-3.647,-5.516,-49.19,0.01536,0.01415,0.9214,0.2595,0.05648,0.2506,1,0,0.2819,6.341,4.129,1926,6.59754011902733
0.5355,27.7,1,21.87,-27.32,-3.638,-5.448,-49.19,0.01452,0.01338,0.922,0.2565,0.05686,0.2362,1,0,0.2863,6.371,4.255,1932,6.60964099856585
0.536,27.4,1,21.9,-27.28,-3.628,-5.38,-49.18,0.01367,0.01261,0.9227,0.2534,0.05724,0.2218,1,0,0.2907,6.402,4.382,1938,6.62193101970726
0.5365,27.1,1,21.93,-27.25,-3.619,-5.311,-49.18,0.01283,0.01184,0.9233,0.2504,0.05763,0.2074,1,0,0.2952,6.433,4.508,1944,6.63435860449625
0.537,26.8,1,21.97,-27.21,-3.609,-5.243,-49.18,0.01199,0.01107,0.924,0.2474,0.05801,0.193,1,0,0.2996,6.464,4.634,1950,6.64686968138802
0.5375,26.5,1,22,-27.18,-3.6,-5.175,-49.18,0.01115,0.01029,0.9246,0.2444,0.05839,0.1786,1,0,0.304,6.495,4.76,1956,6.65940803737596
0.538,26.2,1,22.03,-27.14,-3.59,-5.107,-49.17,0.01031,0.009522,0.9253,0.2413,0.05877,0.1643,1,0,0.3084,6.525,4.887,1962,6.67191571754177
0.5385,25.9,1,22.07,-27.1,-3.581,-5.038,-49.17,0.009463,0.008751,0.9259,0.2383,0.05916,0.1499,1,0,0.3128,6.556,5.013,1968,6.68433346769079
0.539,25.6,1,22.1,-27.07,-3.571,-4.97,-49.17,0.008621,0.007979,0.9266,0.2353,0.05954,0.1355,1,0,0.3172,6.587,5.139,1974,6.69660121577092
0.5395,25.3,1,22.13,-27.03,-3.562,-4.902,-49.17,0.007778,0.007207,0.9272,0.2323,0.05992,0.1211,1,0,0.3216,6.618,5.265,1980,6.70865858778446
0.54,25,1,22.16,-27,-3.553,-4.834,-49.16,0.006936,0.006436,0.9279,0.2293,0.0603,0.1067,1,0,0.326,6.649,5.392,1986,6.72044545386248
0.54,25.3,1,22.18,-26.95,-3.569,-4.776,-49.13,0.00652,0.006056,0.9303,0.2286,0.05852,0.1023,1,0,0.3304,6.706,5.392,1992,6.73190250000711
0.54,25.6,1,22.19,-26.91,-3.585,-4.719,-49.1,0.006104,0.005677,0.9327,0.2279,0.05673,0.09783,1,0,0.3348,6.764,5.392,1998,6.74297182036195
0.54,25.9,1,22.2,-26.86,-3.601,-4.662,-49.06,0.005688,0.005298,0.9351,0.2272,0.05494,0.09338,1,0,0.3392,6.821,5.392,2004,6.7535975233501
0.54,26.2,1,22.21,-26.82,-3.617,-4.605,-49.03,0.005272,0.004918,0.9375,0.2265,0.05315,0.08894,1,0,0.3436,6.879,5.392,2010,6.76372634299262
0.54,26.5,1,22.23,-26.77,-3.633,-4.547,-49,0.004855,0.004539,0.9399,0.2258,0.05137,0.08449,1,0,0.348,6.936,5.392,2016,6.77330824515733
0.54,26.8,1,22.24,-26.73,-3.648,-4.49,-48.97,0.004439,0.004159,0.9423,0.2251,0.04958,0.08004,1,0,0.3524,6.994,5.392,2022,6.782297017792
0.54,27.1,1,22.25,-26.68,-3.664,-4.433,-48.93,0.004023,0.00378,0.9447,0.2244,0.04779,0.0756,1,0,0.3568,7.051,5.392,2028,6.79065083398006
0.54,27.4,1,22.26,-26.64,-3.68,-4.376,-48.9,0.003607,0.0034,0.9471,0.2237,0.046,0.07115,1,0,0.3612,7.109,5.392,2034,6.79833277652878
0.54,27.7,1,22.28,-26.59,-3.696,-4.318,-48.87,0.003191,0.003021,0.9495,0.2231,0.04422,0.0667,1,0,0.3656,7.166,5.392,2040,6.80531131266123
0.54,28,1,22.29,-26.55,-3.712,-4.261,-48.84,0.002775,0.002641,0.9519,0.2224,0.04243,0.06225,1,0,0.37,7.224,5.392,2046,6.81156070723447
0.539,28,1,22.26,-26.51,-3.714,-4.241,-48.77,0.003,0.002847,0.9502,0.2218,0.04354,0.06481,1,0,0.3744,7.211,5.376,2052,6.81706136300688
0.538,28,1,22.24,-26.46,-3.715,-4.22,-48.7,0.003225,0.003053,0.9485,0.2212,0.04464,0.06737,1,0,0.3789,7.198,5.36,2058,6.82180007786154
0.537,28,1,22.22,-26.42,-3.717,-4.2,-48.64,0.003451,0.003259,0.9468,0.2205,0.04575,0.06993,1,0,0.3833,7.185,5.344,2064,6.82577021260319
0.536,28,1,22.2,-26.38,-3.718,-4.179,-48.57,0.003676,0.003465,0.9451,0.2199,0.04686,0.07249,1,0,0.3877,7.172,5.329,2070,6.82897176795806
0.535,28,1,22.17,-26.33,-3.72,-4.159,-48.51,0.003901,0.003671,0.9434,0.2193,0.04796,0.07505,1,0,0.3921,7.159,5.313,2076,6.83141137312718
0.534,28,1,22.15,-26.29,-3.721,-4.138,-48.44,0.004127,0.003877,0.9417,0.2187,0.04907,0.07761,1,0,0.3965,7.146,5.297,2082,6.83310218962743
0.533,28,1,22.13,-26.25,-3.723,-4.118,-48.37,0.004352,0.004082,0.94,0.2181,0.05018,0.08017,1,0,0.4009,7.133,5.281,2088,6.83406373423587
0.532,28,1,22.11,-26.2,-3.724,-4.097,-48.31,0.004577,0.004288,0.9383,0.2175,0.05129,0.08273,1,0,0.4053,7.12,5.266,2094,6.83432162467493
0.531,28,1,22.08,-26.16,-3.726,-4.077,-48.24,0.004802,0.004494,0.9366,0.2169,0.05239,0.08529,1,0,0.4097,7.107,5.25,2100,6.83390725150057
0.53,28,1,22.06,-26.12,-3.727,-4.056,-48.18,0.005028,0.0047,0.9349,0.2163,0.0535,0.08785,1,0,0.4141,7.094,5.234,2106,6.83285737948503
0.5302,28,1,21.96,-26,-3.721,-4.037,-47.96,0.005075,0.004757,0.9372,0.2171,0.0518,0.09351,1,0,0.4185,7.04,5.243,2112,6.83121368177201
0.5304,28,1,21.87,-25.88,-3.714,-4.018,-47.75,0.005122,0.004814,0.9395,0.2179,0.0501,0.09917,1,0,0.4229,6.985,5.251,2118,6.82902221083334
0.5306,28,1,21.77,-25.77,-3.708,-3.999,-47.53,0.00517,0.004871,0.9419,0.2187,0.0484,0.1048,1,0,0.4273,6.931,5.26,2124,6.82633281238831
0.5308,28,1,21.67,-25.65,-3.702,-3.98,-47.32,0.005217,0.004929,0.9442,0.2195,0.0467,0.1105,1,0,0.4317,6.876,5.268,2130,6.8231984913611
0.531,28,1,21.57,-25.53,-3.695,-3.961,-47.11,0.005264,0.004986,0.9465,0.2203,0.045,0.1161,1,0,0.4361,6.822,5.277,2136,6.81967474112285
0.5312,28,1,21.48,-25.42,-3.689,-3.942,-46.89,0.005312,0.005043,0.9489,0.2211,0.0433,0.1218,1,0,0.4405,6.767,5.285,2142,6.81581884807125
0.5314,28,1,21.38,-25.3,-3.683,-3.923,-46.68,0.005359,0.0051,0.9512,0.2219,0.0416,0.1274,1,0,0.4449,6.713,5.293,2148,6.81168918365107
0.5316,28,1,21.28,-25.18,-3.676,-3.904,-46.46,0.005406,0.005157,0.9536,0.2227,0.0399,0.1331,1,0,0.4493,6.659,5.302,2154,6.80734449582383
0.5318,28,1,21.18,-25.07,-3.67,-3.885,-46.25,0.005454,0.005214,0.9559,0.2236,0.0382,0.1388,1,0,0.4537,6.604,5.31,2160,6.80284321190203
0.532,28,1,21.09,-24.95,-3.664,-3.866,-46.04,0.005501,0.005271,0.9582,0.2244,0.0365,0.1444,1,0,0.4581,6.55,5.319,2166,6.79824276458079
0.5327,27.9,1,20.97,-24.84,-3.653,-3.862,-45.81,0.007857,0.007398,0.9537,0.2265,0.03839,0.1779,1,0,0.4626,6.545,5.345,2172,6.7935989527649
0.5334,27.8,1,20.86,-24.72,-3.641,-3.858,-45.58,0.01021,0.009524,0.9492,0.2287,0.04028,0.2114,1,0,0.467,6.54,5.37,2178,6.78896534767085
0.5341,27.7,1,20.75,-24.6,-3.63,-3.854,-45.35,0.01257,0.01165,0.9447,0.2309,0.04216,0.2448,1,0,0.4714,6.536,5.396,2184,6.78439275193003
0.5348,27.6,1,20.64,-24.49,-3.619,-3.849,-45.13,0.01493,0.01378,0.9402,0.2331,0.04405,0.2783,1,0,0.4758,6.531,5.421,2190,6.7799287157522
0.5355,27.5,1,20.53,-24.37,-3.608,-3.845,-44.9,0.01728,0.0159,0.9357,0.2352,0.04594,0.3118,1,0,0.4802,6.527,5.447,2196,6.77561711145083
0.5362,27.4,1,20.41,-24.26,-3.597,-3.841,-44.67,0.01964,0.01803,0.9311,0.2374,0.04783,0.3453,1,0,0.4846,6.522,5.473,2202,6.77149776652427
0.5369,27.3,1,20.3,-24.14,-3.586,-3.837,-44.44,0.02199,0.02016,0.9266,0.2396,0.04971,0.3787,1,0,0.489,6.517,5.498,2208,6.76760615531598
0.5376,27.2,1,20.19,-24.02,-3.575,-3.833,-44.22,0.02435,0.02228,0.9221,0.2417,0.0516,0.4122,1,0,0.4934,6.513,5.524,2214,6.76397314932377
0.5383,27.1,1,20.08,-23.91,-3.564,-3.829,-43.99,0.02671,0.02441,0.9176,0.2439,0.05349,0.4457,1,0,0.4978,6.508,5.549,2220,6.76062482629071
0.539,27,1,19.97,-23.79,-3.553,-3.825,-43.76,0.02906,0.02653,0.9131,0.2461,0.05538,0.4792,1,0,0.5022,6.504,5.575,2226,6.75758233826304
0.5402,27,1,19.92,-23.75,-3.556,-3.824,-43.67,0.02726,0.02495,0.9181,0.2453,0.05209,0.4787,1,0,0.5066,6.522,5.449,2232,6.7548618387578
0.5414,27,1,19.88,-23.7,-3.559,-3.823,-43.58,0.02546,0.02336,0.9231,0.2444,0.0488,0.4782,1,0,0.511,6.54,5.322,2238,6.75247446872993
