"SaO2sup","P_a","rocc","HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s"
0.9382631578947368,38.36842105263158,0.0,0.0,0.0,0.0,0.0,0.0,1.2775557097,0.2868163265,0.2245039683,0.5155118723,0.2751428819,1.0424268458,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.007770000000000001,-0.020069999999999998,0.00808,-0.012300000000000002,-0.02784,1.27296269358,0.28830269448,0.22654802977,0.50819541464,0.27259672581000005,1.0590101826199998,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.015540000000000002,-0.040139999999999995,0.01616,-0.024600000000000004,-0.05568,1.2683696774600002,0.28978906246,0.22859209124,0.50087895698,0.27005056972,1.07559351944,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.023310000000000004,-0.06021,0.024239999999999998,-0.0369,-0.08352,1.26377666134,0.29127543044,0.23063615271,0.49356249931999996,0.26750441363,1.09217685626,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.031080000000000003,-0.08027999999999999,0.03232,-0.04920000000000001,-0.11136,1.25918364522,0.29276179842,0.23268021417999998,0.48624604165999996,0.26495825754,1.10876019308,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.03885,-0.10035,0.0404,-0.061500000000000006,-0.1392,1.2545906291,0.2942481664,0.23472427564999998,0.47892958399999996,0.26241210145000005,1.1253435298999999,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.04662000000000001,-0.12042,0.048479999999999995,-0.0738,-0.16704,1.2499976129800001,0.29573453438,0.23676833712,0.47161312633999997,0.25986594536,1.14192686672,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.05439000000000001,-0.14049,0.05656,-0.08610000000000001,-0.19488,1.24540459686,0.29722090236000004,0.23881239859,0.46429666867999997,0.25731978927,1.1585102035400001,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.06216000000000001,-0.16055999999999998,0.06464,-0.09840000000000002,-0.22272,1.24081158074,0.29870727034,0.24085646006,0.45698021101999997,0.25477363318,1.17509354036,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.06993,-0.18062999999999999,0.07271999999999999,-0.1107,-0.25056,1.2362185646200001,0.30019363832,0.24290052153,0.44966375336,0.25222747709000004,1.19167687718,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.0777,-0.2007,0.0808,-0.12300000000000001,-0.2784,1.2316255485,0.3016800063,0.244944583,0.4423472957,0.249681321,1.208260214,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.07136,-0.20873,0.08451,-0.13737,-0.28009999999999996,1.23976905291,0.30409029949,0.24526108469,0.44249351888,0.24860824582000002,1.2237732435500002,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.06502,-0.21676,0.08821999999999999,-0.15173999999999999,-0.2818,1.24791255732,0.30650059268,0.24557758638,0.44263974206,0.24753517064,1.2392862731,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.058679999999999996,-0.22479,0.09193,-0.16611,-0.2835,1.25605606173,0.30891088587000004,0.24589408807,0.44278596523999997,0.24646209546,1.25479930265,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.05234,-0.23282,0.09564,-0.18048,-0.2852,1.26419956614,0.31132117906,0.24621058976,0.44293218842,0.24538902028,1.2703123322,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.046,-0.24085,0.09935,-0.19485,-0.2869,1.27234307055,0.31373147225,0.24652709145,0.4430784116,0.2443159451,1.2858253617500002,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.039659999999999994,-0.24888000000000002,0.10306,-0.20922000000000002,-0.28859999999999997,1.28048657496,0.31614176544,0.24684359314,0.44322463478,0.24324286992,1.3013383913,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.033319999999999995,-0.25691,0.10677,-0.22359,-0.2903,1.28863007937,0.31855205863,0.24716009483,0.44337085796000003,0.24216979474,1.31685142085,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.02697999999999999,-0.26494,0.11048,-0.23796,-0.292,1.29677358378,0.32096235182,0.24747659652,0.44351708114,0.24109671956,1.3323644504,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.02063999999999999,-0.27297000000000005,0.11419000000000001,-0.25233,-0.2937,1.30491708819,0.32337264500999996,0.24779309821,0.44366330432,0.24002364437999998,1.3478774799500002,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.014299999999999993,-0.281,0.1179,-0.2667,-0.2954,1.3130605926,0.3257829382,0.2481095999,0.4438095275,0.2389505692,1.3633905095,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,0.002830000000000001,-0.29747,0.12559,-0.29464,-0.30039,1.2991911626300001,0.32459634626,0.25002939851,0.44312001535,0.23872914088,1.35965344537,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,-0.008639999999999998,-0.31394,0.13328,-0.32258,-0.30538,1.2853217326600002,0.32340975431999996,0.25194919712,0.4424305032,0.23850771256,1.3559163812400001,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,-0.020109999999999996,-0.33041,0.14097,-0.35052,-0.31037,1.27145230269,0.32222316238,0.25386899573,0.44174099105000003,0.23828628423999998,1.35217931711,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,-0.03158,-0.34688,0.14866000000000001,-0.37846,-0.31536,1.25758287272,0.32103657044,0.25578879434,0.4410514789,0.23806485591999998,1.34844225298,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,-0.04305,-0.36335,0.15635,-0.4064,-0.32035,1.24371344275,0.31984997849999997,0.25770859295,0.44036196675,0.2378434276,1.34470518885,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,-0.05451999999999999,-0.37982,0.16404000000000002,-0.43434000000000006,-0.32534,1.22984401278,0.31866338656,0.25962839156,0.4396724546,0.23762199928,1.34096812472,0.0,0.0,0.0
0.9382631578947368,38.36842105263158,0.0,-0.06599,-0.39629,0.17173,-0.46228,-0.33033,1.2159745828100001,0.31747679462,0.26154819017,0.43898294244999997,0.23740057096,1.33723106059,0.0,0.0,0.0
