"SaO2sup","P_a","rocc","HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s"
0.9747368421052631,56.21052631578947,0.0,0.0,0.0,0.0,0.0,0.0,1.0422443664,0.2585003204,0.2480227562,0.5346319035,0.2711493426,0.9533503488,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.00142,0.00302,-0.00639,0.0016,0.0044399999999999995,1.05050841837,0.26130262442999996,0.24869183007,0.52695078754,0.27062694102,0.96576111014,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.00284,0.00604,-0.01278,0.0032,0.008879999999999999,1.05877247034,0.26410492846,0.24936090394,0.51926967158,0.27010453944,0.9781718714800001,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.00426,0.00906,-0.01917,0.0048000000000000004,0.01332,1.06703652231,0.26690723249,0.25002997781,0.51158855562,0.26958213786,0.99058263282,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.00568,0.01208,-0.02556,0.0064,0.017759999999999998,1.0753005742800001,0.26970953652,0.25069905168,0.50390743966,0.26905973628,1.00299339416,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.0071,0.015100000000000002,-0.03195,0.008,0.0222,1.08356462625,0.27251184055,0.25136812555,0.49622632369999997,0.26853733469999996,1.0154041555,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.00852,0.01812,-0.03834,0.009600000000000001,0.02664,1.09182867822,0.27531414458,0.25203719942,0.48854520774,0.26801493311999997,1.02781491684,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.009940000000000001,0.021140000000000003,-0.04473,0.0112,0.03108,1.10009273019,0.27811644861,0.25270627329,0.48086409178,0.26749253153999997,1.0402256781800001,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.01136,0.02416,-0.05112,0.0128,0.035519999999999996,1.10835678216,0.28091875264,0.25337534716,0.47318297582,0.26697012995999997,1.05263643952,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.012780000000000001,0.027180000000000003,-0.05751,0.014400000000000001,0.03996,1.1166208341300001,0.28372105667,0.25404442103,0.46550185986000003,0.26644772837999997,1.06504720086,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.0142,0.030200000000000005,-0.0639,0.016,0.0444,1.1248848861,0.2865233607,0.2547134949,0.4578207439,0.2659253268,1.0774579622,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.02349,0.03477,-0.06729,0.01128,0.058260000000000006,1.1168360602,0.28435251871,0.25459792826,0.46508544847,0.26647938077,1.06726216159,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.032780000000000004,0.03934,-0.07067999999999999,0.00656,0.07212,1.1087872343,0.28218167672,0.25448236162,0.47235015304,0.26703343473999996,1.05706636098,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.042069999999999996,0.04391,-0.07407,0.0018400000000000014,0.08598,1.1007384084,0.28001083473,0.25436679498000003,0.47961485761,0.26758748871,1.04687056037,0.0,0.0,0.0
0.9747368421052631,56.21052631578947,0.0,-0.05136,0.048479999999999995,-0.07746,-0.0028800000000000006,0.09984000000000001,1.0926895825,0.27783999274,0.25425122834,0.48687956218,0.26814154267999996,1.03667475976,0.0,0.0,0.0
