"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s"
-1.8553600000000001,1.91628,0.03963999999999998,0.06092,3.7717199999999997,1.0,50.0,0.0,1.122840011,0.31412503966,0.27984580098,0.38309982374,0.20295403948,1.54812493926,0.0,0.0,0.0
-2.03448,2.09314,0.05671999999999999,0.058660000000000004,4.12771,1.0,50.0,0.0,1.1296094561,0.31505000978000003,0.27895002408999997,0.38167106672,0.20241714394,1.5566426935300002,0.0,0.0,0.0
-2.2136,2.27,0.0738,0.0564,4.4837,1.0,50.0,0.0,1.1363789012,0.3159749799,0.2780542472,0.3802423097,0.2018802484,1.5651604478,0.0,0.0,0.0
-1.9470100000000001,2.03123,0.06348000000000001,0.08421999999999999,3.9783299999999997,1.0,50.0,0.0,1.1647795788600002,0.31636732107,0.27277076118,0.38399824998,0.20695016845,1.5352969842200002,0.0,0.0,0.0
-1.68042,1.79246,0.053160000000000006,0.11204,3.4729599999999996,1.0,50.0,0.0,1.19318025652,0.31675966224,0.26748727516,0.38775419026,0.21202008849999998,1.50543352064,0.0,0.0,0.0
-1.41383,1.55369,0.04284,0.13985999999999998,2.9675899999999995,1.0,50.0,0.0,1.22158093418,0.31715200341,0.26220378914,0.39151013054,0.21709000855,1.47557005706,0.0,0.0,0.0
-1.14724,1.3149199999999999,0.03252000000000001,0.16768,2.46222,1.0,50.0,0.0,1.24998161184,0.31754434458,0.25692030311999997,0.39526607082,0.2221599286,1.44570659348,0.0,0.0,0.0
-0.8806499999999999,1.07615,0.022200000000000004,0.1955,1.9568499999999998,1.0,50.0,0.0,1.2783822895,0.31793668575,0.25163681709999997,0.3990220111,0.22722984865,1.4158431299,0.0,0.0,0.0
-0.61406,0.8373799999999998,0.011880000000000009,0.22332,1.4514799999999997,1.0,50.0,0.0,1.30678296716,0.31832902692,0.24635333108,0.40277795138,0.2322997687,1.3859796663200001,0.0,0.0,0.0
-0.34746999999999995,0.5986099999999999,0.0015600000000000058,0.25114,0.9461099999999996,1.0,50.0,0.0,1.3351836448199998,0.31872136809,0.24106984505999998,0.40653389166,0.23736968875,1.35611620274,0.0,0.0,0.0
-0.08088000000000006,0.3598399999999997,-0.00875999999999999,0.27896,0.4407399999999999,1.0,50.0,0.0,1.36358432248,0.31911370926,0.23578635904,0.41028983193999996,0.2424396088,1.32625273916,0.0,0.0,0.0
0.18571000000000026,0.12107000000000001,-0.01908,0.30678,-0.06463000000000019,1.0,50.0,0.0,1.39198500014,0.31950605043,0.23050287302,0.41404577222,0.24750952885,1.2963892755800002,0.0,0.0,0.0
0.45230000000000015,-0.11770000000000014,-0.029399999999999996,0.3346,-0.5700000000000003,1.0,50.0,0.0,1.4203856778,0.3198983916,0.225219387,0.4178017125,0.2525794489,1.266525812,0.0,0.0,0.0
0.18014999999999992,0.15649,-0.00911,0.33664,-0.023660000000000014,1.0,50.0,0.0,1.3990563696899998,0.31810839108,0.22771610777999998,0.41181380224999997,0.2484721415,1.28265776224,0.0,0.0,0.0
-0.09200000000000014,0.43067999999999995,0.011179999999999999,0.33868,0.5226799999999999,1.0,50.0,0.0,1.37772706158,0.31631839056,0.23021282856,0.40582589199999997,0.2443648341,1.29878971248,0.0,0.0,0.0
-0.36415000000000014,0.70487,0.03147,0.34072,1.06902,1.0,50.0,0.0,1.35639775347,0.31452839004,0.23270954934,0.39983798174999996,0.2402575267,1.31492166272,0.0,0.0,0.0
-0.6363000000000003,0.9790599999999999,0.05176,0.34276,1.61536,1.0,50.0,0.0,1.33506844536,0.31273838952,0.23520627012,0.39385007149999995,0.2361502193,1.3310536129600001,0.0,0.0,0.0
-0.9084500000000002,1.2532500000000002,0.07205,0.3448,2.1617,1.0,50.0,0.0,1.3137391372499998,0.310948389,0.2377029909,0.38786216124999995,0.23204291189999998,1.3471855632,0.0,0.0,0.0
-1.1806000000000003,1.5274400000000001,0.09233999999999999,0.34684,2.70804,1.0,50.0,0.0,1.29240982914,0.30915838848,0.24019971167999998,0.381874251,0.2279356045,1.36331751344,0.0,0.0,0.0
-1.4527500000000004,1.80163,0.11263,0.34887999999999997,3.25438,1.0,50.0,0.0,1.27108052103,0.30736838796,0.24269643246,0.37588634075,0.2238282971,1.37944946368,0.0,0.0,0.0
-1.7249000000000005,2.0758199999999998,0.13291999999999998,0.35092,3.8007199999999997,1.0,50.0,0.0,1.24975121292,0.30557838744,0.24519315324,0.3698984305,0.21972098969999998,1.39558141392,0.0,0.0,0.0
-1.9970500000000004,2.3500099999999997,0.15320999999999999,0.35296,4.347059999999999,1.0,50.0,0.0,1.2284219048099998,0.30378838692,0.24768987402,0.36391052025,0.2156136823,1.4117133641600002,0.0,0.0,0.0
-2.2692,2.6242,0.1735,0.355,4.8934,1.0,50.0,0.0,1.2070925967,0.3019983864,0.2501865948,0.35792261,0.2115063749,1.4278453144,0.0,0.0,0.0
-2.4649400000000004,2.81968,0.196,0.35474,5.284619999999999,1.0,50.0,0.0,1.22500472747,0.30364562526,0.24814207907,0.36124868716999997,0.21300294873999998,1.42568329508,0.0,0.0,0.0
-2.66068,3.01516,0.2185,0.35447999999999996,5.67584,1.0,50.0,0.0,1.2429168582399999,0.30529286412,0.24609756334,0.36457476433999997,0.21449952258,1.42352127576,0.0,0.0,0.0
-2.85642,3.2106399999999997,0.241,0.35422,6.06706,1.0,50.0,0.0,1.26082898901,0.30694010297999996,0.24405304761,0.36790084150999997,0.21599609642,1.4213592564400002,0.0,0.0,0.0
-3.05216,3.4061199999999996,0.2635,0.35396,6.45828,1.0,50.0,0.0,1.2787411197799998,0.30858734184,0.24200853188,0.37122691867999996,0.21749267026,1.4191972371200001,0.0,0.0,0.0
-3.2479000000000005,3.6016,0.28600000000000003,0.3537,6.8495,1.0,50.0,0.0,1.29665325055,0.3102345807,0.23996401615000001,0.37455299585,0.21898924409999998,1.4170352178,0.0,0.0,0.0
-3.4436400000000003,3.79708,0.3085,0.35344,7.24072,1.0,50.0,0.0,1.31456538132,0.31188181956,0.23791950042,0.37787907302,0.22048581794,1.41487319848,0.0,0.0,0.0
-3.63938,3.9925599999999997,0.331,0.35318,7.63194,1.0,50.0,0.0,1.3324775120899999,0.31352905842,0.23587498469,0.38120515019,0.22198239178,1.41271117916,0.0,0.0,0.0
-3.8351200000000003,4.188039999999999,0.35350000000000004,0.35292,8.02316,1.0,50.0,0.0,1.35038964286,0.31517629727999996,0.23383046896,0.38453122736,0.22347896562,1.4105491598400002,0.0,0.0,0.0
-4.0308600000000006,4.38352,0.376,0.35266,8.41438,1.0,50.0,0.0,1.3683017736299998,0.31682353614,0.23178595323,0.38785730453,0.22497553945999998,1.4083871405200001,0.0,0.0,0.0
-4.2266,4.579,0.3985,0.3524,8.8056,1.0,50.0,0.0,1.3862139044,0.318470775,0.2297414375,0.3911833817,0.2264721133,1.4062251212,0.0,0.0,0.0
-4.211740000000001,4.60471,0.39641000000000004,0.39297,8.81645,1.0,50.0,0.0,1.37808195275,0.31898133581,0.23156442569000002,0.39132326025999997,0.22273037828,1.4367574521600002,0.0,0.0,0.0
-4.19688,4.63042,0.39432,0.43354,8.8273,1.0,50.0,0.0,1.3699500010999999,0.31949189662,0.23338741388,0.39146313882,0.21898864326,1.46728978312,0.0,0.0,0.0
-4.1820200000000005,4.65613,0.39223,0.47411,8.83815,1.0,50.0,0.0,1.3618180494499998,0.32000245743,0.23521040207,0.39160301738000003,0.21524690824,1.49782211408,0.0,0.0,0.0
-4.16716,4.68184,0.39014,0.51468,8.849,1.0,50.0,0.0,1.3536860977999998,0.32051301824,0.23703339026,0.39174289594,0.21150517322,1.52835444504,0.0,0.0,0.0
-4.1523,4.7075499999999995,0.38805,0.55525,8.85985,1.0,50.0,0.0,1.34555414615,0.32102357905,0.23885637845000002,0.3918827745,0.20776343819999998,1.558886776,0.0,0.0,0.0
-4.137440000000001,4.73326,0.38596,0.59582,8.8707,1.0,50.0,0.0,1.3374221945,0.32153413985999996,0.24067936664,0.39202265306,0.20402170317999999,1.58941910696,0.0,0.0,0.0
-4.12258,4.75897,0.38387,0.63639,8.881549999999999,1.0,50.0,0.0,1.32929024285,0.32204470066999996,0.24250235483,0.39216253162000003,0.20027996816,1.61995143792,0.0,0.0,0.0
-4.1077200000000005,4.78468,0.38178,0.67696,8.8924,1.0,50.0,0.0,1.3211582912,0.32255526147999997,0.24432534302,0.39230241018,0.19653823314,1.65048376888,0.0,0.0,0.0
-4.09286,4.81039,0.37968999999999997,0.71753,8.90325,1.0,50.0,0.0,1.31302633955,0.32306582228999997,0.24614833121000002,0.39244228874,0.19279649812,1.6810160998399999,0.0,0.0,0.0
-4.078,4.8361,0.3776,0.7581,8.9141,1.0,50.0,0.0,1.3048943879,0.3235763831,0.2479713194,0.3925821673,0.1890547631,1.7115484308,0.0,0.0,0.0
-4.00345,4.79166,0.38266,0.78821,8.795119999999999,1.0,50.0,0.0,1.3053931481299998,0.32364195389,0.24792695858,0.39786706668,0.19183301743,1.68992140483,0.0,0.0,0.0
-3.9289,4.74722,0.38772,0.8183199999999999,8.67614,1.0,50.0,0.0,1.30589190836,0.32370752467999997,0.24788259776,0.40315196606,0.19461127176,1.66829437886,0.0,0.0,0.0
-3.85435,4.70278,0.39278,0.84843,8.55716,1.0,50.0,0.0,1.30639066859,0.32377309547,0.24783823694,0.40843686544,0.19738952609,1.64666735289,0.0,0.0,0.0
-3.7798000000000003,4.65834,0.39784,0.87854,8.43818,1.0,50.0,0.0,1.30688942882,0.32383866625999996,0.24779387612,0.41372176482,0.20016778042,1.62504032692,0.0,0.0,0.0
-3.7052500000000004,4.6139,0.40290000000000004,0.90865,8.3192,1.0,50.0,0.0,1.30738818905,0.32390423705,0.2477495153,0.4190066642,0.20294603475,1.60341330095,0.0,0.0,0.0
-3.6307,4.56946,0.40796,0.9387599999999999,8.20022,1.0,50.0,0.0,1.30788694928,0.32396980784,0.24770515448,0.42429156358,0.20572428908,1.58178627498,0.0,0.0,0.0
-3.55615,4.5250200000000005,0.41302,0.9688699999999999,8.081240000000001,1.0,50.0,0.0,1.30838570951,0.32403537863,0.24766079366,0.42957646295999996,0.20850254341000002,1.56015924901,0.0,0.0,0.0
-3.4816000000000003,4.48058,0.41808,0.99898,7.962260000000001,1.0,50.0,0.0,1.30888446974,0.32410094942,0.24761643284,0.43486136234,0.21128079774,1.53853222304,0.0,0.0,0.0
-3.40705,4.43614,0.42314,1.02909,7.84328,1.0,50.0,0.0,1.3093832299700001,0.32416652021,0.24757207202,0.44014626172,0.21405905207,1.51690519707,0.0,0.0,0.0
-3.3325,4.3917,0.4282,1.0592,7.7243,1.0,50.0,0.0,1.3098819902,0.324232091,0.2475277112,0.4454311611,0.2168373064,1.4952781711,0.0,0.0,0.0
-3.25021,4.30351,0.43629,1.05331,7.55381,1.0,49.6,0.1,1.2991366182100001,0.32315247823,0.24884185576,0.43939621565,0.21730021474,1.48727790752,0.0,0.0,0.0
-3.16792,4.21532,0.44438,1.04742,7.38332,1.0,49.2,0.2,1.28839124622,0.32207286546,0.25015600032,0.4333612702,0.21776312308,1.47927764394,0.0,0.0,0.0
-3.08563,4.12713,0.45247000000000004,1.0415299999999998,7.21283,1.0,48.8,0.3,1.27764587423,0.32099325269,0.25147014488,0.42732632475,0.21822603142000002,1.47127738036,0.0,0.0,0.0
-3.00334,4.03894,0.46056,1.03564,7.04234,1.0,48.4,0.4,1.26690050224,0.31991363992,0.25278428944000003,0.4212913793,0.21868893976,1.46327711678,0.0,0.0,0.0
