"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_ss","pH_d","pH_atp","t","pH_f"
27.48,-35.27,-2.611,-7.793,-62.76,0.404,36.2,1,0.14,0.09692,0.6951,0.4002,0.1246,0.7877,0,1,1,6.678,6.784,1134,6.73785894198834
27.36,-35.33,-2.618,-7.964,-62.69,0.407,36.1,1,0.1361,0.09519,0.7013,0.3933,0.1195,0.8024,0,1,1,6.672,6.796,1140,6.73037589379345
27.24,-35.38,-2.625,-8.135,-62.62,0.41,36,1,0.1321,0.09346,0.7074,0.3863,0.1144,0.8171,0,1,1,6.667,6.808,1146,6.72296970878617
27.14,-35.42,-2.648,-8.284,-62.56,0.406,35.9,1,0.1272,0.09072,0.7165,0.3863,0.1123,0.8059,0,1,1,6.667,6.819,1152,6.71566469236407
27.04,-35.47,-2.671,-8.433,-62.5,0.402,35.8,1,0.1223,0.08799,0.7256,0.3862,0.1102,0.7947,0,1,1,6.668,6.83,1158,6.70848430338048
26.93,-35.51,-2.695,-8.583,-62.45,0.398,35.7,1,0.1173,0.08525,0.7347,0.3861,0.1082,0.7836,0,1,1,6.669,6.841,1164,6.70145106743503
26.83,-35.56,-2.718,-8.732,-62.39,0.394,35.6,1,0.1124,0.08251,0.7438,0.386,0.1061,0.7724,0,1,1,6.67,6.852,1170,6.69458650138236
26.73,-35.61,-2.741,-8.881,-62.33,0.39,35.5,1,0.1074,0.07977,0.7529,0.386,0.104,0.7612,0,1,1,6.671,6.863,1176,6.68791104735063
26.62,-35.65,-2.764,-9.03,-62.27,0.386,35.4,1,0.1025,0.07703,0.762,0.3859,0.102,0.75,0,1,1,6.672,6.874,1182,6.68144401442637
26.52,-35.7,-2.788,-9.179,-62.22,0.382,35.3,1,0.09757,0.07429,0.7711,0.3858,0.0999,0.7388,0,1,1,6.673,6.885,1188,6.67520352616129
26.42,-35.74,-2.811,-9.329,-62.16,0.378,35.2,1,0.09264,0.07155,0.7802,0.3857,0.09783,0.7277,0,1,1,6.674,6.896,1194,6.66920647209729
26.31,-35.79,-2.834,-9.478,-62.1,0.374,35.1,1,0.0877,0.06882,0.7893,0.3856,0.09576,0.7165,0,1,1,6.675,6.906,1200,6.66346846155506
26.21,-35.84,-2.858,-9.627,-62.05,0.37,35,1,0.08277,0.06608,0.7984,0.3856,0.09369,0.7053,0,1,1,6.676,6.917,1206,6.65800377798428
26.06,-35.91,-2.871,-9.847,-61.96,0.373,34.9,1,0.08178,0.06557,0.8022,0.384,0.09454,0.6944,0,1,1,6.657,6.943,1212,6.65282533230455
25.91,-35.97,-2.884,-10.07,-61.88,0.376,34.8,1,0.08079,0.06506,0.8061,0.3823,0.09539,0.6835,0,1,1,6.638,6.969,1218,6.64794461416812
25.76,-36.04,-2.897,-10.29,-61.8,0.379,34.7,1,0.0798,0.06455,0.8099,0.3807,0.09625,0.6727,0,1,1,6.619,6.995,1224,6.64337164124337
25.61,-36.11,-2.909,-10.51,-61.72,0.382,34.6,1,0.07881,0.06404,0.8137,0.3791,0.0971,0.6618,0,1,1,6.599,7.021,1230,6.63911490816011
25.46,-36.18,-2.922,-10.73,-61.64,0.385,34.5,1,0.07782,0.06353,0.8176,0.3775,0.09796,0.6509,0,1,1,6.58,7.047,1236,6.63518133794992
25.3,-36.25,-2.935,-10.94,-61.55,0.388,34.4,1,0.07683,0.06302,0.8214,0.3759,0.09881,0.6401,0,1,1,6.561,7.073,1242,6.63157623936121
25.15,-36.32,-2.948,-11.16,-61.47,0.391,34.3,1,0.07584,0.06251,0.8253,0.3743,0.09966,0.6292,0,1,1,6.542,7.099,1248,6.62830327359493
25,-36.39,-2.961,-11.38,-61.39,0.394,34.2,1,0.07485,0.062,0.8291,0.3727,0.1005,0.6183,0,1,1,6.523,7.125,1254,6.6253644340644
24.85,-36.46,-2.974,-11.6,-61.31,0.397,34.1,1,0.07386,0.06149,0.833,0.371,0.1014,0.6074,0,1,1,6.504,7.151,1260,6.62276004282641
24.7,-36.53,-2.987,-11.82,-61.23,0.4,34,1,0.07288,0.06098,0.8368,0.3694,0.1022,0.5966,0,1,1,6.485,7.178,1266,6.62048876739043
24.5,-36.56,-2.998,-12.06,-61.05,0.4,34,1,0.07448,0.06212,0.8345,0.3676,0.1005,0.6216,0,1,1,6.509,7.195,1272,6.61854766152934
24.29,-36.59,-3.01,-12.29,-60.88,0.4,34,1,0.07609,0.06326,0.8321,0.3658,0.09886,0.6467,0,1,1,6.534,7.212,1278,6.6169322328404
24.09,-36.62,-3.021,-12.53,-60.71,0.4,34,1,0.07769,0.06439,0.8298,0.3639,0.09718,0.6717,0,1,1,6.558,7.229,1284,6.61563653749267
23.88,-36.65,-3.032,-12.77,-60.53,0.4,34,1,0.0793,0.06553,0.8275,0.3621,0.09549,0.6968,0,1,1,6.582,7.246,1290,6.61465329947719
23.68,-36.68,-3.043,-13,-60.36,0.4,34,1,0.0809,0.06667,0.8252,0.3603,0.09381,0.7219,0,1,1,6.606,7.263,1296,6.61397404936185
23.47,-36.71,-3.054,-13.24,-60.18,0.4,34,1,0.08251,0.0678,0.8229,0.3585,0.09213,0.7469,0,1,1,6.63,7.28,1302,6.61358927669714
23.27,-36.74,-3.065,-13.47,-60.01,0.4,34,1,0.08411,0.06894,0.8205,0.3566,0.09045,0.772,0,1,1,6.654,7.297,1308,6.61348859016691
23.06,-36.77,-3.076,-13.71,-59.84,0.4,34,1,0.08572,0.07007,0.8182,0.3548,0.08876,0.7971,0,1,1,6.678,7.315,1314,6.61366087966868
22.86,-36.8,-3.087,-13.94,-59.66,0.4,34,1,0.08732,0.07121,0.8159,0.353,0.08708,0.8221,0,1,1,6.702,7.332,1320,6.61409447458021
22.65,-36.83,-3.098,-14.18,-59.49,0.4,34,1,0.08893,0.07235,0.8136,0.3512,0.0854,0.8472,0,1,1,6.726,7.349,1326,6.61477729253633
22.52,-36.81,-3.12,-14.29,-59.34,0.398,34.1,1,0.08765,0.07162,0.8176,0.3455,0.08188,0.892,0,1,1,6.715,7.35,1332,6.61569697323268
22.39,-36.79,-3.142,-14.4,-59.19,0.396,34.2,1,0.08638,0.0709,0.8217,0.3398,0.07837,0.9369,0,1,1,6.704,7.351,1338,6.61684099260705
22.26,-36.77,-3.164,-14.51,-59.04,0.394,34.3,1,0.08511,0.07017,0.8257,0.3342,0.07485,0.9817,0,1,1,6.693,7.353,1344,6.618196754739
22.14,-36.76,-3.186,-14.62,-58.89,0.392,34.4,1,0.08384,0.06944,0.8298,0.3285,0.07133,1.027,0,1,1,6.682,7.354,1350,6.61975166143929
22.01,-36.74,-3.208,-14.73,-58.74,0.39,34.5,1,0.08256,0.06872,0.8339,0.3229,0.06782,1.071,0,1,1,6.671,7.355,1356,6.62149316148481
21.88,-36.72,-3.23,-14.84,-58.59,0.388,34.6,1,0.08129,0.06799,0.8379,0.3172,0.0643,1.116,0,1,1,6.659,7.356,1362,6.62340878228068
21.75,-36.7,-3.252,-14.95,-58.44,0.386,34.7,1,0.08002,0.06726,0.842,0.3116,0.06078,1.161,0,1,1,6.648,7.358,1368,6.62548614692536
21.62,-36.68,-3.274,-15.06,-58.29,0.384,34.8,1,0.07874,0.06654,0.846,0.3059,0.05727,1.206,0,1,1,6.637,7.359,1374,6.6277129797316
21.49,-36.66,-3.296,-15.17,-58.14,0.382,34.9,1,0.07747,0.06581,0.8501,0.3003,0.05375,1.251,0,1,1,6.626,7.36,1380,6.63007710331537
21.36,-36.64,-3.317,-15.28,-57.99,0.38,35,1,0.0762,0.06508,0.8541,0.2946,0.05024,1.296,0,1,1,6.615,7.362,1386,6.63256643038493
21.32,-36.57,-3.327,-15.25,-57.89,0.382,34.9,1,0.07509,0.06401,0.8522,0.2992,0.05361,1.231,0,1,1,6.617,7.363,1392,6.63516895331593
21.28,-36.51,-3.336,-15.22,-57.79,0.384,34.8,1,0.07397,0.06294,0.8504,0.3039,0.05698,1.166,0,1,1,6.619,7.365,1398,6.63787273432609
21.25,-36.44,-3.346,-15.2,-57.69,0.386,34.7,1,0.07286,0.06186,0.8485,0.3085,0.06035,1.101,0,1,1,6.621,7.366,1404,6.64066589837093
21.21,-36.38,-3.355,-15.17,-57.59,0.388,34.6,1,0.07175,0.06079,0.8466,0.3131,0.06373,1.036,0,1,1,6.623,7.368,1410,6.64353662995247
21.17,-36.31,-3.364,-15.14,-57.49,0.39,34.5,1,0.07063,0.05971,0.8447,0.3177,0.0671,0.9714,0,1,1,6.626,7.37,1416,6.64647317433569
21.14,-36.25,-3.374,-15.11,-57.39,0.392,34.4,1,0.06952,0.05864,0.8428,0.3224,0.07047,0.9066,0,1,1,6.628,7.371,1422,6.6494638433829
21.1,-36.18,-3.383,-15.08,-57.29,0.394,34.3,1,0.06841,0.05757,0.8409,0.327,0.07384,0.8418,0,1,1,6.63,7.373,1428,6.65249702615413
21.06,-36.12,-3.392,-15.06,-57.18,0.396,34.2,1,0.06729,0.05649,0.839,0.3316,0.07722,0.7769,0,1,1,6.632,7.375,1434,6.65556120441803
21.03,-36.06,-3.402,-15.03,-57.08,0.398,34.1,1,0.06618,0.05542,0.8371,0.3363,0.08059,0.7121,0,1,1,6.634,7.376,1440,6.65864497324961
20.99,-35.99,-3.411,-15,-56.98,0.4,34,1,0.06507,0.05434,0.8352,0.3409,0.08396,0.6473,0,1,1,6.636,7.378,1446,6.66173706693373
20.99,-35.91,-3.413,-14.91,-56.9,0.405,33.97,1,0.06688,0.0559,0.8356,0.3343,0.0817,0.6964,0,1,1,6.648,7.385,1452,6.66482639038255
20.99,-35.82,-3.415,-14.83,-56.81,0.41,33.94,1,0.0687,0.05745,0.8361,0.3276,0.07944,0.7455,0,1,1,6.66,7.392,1458,6.66790205606251
20.99,-35.74,-3.417,-14.74,-56.73,0.415,33.91,1,0.07051,0.059,0.8365,0.321,0.07719,0.7946,0,1,1,6.672,7.399,1464,6.67095342587684
21,-35.65,-3.419,-14.65,-56.65,0.42,33.88,1,0.07233,0.06055,0.8369,0.3144,0.07493,0.8436,0,1,1,6.684,7.405,1470,6.6739701567128
21,-35.56,-3.421,-14.57,-56.56,0.425,33.85,1,0.07414,0.0621,0.8373,0.3078,0.07267,0.8927,0,1,1,6.696,7.412,1476,6.67694224780847
21,-35.48,-3.423,-14.48,-56.48,0.43,33.82,1,0.07596,0.06366,0.8378,0.3012,0.07041,0.9418,0,1,1,6.709,7.419,1482,6.67986008786325
21,-35.39,-3.425,-14.4,-56.39,0.435,33.79,1,0.07778,0.06521,0.8382,0.2945,0.06815,0.9909,0,1,1,6.721,7.426,1488,6.68271449975337
21,-35.31,-3.428,-14.31,-56.31,0.44,33.76,1,0.07959,0.06676,0.8386,0.2879,0.0659,1.04,0,1,1,6.733,7.433,1494,6.68549678066995
21,-35.22,-3.43,-14.22,-56.23,0.445,33.73,1,0.08141,0.06831,0.839,0.2813,0.06364,1.089,0,1,1,6.745,7.44,1500,6.68819873546613
