"SaO2sup","P_a","HHb_d","HbO2_d","HbT_d","CCO_d","_PCr_d","_P_d","_ATP_d","ignore","ignore"
0.05,57.1455300439,35.0511786425,-26.6768824365,8.1096450373,-1.36833844098,3.3950182591,2.17553634454,3.0,6.9810654321,6.932
0.05,57.1451677251,35.0111261709,-26.4450235976,8.25840569181,-1.34176569917,3.36879751401,2.18304296452,3.0,6.97912654321,6.934
0.05,57.1448054062,34.944562618,-26.1878130399,8.41136540584,-1.31213940021,3.34597422969,2.18914392157,3.0,6.97736226852,6.936
0.05,57.1444430874,34.8532457794,-25.9075964878,8.56958585133,-1.27965139062,3.32654840616,2.19383921569,3.0,6.9757738426,6.938
0.05,57.1440807686,34.7354184191,-25.6043739413,8.73306702827,-1.24144395657,3.31052004342,2.19712884687,3.0,6.9743712963,6.94
0.05,57.0951677251,34.591080537,-25.2780486067,8.90173566998,-1.19734723394,3.29788914146,2.19901281513,3.0,6.97315462963,6.942
0.05,57.0303126526,34.4202321332,-24.9085599878,9.07507820522,-1.15128308526,3.28911911205,2.19982212885,3.0,6.9721238426,6.944
0.05,56.9654575802,34.2218694657,-24.4977225494,9.25309463398,-1.10325151052,3.28441489636,2.1997031746,3.0,6.97127893519,6.946
0.05,56.8759648265,33.9955294043,-24.0458506282,9.43578495628,-1.05325250972,3.2837764944,2.19865595238,3.0,6.97041527778,6.948
0.05,56.7466170005,33.7412119492,-23.5529442243,9.6231491721,-1.00120814521,3.28720390616,2.19668046218,3.0,6.96909537037,6.95
0.05,56.6172691744,33.4435032224,-23.0190033376,9.81518728144,-0.947153389019,3.29469713166,2.19377670401,3.0,6.96731921297,6.952
0.05,56.4879213483,33.0775231062,-22.4317924532,10.0118992843,-0.892383205166,3.30622813166,2.18994467787,3.0,6.96508680556,6.954
0.05,56.3585735222,32.6578636363,-21.7879149022,10.2132851807,-0.836897593656,3.32168816317,2.18518438375,3.0,6.96239814815,6.956
0.05,56.2082112034,32.1884902819,-21.0873706845,10.4193449707,-0.780696554487,3.34114637746,2.17917286088,3.0,6.9595470679,6.958
0.0816666666667,56.0143706237,31.669403043,-20.3321260661,10.6300786541,-0.72351430029,3.36460277451,2.17184319748,3.0,6.95655516975,6.96
0.113333333333,55.820530044,31.1074702699,-19.5279773381,10.8454862311,-0.665426770313,3.39205735435,2.16319539356,3.0,6.9534224537,6.962
0.145,55.6266894643,30.5105374968,-18.6749245005,11.0647669966,-0.606981526508,3.42351011695,2.15322944911,3.0,6.95014891975,6.964
0.176666666667,55.3712546817,29.8786047237,-17.7729675533,11.2873233594,-0.548528289098,3.45836841527,2.14194536415,3.0,6.9467345679,6.966
0.208333333333,55.147703957,29.2116719506,-16.833066787,11.5131553196,-0.490611622431,3.49638945519,2.12909142297,3.0,6.94319814815,6.968
0.24,55.0183561309,28.5097391775,-15.8700533791,11.7422628771,-0.433231526508,3.5375732367,2.11445520728,3.0,6.93997716049,6.97
0.271666666667,54.813645986,27.774081366,-14.8839273294,11.9746460319,-0.37662148121,3.58191975981,2.09803671709,3.0,6.93707160494,6.972
0.303333333333,54.5553126527,27.0076887875,-13.874688638,12.2070002933,-0.321919243001,3.62942902451,2.07983595238,3.0,6.93454567901,6.974
0.335,54.8187184498,26.2105614419,-12.8413789077,12.4391545956,-0.269124811879,3.67978108334,2.05985291317,3.0,6.93242530864,6.976
0.366666666667,55.1408198991,25.3815503193,-11.7763233378,12.6711089386,-0.218238187845,3.73247237745,2.03808759944,3.0,6.93041666667,6.978
0.398333333333,55.4629213484,24.5187946018,-10.6735900734,12.9028633225,-0.16987088169,3.78750290687,2.0145400112,3.0,6.92849814815,6.98
0.43,56.8248778702,23.6222942891,-9.53317911453,13.1344177471,-0.124126810281,3.84487267157,1.98921014846,3.0,6.92666975309,6.982
0.461666666667,57.4694430876,22.6920493815,-8.35661011516,13.3627544611,-0.0810059736167,3.90458167157,1.96251362885,3.0,6.92493148148,6.984
0.493333333333,58.114008305,21.7358516818,-7.19446817026,13.5838497958,-0.0405083716982,3.96662990687,1.93434514146,3.0,6.92328333334,6.986
0.525,58.8397329427,20.7691850151,-6.0586693501,13.7977037512,-0.00263400452514,4.03041134804,1.90470468628,3.0,6.92203155865,6.988
0.556666666667,60.0002401886,19.8025183485,-4.93540126016,14.0043163273,0.0326171279023,4.09414168138,1.87438826549,3.0,6.92122476852,6.99
0.588333333333,61.0998778698,18.8383799797,-3.82240684717,14.203687524,0.0652450255842,4.15659100491,1.84485866231,3.0,6.92086296297,6.992
0.62,62.1313996092,17.8830536283,-2.71968611111,14.3958173415,0.0952496885206,4.21775931863,1.81611587675,3.0,6.92088194445,6.994
0.651666666667,63.1629213485,16.9327571059,-1.62549693447,14.5805691145,0.122631116711,4.27764662255,1.78815990881,3.0,6.92125578704,6.996
0.683333333333,64.1879213487,15.9853836981,-0.536348653931,14.7568811712,0.147389310156,4.33625291667,1.76099075848,3.0,6.92198449074,6.998
0.715,65.1549503342,15.0409334051,0.551430630345,14.9247535117,0.166666555027,4.39357820099,1.73460842577,3.0,6.92306805556,7.0
0.746666666667,66.1219793197,14.1013036506,1.63774412465,15.0841861358,0.180292987215,4.44962247549,1.70901291068,3.0,6.92450648148,7.002
0.778333333333,67.0890083052,13.1667800965,2.70253133292,15.2351790436,0.192304378102,4.50392232844,1.6838732048,3.0,6.92629976852,7.004
0.81,67.8676314935,12.2383664848,3.74579225516,15.3777322351,0.202706056759,4.55627281863,1.65904292157,3.0,6.92844791667,7.006
0.841666666667,68.5766894645,11.3165259456,4.76597856011,15.5099602687,0.211498023185,4.60667394608,1.63452206101,3.0,6.93064467593,7.008
0.873333333333,69.2857474355,10.4012584789,5.75077019274,15.6309084906,0.218266608317,4.65497085785,1.6103106231,3.0,6.93280578704,7.01
0.905,70.2962546818,9.50826333277,6.70016715304,15.7405769007,0.223024801762,4.70110954657,1.58640860785,3.0,6.93492746914,7.012
0.936666666667,71.8437184494,8.66499607372,7.6019339261,15.838965499,0.227067567549,4.74511805147,1.56281601525,3.0,6.93700972222,7.014
0.968333333333,72.956399609,7.86407457806,8.45267384291,15.9260742855,0.230394905679,4.78710757353,1.53948072114,3.0,6.9390525463,7.016
1.0,73.8589358411,7.10153337657,9.25222639119,16.0019032603,0.23300681615,4.82707811274,1.51672544663,3.0,6.94105594136,7.018
1.0,74.3788633773,6.37737246925,9.99919975087,16.0664524233,0.234637511593,4.86502966912,1.49461710349,3.0,6.94301990741,7.02
1.0,74.8944430874,5.68664632232,10.6993902131,16.1197217745,0.23519506555,4.90096224265,1.47315569172,3.0,6.94494444444,7.02
1.0,75.4100227975,5.02571171925,11.3527977778,16.1625120189,0.234679478019,4.93487583333,1.45234121133,3.0,6.94682955247,7.02
1.0,75.8458923627,4.39636737405,11.9594224451,16.1954207478,0.233432475621,4.96736308823,1.43217366231,3.0,6.94867523148,7.02
1.0,76.2324865657,3.79861328674,12.5291190031,16.2184479611,0.231970844926,4.99866680147,1.41265304467,3.0,6.95048148148,7.02
1.0,76.6190807686,3.2324494573,13.0652092906,16.2315936588,0.230294585933,5.02878697304,1.39377935839,3.0,6.95228395062,7.02
1.0,76.9339358411,2.69787588575,13.5665044434,16.2348578409,0.228415355984,5.0576708701,1.37555260349,3.0,6.95408641975,7.02
1.0,77.0303126527,2.19489257208,14.0303696814,16.2282405074,0.226619592594,5.08530160539,1.35797277996,3.0,6.95594074074,7.02
1.0,77.1266894643,1.72349951628,14.4568050047,16.2117416584,0.224907295765,5.11170944853,1.3410398878,3.0,6.95788518518,7.02
1.0,77.2230662759,1.28484572834,14.8385656412,16.1840518975,0.223278465496,5.1370033701,1.32475392702,3.0,6.95991975308,7.02
1.0,77.3194430875,0.880792026288,15.1697197361,16.1441987653,0.221733101787,5.1611833701,1.30911489761,3.0,6.96204444444,7.02
1.0,77.4158198991,0.512405604405,15.4502672894,16.0921822618,0.220271204638,5.18424944853,1.29412279957,3.0,6.96425925926,7.02
1.0,77.5121967107,0.179900209099,15.681727955,16.0310201384,0.218892774049,5.20620160539,1.27993108388,3.0,6.96656419753,7.02
1.0,77.5759648266,-0.11672415963,15.8967948306,15.9647360638,0.21759781002,5.22703984069,1.26794578976,3.0,6.96895925926,7.02
1.0,77.6078488846,-0.387761985982,16.0954679161,15.893330038,0.216386312551,5.24737018382,1.25816691721,3.0,6.97118271605,7.02
1.0,77.6397329426,-0.643682236953,16.2744056025,15.8168020609,0.215258281643,5.26740573284,1.24976081699,3.0,6.97313580247,7.02
1.0,77.6716170005,-0.884484912543,16.4333156079,15.7351521327,0.214213717294,5.28705140931,1.24104529412,3.0,6.97481851852,7.02
1.0,77.7035010585,-1.10990934319,16.5721979325,15.6483802532,0.213252619506,5.30630721323,1.23202034858,3.0,6.97617901234,7.02
1.0,77.7353851165,-1.31808739702,16.6910525762,15.5564864225,0.212374988277,5.32517314461,1.22268598039,3.0,6.97717901234,7.02
1.0,77.7672691744,-1.50901907404,16.7887346001,15.4594706406,0.211580823609,5.34364920343,1.21304218954,3.0,6.97781851852,7.02
1.0,77.7416653097,-1.68270437425,16.8615721044,15.3573329074,0.210864596591,5.3617353897,1.20308897603,3.0,6.97809753086,7.02
1.0,77.6983078217,-1.84104072145,16.9095650892,15.2500732231,0.210219912338,5.37943170343,1.19282633987,3.0,6.97801604938,7.02
1.0,77.6549503338,-1.98431377751,16.9327135543,15.1376915875,0.209532861978,5.39673030637,1.18225428105,3.0,6.97782530864,7.02
1.0,77.6115928458,-2.11252354242,16.9310174999,15.0201880007,0.208798116441,5.41361118872,1.17137279956,3.0,6.97776975308,7.02
1.0,77.5682353579,-2.2256700162,16.9060252571,14.8994479042,0.208015675727,5.43007435049,1.16018189542,3.0,6.97811111111,7.02
1.0,77.5324865656,-2.32375319884,16.870056881,14.7764259519,0.207185539836,5.44627464461,1.14906501401,3.0,6.97894814815,7.02
1.0,77.49987787,-2.40677309034,16.8231123716,14.6514417836,0.206307708768,5.46226607843,1.13835480237,3.0,6.98028086419,7.02
1.0,77.4672691744,-2.47688928993,16.765191729,14.5245566749,0.205382182522,5.47804865196,1.1280512605,3.0,6.98210925926,7.02
1.0,77.4346604787,-2.54131170962,16.6968671439,14.3957706258,0.204408961099,5.49362236519,1.11820651261,3.0,6.98443333333,7.02
1.0,77.4020517831,-2.6000403494,16.6187980277,14.2650836363,0.203388044499,5.50898721814,1.10882079832,3.0,6.9872708642,7.02
1.0,77.3694430875,-2.65307520927,16.5343424663,14.1324957063,0.202319432722,5.52414321078,1.09989411765,3.0,6.99063111111,7.02
1.0,77.3368343918,-2.70041628925,16.4435004599,13.9980068361,0.201203125767,5.53909034314,1.09142647059,3.0,6.99451407407,7.02
1.0,77.252293329,-2.74254891307,16.3462720085,13.8616170254,0.200039123636,5.5538286152,1.08341785714,3.0,6.99866851852,7.02
1.0,77.165940672,-2.78127179477,16.2426571119,13.7233262743,0.198835419932,5.56820614788,1.07586827731,3.0,7.00285,7.02
1.0,77.079588015,-2.81658493435,16.1326557702,13.5831345828,0.197619792434,5.58186427288,1.06877773109,3.0,7.00705851852,7.02
1.0,76.993235358,-2.84848833182,16.0162679834,13.441041951,0.196392241142,5.5948029902,1.06214621849,3.0,7.01129407407,7.02
1.0,76.9068827009,-2.87698198716,15.8946826157,13.2970483787,0.195152766055,5.60707503268,1.0559737395,3.0,7.01553481481,7.02
1.0,76.7813996091,-2.90206590038,15.770534447,13.1511538661,0.193901367174,5.61869728758,1.05026029412,3.0,7.01977555555,7.02
1.0,76.6520517831,-2.92374007148,15.6438234774,13.003358413,0.192638044499,5.6296697549,1.04500588235,3.0,7.0240162963,7.02
1.0,76.522703957,-2.94183840445,15.5145497069,12.8549714158,0.19136279803,5.63999243464,1.0402105042,3.0,7.02823925926,7.02
1.0,76.3933561309,-2.95592016205,15.3827131354,12.706965334,0.190075627766,5.6496653268,1.03587415967,3.0,7.03243518518,7.02
1.0,76.2640083048,-2.96705253856,15.2482300331,12.5600755699,0.188776533708,5.65868069935,1.03199684874,3.0,7.03660407407,7.02
1.0,76.1346604788,-2.97544928039,15.1105723137,12.414517948,0.187465515855,5.6669163268,1.02857857143,3.0,7.04074592593,7.02
1.0,76.0053126527,-2.98111038754,14.9697399771,12.2702924685,0.186142574209,5.67437220915,1.02561932773,3.0,7.04430981481,7.02
1.0,75.8759648266,-2.98403586002,14.8257330233,12.1273991312,0.184807708768,5.68104834641,1.02311288165,3.0,7.04727212963,7.02
1.0,75.7466170005,-2.98422569781,14.6818930616,11.9858379363,0.183460919532,5.68696105229,1.02108322479,3.0,7.04963287037,7.02
1.0,75.6172691744,-2.98167990092,14.5385123735,11.8456088837,0.182102206503,5.69220540523,1.01974976891,3.0,7.05141388889,7.02
1.0,75.4879213484,-2.97665913892,14.3955909591,11.7067119734,0.180731569679,5.69678140523,1.01911251401,3.0,7.05262037037,7.02
1.0,75.3585735223,-2.97103154367,14.2531288184,11.5691472053,0.179349009061,5.70068905229,1.01917146009,3.0,7.05325231482,7.02
1.0,75.2292256962,-2.96479711517,14.1111259514,11.4329145796,0.177954524648,5.70392834641,1.01992660714,3.0,7.05330972222,7.02
1.0,75.0929938121,-2.95795585343,13.969582358,11.2980140962,0.176553645352,5.70649928758,1.02137795518,3.0,7.05279259259,7.02
1.0,74.9475227976,-2.95050775843,13.8284980384,11.1644457551,0.175152766055,5.70840187582,1.0235255042,3.0,7.05170092593,7.02
1.0,74.8020517831,-2.94245283019,13.6878729924,11.0322095563,0.173751886759,5.70964394935,1.0263692542,3.0,7.05003472222,7.02
1.0,74.6565807687,-2.9337910687,13.5479642858,10.9013054997,0.172351007462,5.71024551797,1.02990920518,3.0,7.04834490741,7.02
1.0,74.5111097542,-2.92452247396,13.4091266691,10.7717335855,0.170950128166,5.7102065817,1.03414535714,3.0,7.04700432099,7.02
1.0,74.3656387397,-2.91464704597,13.2713601422,10.6434938136,0.169549248869,5.70961134814,1.03869426471,3.0,7.04601296296,7.02
1.0,74.2201677252,-2.90416478473,13.1346647053,10.5165307204,0.168148369573,5.70863115638,1.04322328081,3.0,7.04537083333,7.02
1.0,74.0746967107,-2.89307569025,12.9990403583,10.390898921,0.166747490276,5.70726600644,1.04773240546,3.0,7.0450779321,7.02
1.0,73.9292256962,-2.88137976251,12.8639149102,10.2665984153,0.165346610979,5.70551589831,1.05222163866,3.0,7.04513425926,7.02
1.0,73.7837546817,-2.86907700153,12.7287894622,10.1436292033,0.163945731683,5.70338083199,1.05669098039,3.0,7.04553981482,7.02
1.0,73.6382836672,-2.8561674073,12.5936640142,10.0219912851,0.162544852386,5.70086080748,1.06114043067,3.0,7.04629459877,7.02
1.0,73.4928126527,-2.84265097982,12.4585385661,9.90168466055,0.16114397309,5.69795582478,1.0651734895,3.0,7.04739861111,7.02
1.0,73.3473416382,-2.82852771909,12.3234131181,9.78270932979,0.159743093793,5.69466588389,1.0687132402,3.0,7.04853958334,7.02
1.0,73.2018706237,-2.81320582339,12.1882876701,9.66506529275,0.158342214497,5.6911428639,1.07175968277,3.0,7.04962986111,7.02
1.0,73.0472691744,-2.79646894553,12.053162222,9.54875254946,0.1569413352,5.6877454331,1.07431281723,3.0,7.05032021605,7.02
1.0,72.8921242468,-2.7783170855,11.918036774,9.4337710999,0.155540455904,5.6844735915,1.07637264356,3.0,7.05061064815,7.02
1.0,72.7369793193,-2.7587502433,11.782911326,9.32012094408,0.154139576607,5.6813273391,1.07793916177,3.0,7.05050115741,7.02
1.0,72.5818343917,-2.73776841894,11.647785878,9.20780208199,0.15273869731,5.67830667589,1.07901237185,3.0,7.04999174383,7.02
1.0,72.4266894642,-2.71537161242,11.5126604299,9.09681451364,0.151337818014,5.67541160188,1.07959227381,3.0,7.04908240741,7.02
1.0,72.2715445366,-2.69172591975,11.3775349819,8.98715823903,0.149936938717,5.67264211707,1.07967886765,3.0,7.04777314815,7.02
1.0,72.1163996091,-2.66727207816,11.2424095339,8.87883325815,0.148535431352,5.66999822145,1.07927215336,3.0,7.04606396605,7.02
1.0,71.9612546816,-2.64201008766,11.1073678158,8.77110416867,0.147130517188,5.66748764706,1.07837213095,3.0,7.04395486111,7.02
1.0,71.7794430873,-2.61593994824,10.9729379139,8.66375514599,0.145722196226,5.66523261938,1.07697880042,3.0,7.04175810185,7.02
1.0,71.5727039569,-2.58960157606,10.8394397429,8.55731959273,0.144310468465,5.66323313841,1.07509216177,3.0,7.03980539021,7.02
1.0,71.3659648265,-2.56330364018,10.7075403842,8.45183375292,0.142895333906,5.66148920415,1.07276104793,3.0,7.03814960317,7.02
1.0,71.1592256961,-2.5370461406,10.5772398378,8.34729762657,0.141476792548,5.66000081661,1.07035257843,3.0,7.03679074074,7.02
1.0,70.9524865657,-2.51082907731,10.4485381036,8.24371121367,0.140054844393,5.65876797578,1.06786675327,3.0,7.03572880291,7.02
1.0,70.7457474353,-2.48465245031,10.3214351817,8.14107451422,0.138629489439,5.65779068166,1.06530357244,3.0,7.03496378968,7.02
1.0,70.5390083049,-2.45851625961,10.195931072,8.03938752822,0.137200727686,5.65706893426,1.06266303595,3.0,7.03449570106,7.02
1.0,70.3322691745,-2.4324205052,10.0720257746,7.93865025567,0.135768559135,5.65808446367,1.05994514379,3.0,7.03432453704,7.02
1.0,70.1286218315,-2.40636518709,9.94971928952,7.83886269658,0.134332983786,5.66085441955,1.05714989597,3.0,7.03445029762,7.02
1.0,69.9562788363,-2.38035030527,9.82901161667,7.74002485093,0.132894001638,5.6653788019,1.05427729249,3.0,7.0348729828,7.02
1.0,69.7839358411,-2.35437585975,9.70990275608,7.64213671874,0.13145855,5.67165761073,1.05132733334,3.0,7.03550714286,7.02
1.0,69.6115928459,-2.32844185052,9.59213564212,7.54644424286,0.130035022155,5.67969084602,1.04830001852,3.0,7.03582724868,7.02
1.0,69.4392498508,-2.30254827758,9.47535552423,7.45312322072,0.128623418105,5.68871794406,1.04519534804,3.0,7.03578042328,7.02
1.0,69.2669068556,-2.27669514094,9.35956240239,7.3621736523,0.127223737849,5.6978836188,1.0420133219,3.0,7.03536666667,7.02
1.0,69.0945638604,-2.25088244059,9.24475627662,7.27333136154,0.125835981388,5.70701653114,1.03875394009,3.0,7.03458597884,7.02
1.0,68.9222208652,-2.22511017654,9.1309371469,7.18648045772,0.124460148721,5.71611668108,1.03534089387,3.0,7.03343835979,7.02
1.0,68.74987787,-2.19937834879,9.01810501325,7.10162094083,0.123096239848,5.72518406863,1.03174882454,3.0,7.03192380952,7.02
1.0,68.5775348749,-2.17368695732,8.90625987566,7.01875281087,0.121744254769,5.73421869377,1.02797773211,3.0,7.03004232804,7.02
1.0,68.4051918797,-2.14803600216,8.79540173412,6.93787606785,0.120404193485,5.74322055652,1.02402761656,3.0,7.02779391535,7.02
1.0,68.2244430874,-2.12242548328,8.68553058865,6.85899071177,0.119076055995,5.75218965686,1.0202949779,3.0,7.02517857143,7.02
1.0,68.0435010584,-2.0968554007,8.57664643924,6.78209674262,0.117759842299,5.76112599481,1.01685673281,3.0,7.02265476191,7.02
1.0,67.8625590294,-2.07191755615,8.46874928588,6.70681328455,0.116455552398,5.77002957036,1.01371288127,3.0,7.02071031746,7.02
1.0,67.6816170004,-2.0478282968,8.36183912859,6.6330476767,0.115163186291,5.77890038351,1.01086342328,3.0,7.0193452381,7.02
1.0,67.5006749714,-2.02458762266,8.2565313914,6.56079991908,0.113882743978,5.78773843426,1.00830835886,3.0,7.01855952381,7.02
1.0,67.3197329425,-2.00219553374,8.15336008575,6.49007001169,0.112614225459,5.79654372261,1.00604768799,3.0,7.0183531746,7.02
1.0,67.1387909135,-1.98065203002,8.05232521165,6.42085795453,0.111357630735,5.80531624856,1.00408141068,3.0,7.01872619048,7.02
1.0,66.9578488845,-1.95987186426,7.95342676909,6.3531637476,0.110112959805,5.81405601211,1.00240952692,3.0,7.01967857143,7.02
1.0,66.7769068555,-1.93973445484,7.85666475808,6.28698739089,0.108904992845,5.82278493483,1.00103203673,3.0,7.02121031746,7.02
1.0,66.5959648265,-1.92023980176,7.7620391786,6.22232888442,0.107745349132,5.83153679123,0.999948940089,3.0,7.02332142857,7.02
1.0,66.4150227975,-1.90138790501,7.66955003068,6.15918822817,0.106636807394,5.84031158131,0.999160237008,3.0,7.02599140212,7.02
1.0,66.2340807685,-1.8831787646,7.58095300047,6.09756542215,0.105579367631,5.84910930507,0.998665927484,3.0,7.02849355159,7.02
1.0,66.0531387395,-1.86507246436,7.49630128854,6.03692706374,0.104573029844,5.85792996251,0.998466011518,3.0,7.03062152778,7.02
1.0,65.8721967105,-1.84676033525,7.41492781353,5.97723690889,0.103617794033,5.86677355363,0.998517892159,3.0,7.03237533069,7.02
1.0,65.6912546815,-1.82824237727,7.33683257544,5.91849495762,0.102713660197,5.87564007843,0.998468105355,3.0,7.03375496032,7.02
1.0,65.5103126526,-1.80951859042,7.26201557426,5.86070120992,0.101860628337,5.88452953691,0.998367121695,3.0,7.03476041667,7.02
1.0,65.3304334255,-1.79058897469,7.19047680999,5.80385566579,0.101058698452,5.89344192906,0.998259949582,3.0,7.03539169974,7.02
1.0,65.1580904304,-1.77145353008,7.12221628264,5.74878921955,0.100307870543,5.9023772549,0.998146589015,3.0,7.03564880952,7.02
1.0,64.9857474352,-1.75211225661,7.05723399221,5.69585411356,0.0996081446097,5.90985378431,0.998027039996,3.0,7.03553174603,7.02
1.0,64.81340444,-1.73256515426,6.99463292872,5.64505034782,0.0989595206517,5.91585436765,0.997901302523,3.0,7.03504050926,7.02
1.0,64.6410614449,-1.71281222303,6.93318130071,5.59637792233,0.0983619986693,5.9203790049,0.997769376597,3.0,7.03419560185,7.02
1.0,64.4687184497,-1.69285346294,6.87287910819,5.5498368371,0.0978086413552,5.92342769608,0.997631262218,3.0,7.033375,7.02
1.0,64.2963754546,-1.67268887397,6.81372635116,5.50418114927,0.0972910554239,5.92482487745,0.997486959386,3.0,7.03280787037,7.02
1.0,64.1240324594,-1.65231845612,6.7557230296,5.4592350614,0.0968092408755,5.9252421201,0.9973364681,3.0,7.03249421296,7.02
1.0,63.9516894643,-1.6317422094,6.69886914353,5.41499857351,0.0963631977101,5.92545050245,0.997179788362,3.0,7.03243402778,7.02
1.0,63.7793464691,-1.61096013381,6.64316469295,5.37147168559,0.0959529259275,5.92545002451,0.99701692017,3.0,7.03262731482,7.02
1.0,63.6068654477,-1.59008084749,6.58860967784,5.32865439765,0.0955784255278,5.92524068627,0.996924172271,3.0,7.03307407407,7.02
1.0,63.4222381185,-1.56911447103,6.53520409822,5.28654670968,0.095239696511,5.92482248774,0.996926903363,3.0,7.03377430556,7.02
1.0,63.2376107894,-1.54806100443,6.48294795409,5.24514862168,0.0949367388771,5.92419542892,0.997025113447,3.0,7.03472800926,7.02
1.0,63.0529834602,-1.52692044768,6.43184124543,5.20446013365,0.0946695526261,5.9233595098,0.997530165268,3.0,7.03593518519,7.02
1.0,62.868356131,-1.50569280079,6.38188397226,5.1644812456,0.094438137758,5.92231473039,0.998520568629,3.0,7.03739583333,7.02
1.0,62.6837288018,-1.48437806377,6.33307613458,5.12521195752,0.0942424942728,5.92106109068,0.999996323531,3.0,7.03908564815,7.02
1.0,62.4991014726,-1.4629762366,6.28541773237,5.08703314528,0.0940826221704,5.91959859068,1.00195742997,3.0,7.04074349647,7.02
1.0,62.3144741434,-1.44148731929,6.23982204104,5.05003746972,0.093958521451,5.91806917892,1.00440388796,3.0,7.04216798942,7.02
1.0,62.1298468142,-1.41991131184,6.19567363653,5.01422493084,0.0938701921145,5.91653976716,1.00733569748,3.0,7.04335912699,7.02
1.0,61.945219485,-1.39824821425,6.15243850741,4.97959552864,0.0938176341608,5.91501035539,1.01075285854,3.0,7.04431690917,7.02
1.0,61.7605921558,-1.37649802652,6.11011665367,4.94614926312,0.0938008475901,5.91348094363,1.01400826004,3.0,7.04504133598,7.02
1.0,61.5759648266,-1.35474599589,6.06870807531,4.9136923937,0.0938198324022,5.91195153186,1.01705590632,3.0,7.04553240741,7.02
1.0,61.3939599957,-1.333112704,6.02821277234,4.88206396666,0.0938498084214,5.91040019853,1.01989579739,3.0,7.04579012346,7.02
1.0,61.2216170005,-1.31159815085,5.98863074475,4.851263982,0.0938797844406,5.90879316912,1.02252793324,3.0,7.04581448413,7.02
1.0,61.0492740053,-1.29020233642,5.94996199255,4.82129243973,0.0939097604598,5.90713044363,1.02495231388,3.0,7.04560548942,7.02
1.0,60.8769310102,-1.26892526073,5.91045082955,4.79214933984,0.0939397364789,5.90541202206,1.02716893931,3.0,7.04516313933,7.02
1.0,60.704588015,-1.24776692377,5.86972414051,4.76383468234,0.0939697124981,5.90363790441,1.02917780953,3.0,7.04451940035,7.02
1.0,60.5322450198,-1.22672732554,5.82778192542,4.73634846721,0.0939996885173,5.90180809068,1.03097892453,3.0,7.04387566138,7.02
1.0,60.3599020246,-1.20580646605,5.78466179265,4.70969069448,0.0940296645365,5.89992258088,1.03257228432,3.0,7.0432319224,7.02
1.0,60.1875590294,-1.18500434529,5.74047821037,4.68386136412,0.0940596405557,5.897981375,1.0339074183,3.0,7.04258818342,7.02
1.0,60.0152160342,-1.16432096326,5.69523117858,4.65886047615,0.0940896165749,5.89598447304,1.03493931808,3.0,7.04194444445,7.02
1.0,59.8428730391,-1.14381714271,5.64892069728,4.63385713625,0.094119592594,5.893931875,1.03566798366,3.0,7.04130070547,7.02
1.0,59.67487787,-1.12455795769,5.60154676648,4.60849910206,0.0941495686132,5.89182358088,1.03630377623,3.0,7.04065696649,7.02
1.0,59.5455300439,-1.10654340817,5.55400639613,4.58278637357,0.0941795446324,5.88965959069,1.03700112763,3.0,7.04001322751,7.02
1.0,59.4161822178,-1.08977349417,5.5075313777,4.55677040779,0.0942095206516,5.88743990441,1.03776003784,3.0,7.03936948854,7.02
1.0,59.2868343917,-1.07424821568,5.4621217112,4.53085574445,0.0942394966708,5.88516452206,1.03858050688,3.0,7.03872574956,7.02
1.0,59.1574865657,-1.05996757271,5.41777739662,4.50504238353,0.09426947269,5.88300900735,1.03946253475,3.0,7.03808201058,7.02
1.0,59.0281387396,-1.04693156525,5.37449843396,4.47933032505,0.0942994487092,5.88106235294,1.04040612143,3.0,7.03743827161,7.02
1.0,58.8987909135,-1.0351401933,5.33228482323,4.45371956899,0.0943294247283,5.87932455882,1.04141126694,3.0,7.03679453263,7.02
1.0,58.7694430874,-1.02459345687,5.29113656442,4.42821011537,0.0943594007475,5.877795625,1.04247797128,3.0,7.03615079365,7.02
1.0,58.6400952613,-1.01518273781,5.25105365753,4.40280196417,0.0943893767667,5.87647555147,1.04360623444,3.0,7.03550705467,7.02
1.0,58.5107474352,-1.00689791553,5.21203610256,4.3774951154,0.0944193527859,5.87536433823,1.04479605642,3.0,7.0348633157,7.02
1.0,58.3813996092,-0.99973899003,5.17425713701,4.35228956906,0.0944493288051,5.87446198529,1.04604743722,3.0,7.03421957672,7.02
1.0,58.2702712448,-0.993705961312,5.13775636531,4.32718532515,0.0944793048243,5.87376849265,1.04704901411,3.0,7.03357583774,7.02
1.0,58.1593499197,-0.988798829375,5.10253378747,4.30218238367,0.0945092808435,5.87328386029,1.04772227726,3.0,7.03293209877,7.02
1.0,58.0484285947,-0.985017594219,5.06858940348,4.27728074462,0.0945392568626,5.87300808823,1.0480672267,3.0,7.03243359788,7.02
1.0,57.9375072696,-0.982362255845,5.03592321334,4.252480408,0.0945692328818,5.87294117647,1.0480838624,3.0,7.03232777778,7.02
1.0,57.8265859446,-0.980832814253,5.00362194168,4.22778137381,0.094599208901,5.87294117647,1.04777218439,3.0,7.03261463845,7.02
1.0,57.7156646195,-0.980429269441,4.97168558848,4.20318364205,0.0946291849202,5.87294117647,1.04713219264,3.0,7.03329417989,7.02
1.0,57.6047432945,-0.981151621412,4.94011415376,4.17868721272,0.0946591609394,5.87294117647,1.04616388717,3.0,7.03436640212,7.02
